"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0061,-0.0749804206955131,45,0.3143,-0.610479943754795,11
"B1.F2",0.125,-0.405238704783701,45,0.0649,-0.173121178079718,11
"B1.F3",0.1475,-0.315961052264576,45,0.0492,0.181444421027702,11
"B1.F4",0.0163,-0.0636948417571944,44,0.0213,-0.2112728445612,12
"B1.F5",0.0086,-0.123958179488753,45,0.005,0.0818181818181818,11
"B2.F1",0.0194,-0.126398874864832,44,0.0744,-0.0563394252163199,12
"B2.F2",0.07,-0.199837393320109,45,3e-04,0.0091116409515641,11
"B2.F3",0.0652,-0.156650790587357,45,0.1548,0.241458485216449,11
"B2.F4",0.0533,-0.200499764527666,45,0.0081,0.355353997111,11
"B2.F5",0.0802,-0.265346004559155,45,0.0152,-0.183493960854393,11
"B3.F1",0.0593,-0.124075050985288,45,0.0461,-0.192668658897113,11
"B3.F2",0.1013,-0.242346531138527,45,0.0423,0.0727272727272727,11
"B3.F3",0.0721,-0.15074445882536,44,0.0223,-0.176060703801,12
"B3.F4",1e-04,0.0342445914307246,45,0.2837,-0.451026227102423,11
"B3.F5",0.1353,-0.358040749168724,45,0.0058,0.0232621052599618,11
"B4.F1",0.0222,-0.0166667978935461,45,0.055,-0.165144564768954,11
"B4.F2",0.0687,-0.250839976302039,45,0.0013,-0.0546698457093846,11
"B4.F3",0.0286,0.115848724201813,45,0.2852,-0.414579663296167,11
"B4.F4",0.0956,-0.263229585779022,45,0.0066,0,11
"B4.F5",0.094,-0.257456112434673,44,0.0067,0.171628984742895,12
"B5.F1",0.1888,-0.464025228148511,44,0.0095,0.363046800879813,12
"B5.F2",0.013,-0.0447093467303063,45,0.305,-0.642228862990377,11
"B5.F3",0.0129,-0.126720574460454,45,0.0237,-0.27524094128159,11
"B5.F4",5e-04,0.0394171084669804,45,0.0055,-0.0909090909090909,11
"B5.F5",0.045,-0.145591138007668,45,0.0498,-0.181818181818182,11
"B6.F1",0.0553,-0.202685589512606,45,0.0734,0.414579663296167,11
"B6.F2",0.0286,-0.185054367087865,45,0.0054,-0.293590337367029,11
"B6.F3",0.0888,-0.27195981324707,45,0.0043,-0.128445772598075,11
"B6.F4",0.0409,-0.13239040393251,44,0.0689,-0.251748251748252,12
"B6.F5",0.1071,-0.362701268445266,45,0.0011,0.00917469804271967,11
"B7.F1",0.0344,-0.167593912151769,45,0.4463,-0.678927655161256,11
"B7.F2",0.0522,-0.208202697495568,45,0.0814,-0.486258996264143,11
"B7.F3",0.0246,-0.111678289214281,44,0.0731,-0.330994123145879,12
"B7.F4",0.1451,-0.272764463272194,45,0.2585,0.560365918521192,11
"B7.F5",0.0177,0.0578648460996749,45,0,-0.236363636363636,11
"B8.F1",0.0857,-0.180761102542452,45,0.002,-0.173121178079718,11
"B8.F2",0.0246,-0.126980153453551,45,0.0205,-0.0953462589245592,11
"B8.F3",0.0293,-0.0941891857146817,45,0.1406,-0.523919354714936,11
"B8.F4",0.1561,-0.346658206450346,45,0.0726,0.136363636363636,11
"B8.F5",9e-04,-0.0174378314038903,44,0.0243,-0.0665500144921429,12
"B9.F1",0.2188,-0.451869637795751,45,0.0069,-0.091116409515641,11
"B9.F2",0.0045,-0.0212348059081376,45,0.3681,-0.454545454545455,11
"B9.F3",0.0565,-0.205895733373437,44,0.004,0.0320335412541011,12
"B9.F4",0.014,-0.0781752186911569,45,0.0063,-0.119271074555356,11
"B9.F5",0.0144,-0.0717348017784812,45,0.1592,-0.48747279090868,11
"B10.F1",0.0245,-0.1116629598742,45,0.0639,0.218181818181818,11
"B10.F2",0.0461,-0.117328966123614,45,0.045,-0.458734902135984,11
"B10.F3",0.087,-0.242438161850631,44,0.0155,-0.0533892354235019,12
"B10.F4",0,0.0645507727940517,45,0.0255,-0.27524094128159,11
"B10.F5",0.2,-0.347744883967707,45,0.0363,0.359909817586782,11
"B11.F1",0.0488,0.264948483023015,45,0.1383,-0.364465638062564,11
"B11.F2",0.035,-0.138965479345571,45,0.0585,0.223235203313321,11
"B11.F3",0.2444,-0.510092011310547,44,0.164,0.413310616319624,12
"B11.F4",0.0338,-0.16362562693902,45,0.0285,-0.247716847153431,11
"B11.F5",0.1822,-0.415876290296104,45,0.0198,0.229367451067992,11
"B12.F1",0,0.0365967850626334,45,0.1286,-0.241925894703602,11
"B12.F2",0.1237,-0.367218597469898,45,0,0.255125946643795,11
"B12.F3",0.0954,-0.278706827544306,45,2e-04,-0.0545454545454545,11
"B12.F4",0.1046,-0.236245246332329,45,0.003,0.348638525623348,11
"B12.F5",0.0144,-0.0331035254699868,44,0.1659,-0.185639514109662,12
"B13.F1",0.1765,-0.418366182706343,44,0.0967,0.469352733786692,12
"B13.F2",0.0708,-0.147581901061556,45,0.0796,0.509090909090909,11
"B13.F3",0.0346,-0.104190990948801,45,0.0967,-0.113895511894551,11
"B13.F4",4e-04,0.025630961379606,45,0,0.116310526299809,11
"B13.F5",0.2541,-0.452384514253395,45,0.0182,0.403686713879666,11
"B14.F1",0.0268,0.27949638555957,45,0.6035,-0.530375999927128,11
"B14.F2",0.0087,-0.025793853882869,45,0.3045,-0.495433694306862,11
"B14.F3",0.1816,-0.435594225095676,45,0.0158,0.269840421015557,11
"B14.F4",0.0076,0.00312576480886684,45,0.1829,-0.536363636363636,11
"B14.F5",0.1159,-0.317765379395949,44,0.025,-0.13986013986014,12
"B15.F1",0.0152,-0.102856091117541,45,0.0717,0.0454545454545455,11
"B15.F2",0.1668,-0.408997929260672,45,0.0112,0.174319262811674,11
"B15.F3",0.0203,-0.0867706281900373,45,0.0162,-0.109339691418769,11
"B15.F4",0.0631,-0.169891548394079,44,0.0038,0.027972027972028,12
"B15.F5",0.0024,0.0636220727282867,45,0.1844,-0.362315783913325,11
"B16.F1",0.1629,-0.362598832506849,45,0.0051,-0.232621052599618,11
"B16.F2",0.1626,-0.358680597169451,44,1e-04,0.038528955758609,12
"B16.F3",0.0945,-0.231498737041359,45,0,0.123007152846115,11
"B16.F4",0.0452,-0.205821726367919,45,0.2179,-0.5596565806059,11
"B16.F5",0.0149,0.153288755149368,45,0.0574,-0.00909090909090909,11
"B17.F1",0.0043,0.138571666845096,44,0.0368,-0.281697126081599,12
"B17.F2",2e-04,-0.00748479464540016,45,0.2454,-0.414579663296167,11
"B17.F3",0.0324,-0.1559884193798,45,1e-04,0.127562973321897,11
"B17.F4",0.1685,-0.373680190867205,45,0.0277,0.27524094128159,11
"B17.F5",0.0428,-0.174203627587632,45,0,-0.0364465638062564,11
"B18.F1",0.0229,-0.109921500393149,45,0.1041,-0.28441563932431,11
"B18.F2",3e-04,0.100637849976367,44,0.2056,-0.492969970642799,12
"B18.F3",0.1706,-0.385500042798486,45,0.0749,0.277905049022705,11
"B18.F4",0.0391,-0.18703850969424,45,0.2793,0.477084298221423,11
"B18.F5",0.0406,-0.147847336135408,45,0.045,-0.0909090909090909,11
"B19.F1",0.0126,-0.0980166447549023,45,0.0073,-0.100921678469916,11
"B19.F2",0.0593,-0.2431372427453,44,6e-04,0.119089499617519,12
"B19.F3",0.0578,-0.229234609123138,45,0.2579,-0.532132486477741,11
"B19.F4",0.0794,-0.285873574538302,45,0.0086,-0.1,11
"B19.F5",0.0056,0.00291007582268266,45,0.018,-0.28441563932431,11
