"","FP","TP","TN","FN","accuracy"
"B1.F1",3,6,7,4,0.65
"B1.F2",3,2,7,8,0.45
"B1.F3",5,6,5,4,0.55
"B1.F4",5,7,5,3,0.6
"B1.F5",4,6,6,4,0.6
"B1.F11",5,4,5,6,0.45
"B1.F21",7,5,3,5,0.4
"B1.F31",5,6,5,4,0.55
"B1.F41",8,6,2,4,0.4
"B1.F51",6,5,4,5,0.45
"B1.F12",4,6,6,4,0.6
"B1.F22",5,5,5,5,0.5
"B1.F32",3,4,7,6,0.55
"B1.F42",5,8,5,2,0.65
"B1.F52",7,6,3,4,0.45
"B1.F13",7,2,3,8,0.25
"B1.F23",3,5,7,5,0.6
"B1.F33",8,6,2,4,0.4
"B1.F43",6,7,4,3,0.55
"B1.F53",4,8,6,2,0.7
"B1.F14",6,8,4,2,0.6
"B1.F24",8,6,2,4,0.4
"B1.F34",5,7,5,3,0.6
"B1.F44",6,7,4,3,0.55
"B1.F54",1,2,9,8,0.55
"B1.F15",4,7,6,3,0.65
"B1.F25",4,4,6,6,0.5
"B1.F35",4,6,6,4,0.6
"B1.F45",3,4,7,6,0.55
"B1.F55",4,6,6,4,0.6
"B1.F16",3,7,7,3,0.7
"B1.F26",7,8,3,2,0.55
"B1.F36",5,3,5,7,0.4
"B1.F46",6,5,4,5,0.45
"B1.F56",4,4,6,6,0.5
"B1.F17",5,7,5,3,0.6
"B1.F27",2,3,8,7,0.55
"B1.F37",4,8,6,2,0.7
"B1.F47",3,5,7,5,0.6
"B1.F57",3,6,7,4,0.65
"B1.F18",4,3,6,7,0.45
"B1.F28",7,7,3,3,0.5
"B1.F38",4,7,6,3,0.65
"B1.F48",4,6,6,4,0.6
"B1.F58",3,4,7,6,0.55
"B1.F19",5,7,5,3,0.6
"B1.F29",7,8,3,2,0.55
"B1.F39",7,1,3,9,0.2
"B1.F49",8,4,2,6,0.3
"B1.F59",4,8,6,2,0.7
"B1.F110",6,7,4,3,0.55
"B1.F210",4,6,6,4,0.6
"B1.F310",2,5,8,5,0.65
"B1.F410",6,6,4,4,0.5
"B1.F510",6,6,4,4,0.5
"B1.F111",6,6,4,4,0.5
"B1.F211",6,5,4,5,0.45
"B1.F311",5,5,5,5,0.5
"B1.F411",3,5,7,5,0.6
"B1.F511",6,5,4,5,0.45
"B1.F112",2,5,8,5,0.65
"B1.F212",4,5,6,5,0.55
"B1.F312",5,9,5,1,0.7
"B1.F412",4,5,6,5,0.55
"B1.F512",6,8,4,2,0.6
"B1.F113",2,6,8,4,0.7
"B1.F213",6,6,4,4,0.5
"B1.F313",6,7,4,3,0.55
"B1.F413",4,4,6,6,0.5
"B1.F513",1,3,9,7,0.6
"B1.F114",6,5,4,5,0.45
"B1.F214",4,5,6,5,0.55
"B1.F314",6,5,4,5,0.45
"B1.F414",5,4,5,6,0.45
"B1.F514",3,3,7,7,0.5
"B1.F115",9,7,1,3,0.4
"B1.F215",4,6,6,4,0.6
"B1.F315",3,6,7,4,0.65
"B1.F415",2,3,8,7,0.55
"B1.F515",5,6,5,4,0.55
"B1.F116",4,4,6,6,0.5
"B1.F216",6,7,4,3,0.55
"B1.F316",5,6,5,4,0.55
"B1.F416",3,6,7,4,0.65
"B1.F516",2,7,8,3,0.75
"B1.F117",5,6,5,4,0.55
"B1.F217",4,4,6,6,0.5
"B1.F317",5,5,5,5,0.5
"B1.F417",5,8,5,2,0.65
"B1.F517",4,6,6,4,0.6
"B1.F118",5,5,5,5,0.5
"B1.F218",6,6,4,4,0.5
"B1.F318",3,8,7,2,0.75
"B1.F418",6,5,4,5,0.45
"B1.F518",7,5,3,5,0.4
"B1.F119",7,6,3,4,0.45
"B1.F219",6,7,4,3,0.55
"B1.F319",5,7,5,3,0.6
"B1.F419",4,5,6,5,0.55
"B1.F519",4,6,6,4,0.6
