"","mean","sd","crossval_median","crossval_q1","crossval_q3","module"
"Bifidobacterium",0.351076485541479,0.616536790112706,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"MPO_BS3_Concngml",0.304833922426361,0.553477915751194,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"AG_Concugml",0.298347849897509,0.535618379273192,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Veillonella",0.289209767839826,0.507355563125941,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"OPV_IPV",0.278551200077006,0.509419416670544,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Klebsiella",0.277428085490234,0.503127150773838,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Streptococcus",0.268899117915017,0.480601458754933,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"MB1_IgA",0.264912088852905,0.482383903766038,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Staphylococcus",0.261717492116046,0.466827054055123,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"MPO_BS5_Concngml",0.258358747629307,0.462655405218386,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"BM1_IgA",0.255808028675781,0.467919671363173,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"mother_weight",0.249633906361754,0.462465999923234,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Rothia",0.249069271287343,0.448807561280126,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"A1AT_BS3_Concugml",0.243229910653682,0.429925269694686,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Enterococcus",0.241815267497396,0.453721522711132,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"MB1_IgG",0.230486674592206,0.412190299369737,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"household_income",0.22274606766322,0.411978244937334,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"A1AT_BS5_Concugml",0.219179954838708,0.390249500964993,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"HAZ_6_8w",0.214176696456166,0.377199899631369,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Escherichia.Shigella",0.199945902880289,0.353377207785841,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"CB1_IgG",0.193555796187887,0.351321250405505,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Lactobacillus",0.188358220136723,0.336343829382473,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"age_mother",0.182593069944732,0.325092395452232,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"birth_weight",0.179402148644949,0.322530233780597,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Dolosigranulum",0.171052955630452,0.311687984291137,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"unassigned_Lachnospiraceae",0.167245358790129,0.30204550181426,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"maternal_education",0.159165368058372,0.281121360003677,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Gemella",0.158065129664073,0.286497140563595,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Corynebacterium_1",0.135754015359349,0.241941423542313,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Collinsella",0.125680896909426,0.242539596658511,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Finegoldia",0.10941950638403,0.211674525610859,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Enterobacter",0.107484015381556,0.200276720383939,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Bacteroides",0.092774761654048,0.170253474947578,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Atopobium",0.0862011766660082,0.161205053373982,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Actinomyces",0.0861070455962222,0.162559380115231,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Clostridium_sensu_stricto_1",0.0818185245611538,0.154904649913357,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"unassigned_Enterobacteriaceae",0.0801368216313568,0.14805527534799,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"parity",0.0739680759707599,0.137381527424232,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Megasphaera",0.0728020939961212,0.135337259467099,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Haemophilus",0.0712776539338269,0.127596738552587,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Tyzzerella_3",0.0706769831995729,0.143201815493871,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"age_at_first_dose",0.0702069833877902,0.124687228735527,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"place_delivery",0.0621012925374218,0.126117192107329,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Sutterella",0.0614161779210969,0.122420657316659,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Salmonella",0.0566381428248097,0.105637966986317,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"unassigned_Saccharimonadales",0.0555423943918802,0.102327192196864,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Prevotella",0.055354685923843,0.102006734978844,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Anaerococcus",0.0551944288939207,0.0983915313832362,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Peptoniphilus",0.0548636959307729,0.102349748388862,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"antibiotic_exposure",0.0544185089991779,0.112095273265532,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Negativicoccus",0.0529079633212666,0.0964037067756498,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Granulicatella",0.050597584848298,0.0971688699059567,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"sanitation",0.0484631180588361,0.0993645117209068,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Acinetobacter",0.0467073681561218,0.0916412739635729,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Eggerthella",0.0436370787198961,0.0793102081302434,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Olsenella",0.0396522915472151,0.0774452844864971,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"mode_delivery",0.0392168625741454,0.0793465600252355,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Citrobacter",0.0391426031657886,0.0714142575942595,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Lachnoclostridium",0.0386843413462082,0.0736479551215507,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Parabacteroides",0.0374787086119416,0.0695965200604354,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Clostridioides",0.0371831504130381,0.0785673002091109,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Senegalimassilia",0.0346289524839113,0.0651651529690198,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"kitchen",0.0330395637227465,0.0684045959118789,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"sex_baby",0.0321245450894774,0.061408568726067,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"type_house",0.030403395809222,0.0595465082167601,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Varibaculum",0.0302501680265466,0.0576818016607451,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Prevotella_9",0.027335243965376,0.0507405549539125,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Erysipelatoclostridium",0.0265482274567337,0.0506473623737096,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Cutibacterium",0.0254720656536143,0.0466958260041333,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Ezakiella",0.0227332553911072,0.0502882035423298,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Libanicoccus",0.0214474658510386,0.039738945358193,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"crowding_wami",0.0207415176224063,0.0400095600900622,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"refrigerator",0.0199874906790198,0.0367608797358491,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Dialister",0.0197799662167527,0.0371421513592273,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Raoultella",0.0196392605679686,0.0366061740809811,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"water_treat_wami",0.0196322247545475,0.0360931977464483,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Blautia",0.0194855765339658,0.0369555761046745,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Holdemanella",0.0188518594131391,0.0383221631017738,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Slackia",0.0174118570728358,0.0332569099414545,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Flavonifractor",0.0164267326220191,0.0337168832335117,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"breastfed_child",0.0159689117005004,0.0381219975596183,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Cronobacter",0.012814779979672,0.025867620806849,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Catenibacterium",0.0121246150157178,0.0264750848261115,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"Megamonas",0.00931207728267253,0.0197128445884497,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
"pre_exposed",0,0,0.538157894736842,0.473684210526316,0.631578947368421,"module4_unexposed"
