"","feature_id","mean","sd","Kingdom","Phylum","Class","Order","Family","Genus","Species","Feature","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","lr_unadjusted_p","lr_adjusted_p","wilcox_p","fisher_padj","lr_unadjusted_padj","lr_adjusted_padj","wilcox_padj","mean_diff","prev_diff","enriched_responder_mean","enriched_responder_prev","rf_rank","rf_top20","rf_n","crossval_median","crossval_quartile_1","crossval_quartile_3","maaslin_coef","maaslin_stderr","maaslin_pval","maaslin_name","maaslin_qval","maaslin_N","maaslin_N.not.zero","maaslin_coef_adjusted","maaslin_stderr_adjusted","maaslin_pval_adjusted","maaslin_qval_adjusted","maaslin_qval_filt","maaslin_qval_adjusted_filt","country","country_clean","module"
"1","t111015",0.0640646659317269,0.115454602030476,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces",NA,"Actinomyces",33,83,39.8,0.0682506024096386,0.491955309385476,14,49,28.6,0.00606530612244898,0.0343674722122315,0.259059516195063,0.196463584790326,0.0697965654241461,0.251303103110501,0.860554575962616,0.706192166614822,0.562142993926867,0.95933948961412,-0.0621852962871896,-11.2,FALSE,FALSE,65,0,49,0.5,0.421052631578947,0.578947368421053,-0.0035256427419088,0.00377649275734824,0.352253443259472,"dose1_shedding1",0.773093838106641,132,47,-0.00501255817295335,0.00368786045634605,0.176528831434682,0.744244004846644,0.773093838106641,0.624993114313782,"India (unexposed)","IND (neo-)","Genus"
"2","t1260",0.13998561156013,0.249670242224647,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia",NA,"Finegoldia",63,83,75.9,0.00410481927710843,0.00901219909838282,37,49,75.5,0.0118918367346939,0.0402164862376877,1,0.959360965131053,0.936479196396382,0.996214347511352,1,0.988382431227164,0.963768412073396,0.996214347511352,0.00778701745758544,-0.400000000000006,TRUE,FALSE,26,0,49,0.5,0.421052631578947,0.578947368421053,0.00149008763011886,0.00121006540479994,0.220392254298049,"dose1_shedding1",0.773093838106641,132,100,0.00168181037328644,0.00120422336288409,0.165010730812836,0.744244004846644,0.773093838106641,0.624993114313782,"India (unexposed)","IND (neo-)","Genus"
"3","t1270",0.0377185952075097,0.0697833404055089,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Micrococcus",NA,"Micrococcus",22,83,26.5,0.000110843373493976,0.000249395389963051,11,49,22.4,0.000116326530612245,0.000315136834549368,0.680261174437312,0.603374540734856,0.63439099559057,0.633287948664882,1,0.958627877817666,0.939838511986029,0.95933948961412,5.48315711826899e-06,-4.1,TRUE,FALSE,82,0,49,0.5,0.421052631578947,0.578947368421053,-4.13237832328088e-05,0.000171014091338754,0.809440147318598,"dose1_shedding1",0.98458544120961,132,33,-4.16270431121069e-05,0.000173443772050412,0.810720989281511,0.966188728942965,0.98458544120961,0.913824840661709,"India (unexposed)","IND (neo-)","Genus"
"4","t1290",0.261798637961352,0.469145185157017,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA,"Staphylococcus",83,83,100,0.318115662650602,0.769959392100257,49,49,100,0.354251020408163,0.707473964515788,NA,NA,NA,0.503602503842475,NA,NA,NA,0.95933948961412,0.0361353577575608,0,TRUE,FALSE,2,1,49,0.5,0.421052631578947,0.578947368421053,0.00180584485634472,0.00740237500048798,0.807650414706372,"dose1_shedding1",0.98458544120961,132,132,0.00421228944918181,0.00752696438799575,0.576735576045375,0.953960624498056,0.98458544120961,0.911077451989073,"India (unexposed)","IND (neo-)","Genus"
"5","t1297617",0.0642734269053738,0.120473527973371,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinimonas",NA,"Intestinimonas",33,83,39.8,0.000724096385542169,0.00221659981104029,17,49,34.7,0.00616530612244898,0.0282177511434174,0.583387095281152,0.562455892238855,0.450180998390507,0.835234226429131,1,0.937426487064758,0.84342851221809,0.95933948961412,0.00544120973690681,-5.09999999999999,TRUE,FALSE,64,0,49,0.5,0.421052631578947,0.578947368421053,0.00135710478278189,0.000880379678202253,0.12562597818382,"dose1_shedding1",0.773093838106641,132,50,0.00142651796333575,0.000910513167969294,0.119708559667528,0.744244004846644,0.773093838106641,0.624993114313782,"India (unexposed)","IND (neo-)","Genus"
"6","t1316412",0.262200645378491,0.483026638979224,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,"Streptococcus",83,83,100,5.30345421686747,6.44878917907626,49,49,100,5.33087755102041,7.8470809498465,NA,NA,NA,0.227902751370944,NA,NA,NA,0.95933948961412,0.0274233341529388,0,TRUE,FALSE,1,1,49,0.5,0.421052631578947,0.578947368421053,-0.0121507578664985,0.023520786017894,0.606315488301168,"dose1_shedding1",0.920300294742844,132,132,-0.0126704493274358,0.0240629372777357,0.599436062601361,0.953960624498056,0.920300294742844,0.911077451989073,"India (unexposed)","IND (neo-)","Genus"
"7","t1335613",0.0729456608397858,0.135145406957843,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter",NA,"Gordonibacter",41,83,49.4,0.0165638554216867,0.0769482492840564,18,49,36.7,0.00781836734693878,0.0170367577298493,0.204821068383411,0.158932358336423,0.0547439089816792,0.283615429598328,0.860554575962616,0.706192166614822,0.562142993926867,0.95933948961412,-0.00874548807474797,-12.7,FALSE,FALSE,59,0,49,0.5,0.421052631578947,0.578947368421053,-0.00144139480892422,0.00184928873897128,0.437141921037398,"dose1_shedding1",0.844478711094974,132,59,-0.00271344960257432,0.00179779604885339,0.13374058793741,0.744244004846644,0.844478711094974,0.624993114313782,"India (unexposed)","IND (neo-)","Genus"
"8","t1351",0.242793756981184,0.43959051263139,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA,"Enterococcus",78,83,94,1.02099397590361,2.41506822821106,42,49,85.7,0.810295918367347,2.71471635035774,0.126934743502216,0.120877836619739,0.183676152900256,0.118841893510044,0.860554575962616,0.706192166614822,0.650415797583203,0.95933948961412,-0.210698057536267,-8.3,FALSE,FALSE,4,1,49,0.5,0.421052631578947,0.578947368421053,-0.0139586094925458,0.0144779874550915,0.336772607035554,"dose1_shedding1",0.773093838106641,132,120,-0.0119549080981475,0.0141966472877772,0.401343729229094,0.889927688237476,0.773093838106641,0.806387353519342,"India (unexposed)","IND (neo-)","Genus"
"9","t1358",0.129495944141018,0.262447268338637,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA,"Lactococcus",42,83,50.6,0.00827228915662651,0.0422889229377202,18,49,36.7,0.218908163265306,1.51724499845893,0.148890197945303,0.12371831612913,0.133956720401302,0.216656942580822,0.860554575962616,0.706192166614822,0.650415797583203,0.95933948961412,0.21063587410868,-13.9,TRUE,FALSE,30,0,49,0.5,0.421052631578947,0.578947368421053,0.00525130601167265,0.00532909058833952,0.326256227635815,"dose1_shedding1",0.773093838106641,132,60,0.00660405266949567,0.00512400353104773,0.199831717655477,0.744244004846644,0.773093838106641,0.624993114313782,"India (unexposed)","IND (neo-)","Genus"
"10","t1379",0.241675675429021,0.446451811900594,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Gemella",NA,"Gemella",75,83,90.4,0.0111204819277108,0.028936350499894,41,49,83.7,0.00607142857142857,0.0158124555335343,0.279119292940347,0.260192574921963,0.243905924093701,0.113058331116892,0.860554575962616,0.800592538221424,0.650415797583203,0.95933948961412,-0.00504905335628227,-6.7,FALSE,FALSE,5,1,49,0.5,0.421052631578947,0.578947368421053,-0.00194417505592394,0.00131514673875943,0.141747626759466,"dose1_shedding1",0.773093838106641,132,116,-0.00157975792009506,0.00134231999013203,0.241477095089844,0.744244004846644,0.773093838106641,0.624993114313782,"India (unexposed)","IND (neo-)","Genus"
