"","FP","TP","TN","FN","accuracy"
"B1.F1",2,2,3,3,0.5
"B1.F2",2,2,3,3,0.5
"B1.F3",2,1,3,4,0.4
"B1.F4",2,2,3,3,0.5
"B1.F5",2,3,3,2,0.6
"B1.F11",1,2,4,3,0.6
"B1.F21",2,2,3,3,0.5
"B1.F31",1,3,4,2,0.7
"B1.F41",3,3,2,2,0.5
"B1.F51",4,5,1,0,0.6
"B1.F12",3,2,2,3,0.4
"B1.F22",2,1,3,4,0.4
"B1.F32",2,3,3,2,0.6
"B1.F42",3,2,2,3,0.4
"B1.F52",2,2,3,3,0.5
"B1.F13",3,3,2,2,0.5
"B1.F23",0,1,5,4,0.6
"B1.F33",2,4,3,1,0.7
"B1.F43",2,4,3,1,0.7
"B1.F53",3,2,2,3,0.4
"B1.F14",3,3,2,2,0.5
"B1.F24",1,2,4,3,0.6
"B1.F34",0,0,5,5,0.5
"B1.F44",3,3,2,2,0.5
"B1.F54",1,2,4,3,0.6
"B1.F15",5,3,0,2,0.3
"B1.F25",3,2,2,3,0.4
"B1.F35",1,3,4,2,0.7
"B1.F45",2,2,3,3,0.5
"B1.F55",3,1,2,4,0.3
"B1.F16",4,3,1,2,0.4
"B1.F26",1,0,4,5,0.4
"B1.F36",3,3,2,2,0.5
"B1.F46",4,2,1,3,0.3
"B1.F56",3,2,2,3,0.4
"B1.F17",4,2,1,3,0.3
"B1.F27",3,2,2,3,0.4
"B1.F37",2,3,3,2,0.6
"B1.F47",4,3,1,2,0.4
"B1.F57",2,2,3,3,0.5
"B1.F18",4,3,1,2,0.4
"B1.F28",2,2,3,3,0.5
"B1.F38",5,2,0,3,0.2
"B1.F48",2,1,3,4,0.4
"B1.F58",2,3,3,2,0.6
"B1.F19",4,3,1,2,0.4
"B1.F29",2,2,3,3,0.5
"B1.F39",1,1,4,4,0.5
"B1.F49",3,3,2,2,0.5
"B1.F59",4,2,1,3,0.3
"B1.F110",4,3,1,2,0.4
"B1.F210",4,3,1,2,0.4
"B1.F310",3,3,2,2,0.5
"B1.F410",1,0,4,5,0.4
"B1.F510",2,2,3,3,0.5
"B1.F111",2,4,3,1,0.7
"B1.F211",3,2,2,3,0.4
"B1.F311",3,2,2,3,0.4
"B1.F411",3,2,2,3,0.4
"B1.F511",3,3,2,2,0.5
"B1.F112",4,0,1,5,0.1
"B1.F212",1,3,4,2,0.7
"B1.F312",3,3,2,2,0.5
"B1.F412",2,3,3,2,0.6
"B1.F512",4,4,1,1,0.5
"B1.F113",4,4,1,1,0.5
"B1.F213",4,1,1,4,0.2
"B1.F313",2,2,3,3,0.5
"B1.F413",1,1,4,4,0.5
"B1.F513",2,2,3,3,0.5
"B1.F114",3,1,2,4,0.3
"B1.F214",3,3,2,2,0.5
"B1.F314",2,2,3,3,0.5
"B1.F414",1,1,4,4,0.5
"B1.F514",3,3,2,2,0.5
"B1.F115",3,4,2,1,0.6
"B1.F215",3,1,2,4,0.3
"B1.F315",5,4,0,1,0.4
"B1.F415",3,2,2,3,0.4
"B1.F515",0,3,5,2,0.8
"B1.F116",1,2,4,3,0.6
"B1.F216",1,1,4,4,0.5
"B1.F316",3,2,2,3,0.4
"B1.F416",4,3,1,2,0.4
"B1.F516",5,2,0,3,0.2
"B1.F117",1,1,4,4,0.5
"B1.F217",5,3,0,2,0.3
"B1.F317",4,3,1,2,0.4
"B1.F417",3,2,2,3,0.4
"B1.F517",1,4,4,1,0.8
"B1.F118",1,4,4,1,0.8
"B1.F218",0,2,5,3,0.7
"B1.F318",4,3,1,2,0.4
"B1.F418",1,2,4,3,0.6
"B1.F518",2,1,3,4,0.4
"B1.F119",4,3,1,2,0.4
"B1.F219",3,1,2,4,0.3
"B1.F319",1,2,4,3,0.6
"B1.F419",4,3,1,2,0.4
"B1.F519",3,0,2,5,0.2
