"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"11","Holdemanella","week of life 1",289,6.6,0.05,81,33.3,0.098,5.07588039910576e-09,4.92360398713259e-08,0.00892824548052695,0.0301986509238589,30,"Malawi"
"12","Streptococcus","week of life 1",289,99.7,12.35,81,100,5.085,1,1,9.18366253296529e-09,1.59397788820161e-07,6,"India"
"13","Parabacteroides","week of life 1",289,12.8,0.317,81,42,1.835,3.82420337223827e-08,3.37225206461011e-07,0.00610593763259839,0.0202606486259701,18,"Malawi"
"14","Corynebacterium_1","week of life 1",289,41.9,0.009,81,75.3,0.056,8.53772825003529e-08,6.9013303354452e-07,2.52870960667061e-06,2.26346526583572e-05,5,"Malawi"
"15","Staphylococcus","week of life 1",289,99.3,10.64,81,97.5,6.541,0.209758034304889,0.245138907561135,1.02441214652408e-07,1.37097407750441e-06,7,"India"
"16","Subdoligranulum","week of life 1",289,1.7,0.027,81,17.3,0.271,9.97978112261404e-07,6.91456263495401e-06,0.560824789303236,0.679653865729825,53,"Malawi"
"17","Clostridioides","week of life 1",289,20.8,0.193,81,1.2,0.005,2.08756744359711e-06,1.3499602801928e-05,5.36188206036556e-05,0.000327979064389816,25,"India"
"18","Klebsiella","week of life 1",289,81.3,9.158,81,65.4,3.988,0.00377462729881252,0.00779018825499605,3.41696095168554e-06,3.05602951834423e-05,9,"India"
"19","Anaerococcus","week of life 1",289,6.9,0.001,81,25.9,0.006,9.94001563602148e-06,6.02613447933802e-05,0.412729337084022,0.541155675613645,21,"Malawi"
"20","Mitsuokella","week of life 1",289,1.7,0.003,81,14.8,0.07,1.42811256864001e-05,8.14864230341654e-05,0.596500263630444,0.702818739302557,40,"Malawi"
"21","Catenibacterium","week of life 1",289,3.5,0.043,81,18.5,0.168,2.01673466337297e-05,0.000102959611761673,0.425022469434295,0.554883737049556,51,"Malawi"
"22","Sphingomonas","week of life 1",289,0,0,81,8.6,0.007,1.9545418509364e-05,0.000102959611761673,0.428730277242741,0.54611936397157,43,"Malawi"
"23","Slackia","week of life 1",289,4.2,0.014,81,19.8,0.117,2.4085960463797e-05,0.000116816908249415,0.37832131627689,0.508411154735156,45,"Malawi"
"24","unassigned_Prevotellaceae","week of life 1",289,0.7,0.017,81,11.1,0.031,2.97494275449725e-05,0.000137414022469635,0.567506690516854,0.682315469586735,71,"Malawi"
"25","Faecalibacterium","week of life 1",289,2.4,0.054,81,14.8,0.127,7.83739598340911e-05,0.000330533656691602,0.520932157640004,0.643819371408573,49,"Malawi"
"26","Negativicoccus","week of life 1",289,2.4,0.001,81,14.8,0.039,7.83739598340911e-05,0.000330533656691602,0.609639296464739,0.723627258602607,35,"Malawi"
"27","Brevundimonas","week of life 1",289,0,0,81,7.4,0.001,9.48604311654471e-05,0.000368058472921935,0.37992235801938,0.507457800888137,80,"Malawi"
"28","Coriobacteriaceae_UCG-003","week of life 1",289,0,0,81,7.4,0.019,9.48604311654471e-05,0.000368058472921935,0.470368037456106,0.588682614939946,97,"Malawi"
"29","Enhydrobacter","week of life 1",289,0.7,0,81,9.9,0.004,0.000120790326328285,0.000433950431623838,0.495665768891258,0.617101951665523,50,"Malawi"
"30","unassigned_Saccharimonadales","week of life 1",289,3.8,0.001,81,17.3,0.007,0.00011826952098033,0.000433950431623838,0.558794639538505,0.677132791502539,32,"Malawi"
"31","Atopobium","week of life 1",289,0.3,0,81,8.6,0.007,0.000128472089706178,0.000445064025053544,0.508731139465219,0.629892690238055,63,"Malawi"
"32","Acinetobacter","week of life 1",289,18,0.032,81,38.3,0.132,0.000246140508142883,0.000823297561719298,0.0310992827047189,0.0804382240893287,26,"Malawi"
"33","Anaerovibrio","week of life 1",289,0,0,81,6.2,0.15,0.000455579702307738,0.00147304103746169,0.372796967218966,0.491630815458543,90,"Malawi"
"34","Peptostreptococcus","week of life 1",289,0.3,0,81,7.4,0.001,0.000546750507101943,0.00165733747465277,0.281359470498004,0.396999749675634,89,"Malawi"
"35","Solobacterium","week of life 1",289,0.3,0.001,81,7.4,0.018,0.000546750507101943,0.00165733747465277,0.392621404151778,0.511073069356485,94,"Malawi"
"36","Prevotella_2","week of life 1",289,2.4,0.105,81,12.3,0.067,0.000779649954469586,0.00229169835101666,0.580745178701224,0.696188215422942,69,"India"
"37","Dialister","week of life 1",289,8,0.036,81,22.2,0.21,0.000957863321511117,0.00265464977675938,0.378789025196908,0.505960034730311,38,"Malawi"
"38","Flavonifractor","week of life 1",289,3.8,0.046,81,14.8,0.067,0.000952910498308973,0.00265464977675938,0.552513934871662,0.668644481112514,57,"Malawi"
"39","unassigned_Lachnospiraceae","week of life 1",289,20.8,0.948,81,39.5,0.932,0.00121733270834935,0.00328003535305243,0.0806026918290748,0.168514184277278,22,"India"
"40","Ruminococcus_2","week of life 1",289,1,0.013,81,8.6,0.1,0.00130186144567936,0.0034129881143486,0.474535428902669,0.601000690390332,87,"Malawi"
"41","Salmonella","week of life 1",289,14.5,0.07,81,2.5,0,0.00159665825407749,0.00407568028014517,0.00113181982248928,0.00432416327634247,34,"India"
"42","Coprococcus_3","week of life 1",289,1.7,0.003,81,9.9,0.043,0.00191164904926574,0.00475461430201993,0.463858321372651,0.592760277328777,84,"Malawi"
"43","Aerococcus","week of life 1",289,0.3,0,81,6.2,0.001,0.00225917605801919,0.00509628087506655,0.396775891942795,0.515759462721979,78,"Malawi"
"44","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","week of life 1",289,0.3,0,81,6.2,0.009,0.00225917605801919,0.00509628087506655,0.241886815411701,0.359994806798492,79,"Malawi"
"45","Chryseobacterium","week of life 1",289,0.3,0,81,6.2,0.399,0.00225917605801919,0.00509628087506655,0.233726922017549,0.340017850692931,74,"Malawi"
"46","Pseudoglutamicibacter","week of life 1",289,0.3,0,81,6.2,0.018,0.00225917605801919,0.00509628087506655,0.216996580521998,0.316431488550169,58,"Malawi"
"47","Escherichia/Shigella","week of life 1",289,86.2,13.273,81,97.5,25.91,0.00256369071486091,0.005651772712307,0.00107944761607326,0.0059683230015276,8,"Malawi"
"48","Agathobacter","week of life 1",289,1.4,0.014,81,8.6,0.109,0.00294387837688828,0.00634569339018141,0.408881256836205,0.530470946280143,73,"Malawi"
"49","Prevotella","week of life 1",289,5.2,0.001,81,16,0.009,0.00306000566570131,0.00645262064289189,0.556536086188243,0.677982276376049,36,"Malawi"
"50","Lachnospiraceae_NK4A136_group","week of life 1",289,1,0.001,81,7.4,0.166,0.00445453395360051,0.00864179586998498,0.482867889200434,0.600529919740817,88,"Malawi"
"51","Ruminococcus_1","week of life 1",289,1,0.001,81,7.4,0.053,0.00445453395360051,0.00864179586998498,0.344032090649578,0.466246389853038,96,"Malawi"
"52","Stenotrophomonas","week of life 1",289,1,0,81,7.4,0.054,0.00445453395360051,0.00864179586998498,0.364430053229355,0.485711944593619,48,"Malawi"
"53","Clostridium_sensu_stricto_1","week of life 1",289,29.4,0.567,81,46.9,3.035,0.0048335535719098,0.00919322934265198,0.0728084488561613,0.163865535694583,14,"Malawi"
"54","Dorea","week of life 1",289,1.7,0.033,81,8.6,0.006,0.00581169067735624,0.0108410383789145,0.374722486624081,0.498534468452699,60,"India"
"55","Desulfovibrio","week of life 1",289,0.7,0.001,81,6.2,0.01,0.00654023993531232,0.0117482087726906,0.234326660869022,0.342269709597206,93,"Malawi"
"56","Kocuria","week of life 1",289,0.7,0,81,6.2,0.001,0.00654023993531232,0.0117482087726906,0.292003535993583,0.403986287340062,76,"Malawi"
"57","Enterobacter","week of life 1",289,36.3,0.286,81,24.7,0.13,0.0623592577650121,0.0840117778223079,0.00381728427892623,0.0125980085703335,24,"India"
"58","Erysipelatoclostridium","week of life 1",289,8.3,0.082,81,19.8,0.858,0.00726355663781975,0.0128102726157912,0.585487851834005,0.703063218069037,27,"Malawi"
"59","Granulicatella","week of life 1",289,8.7,0.002,81,19.8,0.005,0.00837997722803018,0.0145153176985523,0.578029108228656,0.693240609539586,28,"Malawi"
"60","Enterorhabdus","week of life 1",289,1.4,0.002,81,7.4,0.01,0.0091835427154822,0.0150983668373182,0.379447528170916,0.504168717831774,85,"Malawi"
"61","Gardnerella","week of life 1",289,1.4,0,81,7.4,0.004,0.0091835427154822,0.0150983668373182,0.389094259062297,0.507805382015517,54,"Malawi"
"62","Ruminococcaceae_UCG-002","week of life 1",289,1.4,0.006,81,7.4,0.225,0.0091835427154822,0.0150983668373182,0.33648924426548,0.45258421621395,83,"Malawi"
"63","Pseudomonas","week of life 1",289,4.8,0.004,81,13.6,0.024,0.0104475873629263,0.0168902662367309,0.550098603090377,0.670412019466509,39,"Malawi"
"64","Lachnospira","week of life 1",289,1,0.001,81,6.2,0.012,0.0144379968953508,0.022588479013694,0.241377210116025,0.35847452987768,95,"Malawi"
"65","unassigned_Muribaculaceae","week of life 1",289,1,0.002,81,6.2,0.035,0.0144379968953508,0.022588479013694,0.227697541454855,0.33058899872663,92,"Malawi"
"66","Actinomyces","week of life 1",289,13.8,0.025,81,25.9,0.017,0.0166498607901683,0.0250734273059468,0.62197070428126,0.735268112095863,33,"India"
"67","Bilophila","week of life 1",289,2.4,0.004,81,8.6,0.001,0.0170602701256957,0.0250734273059468,0.20822647751144,0.315391244008747,91,"India"
"68","Peptoniphilus","week of life 1",289,2.4,0.001,81,8.6,0.001,0.0170602701256957,0.0250734273059468,0.348720670748613,0.471262594477455,81,"India"
"69","Roseburia","week of life 1",289,1.7,0.028,81,7.4,0.074,0.0166711399217949,0.0250734273059468,0.258784523740589,0.369042216521437,66,"Malawi"
"70","Veillonella","week of life 1",289,62.6,3.354,81,76.5,8.264,0.024012745562785,0.0347647211879126,0.0265698113104547,0.0828851369530068,12,"Malawi"
"71","Bradyrhizobium","week of life 1",289,2.1,0,81,7.4,0.001,0.0275305891662336,0.0392715757224214,0.203240232838801,0.319405194558694,67,"Malawi"
