"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"39","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","week of life 10",282,0.4,0,61,8.2,0.007,0.0008007693722881,0.00209931430032286,0.527315357256407,0.648140996850532,84,"Malawi"
"40","unassigned_Weeksellaceae","week of life 10",282,0,0,61,6.6,0.008,0.000920889600300245,0.00235069187445062,0.564851618562349,0.680766948184691,96,"Malawi"
"41","Bacteroides","week of life 10",282,40.4,3.339,61,63.9,9.096,0.00101651949589978,0.00252826643851998,0.00384850611382611,0.0173225955645917,12,"Malawi"
"42","Pseudomonas","week of life 10",282,3.2,0.001,61,14.8,0.007,0.00132319482751204,0.0032087474567167,0.571807169437721,0.69638211828737,50,"Malawi"
"43","Mitsuokella","week of life 10",282,1.1,0.002,61,9.8,0.09,0.00137178625609624,0.00324544553271549,0.493454106794904,0.617212614268393,73,"Malawi"
"44","Lawsonella","week of life 10",282,5.3,0.001,61,18,0.013,0.00205988201839015,0.00475734656628202,0.390914891638006,0.518570780308657,69,"Malawi"
"45","Campylobacter","week of life 10",282,8.5,0.057,61,23,0.118,0.00271386351561181,0.00612197118638012,0.471850481436291,0.594007518674187,46,"Malawi"
"46","Stenotrophomonas","week of life 10",282,1.4,0.001,61,9.8,0.018,0.00295114870698504,0.00650594146767157,0.588316270632353,0.70682790395518,70,"Malawi"
"47","Eggerthella","week of life 10",282,24.5,0.167,61,8.2,0.003,0.00351785871647457,0.00758293989995629,0.00401801275244179,0.0155856226618223,37,"India"
"48","Shewanella","week of life 10",282,0.4,0,61,6.6,0.081,0.00398508862430814,0.00822454460761467,0.371751433909069,0.504818180377611,94,"Malawi"
"49","Succinivibrio","week of life 10",282,0.4,0,61,6.6,0.005,0.00398508862430814,0.00822454460761467,0.461002836049061,0.596587003365946,85,"Malawi"
"50","Solobacterium","week of life 10",282,1.1,0,61,8.2,0.048,0.00555835021321418,0.0112324993892036,0.513365671008342,0.635383774869882,79,"Malawi"
"51","Tyzzerella_3","week of life 10",282,14.2,0.091,61,29.5,0.201,0.00742073644289657,0.0146900292849177,0.477950263629651,0.605487647341412,14,"Malawi"
"52","Alloprevotella","week of life 10",282,0.7,0.015,61,6.6,0.131,0.0103537271283482,0.0200862306289955,0.327594202074487,0.45174003151482,82,"Malawi"
"53","Gordonibacter","week of life 10",282,8.5,0.012,61,0,0,0.0114880678557133,0.0218498545491017,0.0232117235971127,0.05745287070561,88,"India"
"54","Haemophilus","week of life 10",282,22,0.107,61,37.7,0.018,0.0137743050016261,0.0256943766376486,0.453802613846991,0.596151533986876,31,"India"
"55","Enterorhabdus","week of life 10",282,1.1,0.005,61,6.6,0.004,0.020936627906575,0.0383179793761844,0.439029737507564,0.563809954158667,91,"India"
