"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Senegalimassilia","week of life 1",81,53.1,0.189,59,3.4,0.003,5.78931429044514e-11,5.73142114754069e-09,9.41419196991563e-06,0.00022820979231783,3,"Malawi"
"2","Corynebacterium_1","week of life 1",81,75.3,0.056,59,25.4,0.007,6.57207390283787e-09,3.25317658190475e-07,2.54820981045347e-05,0.000589044701215141,2,"Malawi"
"3","Collinsella","week of life 1",81,70.4,4.604,59,23.7,0.854,6.39210963583272e-08,2.1093961798248e-06,1.02941984329649e-05,0.000294668604990504,6,"Malawi"
"4","Succinivibrio","week of life 1",81,32.1,2.645,59,0,0,9.1801258154375e-08,2.27208113932078e-06,0.065303389263208,0.156530368793665,17,"Malawi"
"5","Klebsiella","week of life 1",81,65.4,3.989,59,20.3,5.153,1.58020232635173e-07,3.12880060617643e-06,0.00253743687595802,0.0182910959749773,4,"UK"
"6","Acinetobacter","week of life 1",81,38.3,0.132,59,3.4,0.121,4.6741384587378e-07,7.71232845691737e-06,0.00204168340287163,0.0138547740983358,13,"Malawi"
"7","Holdemanella","week of life 1",81,33.3,0.098,59,1.7,0.009,8.01464809105525e-07,1.13350023002067e-05,0.0268192111614498,0.0886646711348748,22,"Malawi"
"8","Prevotella_9","week of life 1",81,45.7,5.576,59,10.2,0.2,5.49942295963197e-06,6.80553591254457e-05,0.00360649422589516,0.0205008124315724,9,"Malawi"
"9","Sutterella","week of life 1",81,46.9,1.494,59,13.6,0.261,2.63171605150812e-05,0.000289488765665893,0.00827569816676423,0.0406693719991798,18,"Malawi"
"10","Haemophilus","week of life 1",81,34.6,0.08,59,62.7,4.578,0.00115469796197022,0.00763094032780961,6.49260221272349e-05,0.00112509689252773,8,"UK"
"11","Catenibacterium","week of life 1",81,18.5,0.168,59,0,0,0.000169366672996778,0.00167673006266811,0.379632160794431,0.547418783342587,46,"Malawi"
"12","Escherichia/Shigella","week of life 1",81,97.5,25.916,59,76.3,17.743,0.000187321606607612,0.00168589445946851,0.0119097935185606,0.0667799546426665,1,"Malawi"
"13","Micrococcus","week of life 1",81,17.3,0.004,59,0,0,0.000332496602946363,0.00274309697430749,0.520769701461804,0.674931772829884,29,"Malawi"
"14","Enterococcus","week of life 1",81,32.1,0.105,59,52.5,4.208,0.0231282734561657,0.0710026924345336,0.000793923129828933,0.00746389331000824,10,"UK"
"15","Dialister","week of life 1",81,22.2,0.21,59,3.4,0,0.00131036349063397,0.00763094032780961,0.289491971382547,0.455340904465574,41,"Malawi"
"16","Faecalibacterium","week of life 1",81,14.8,0.126,59,0,0,0.0012968225389258,0.00763094032780961,0.494824525713911,0.662135342181135,32,"Malawi"
"17","Mitsuokella","week of life 1",81,14.8,0.07,59,0,0,0.0012968225389258,0.00763094032780961,0.551239435966128,0.702649368874721,52,"Malawi"
"18","Slackia","week of life 1",81,19.8,0.117,59,1.7,0,0.00108586528207485,0.00763094032780961,0.312369841186449,0.477968940476822,40,"Malawi"
"19","Pseudomonas","week of life 1",81,13.6,0.024,59,0,0,0.0025802586969024,0.0141914228329632,0.548906164160841,0.7058909583016,47,"Malawi"
"20","Rothia","week of life 1",81,79,0.142,59,54.2,0.323,0.00295559677479733,0.015400214773944,0.359303583497306,0.590053543152121,12,"UK"
"21","Anaerococcus","week of life 1",81,25.9,0.006,59,6.8,0,0.00349797118057289,0.0173149573438358,0.500239579660436,0.65193235272066,28,"Malawi"
"22","Prevotella_2","week of life 1",81,12.3,0.066,59,0,0,0.0051581866866452,0.0243171658084702,0.511812005938244,0.6742129293415,79,"Malawi"
"23","Libanicoccus","week of life 1",81,11.1,0.324,59,0,0,0.0103462161089887,0.0426781414495783,0.509768417962309,0.672360290804028,75,"Malawi"
"24","Olsenella","week of life 1",81,11.1,0.124,59,0,0,0.0103462161089887,0.0426781414495783,0.489500115061296,0.648127608055566,73,"Malawi"
"25","unassigned_Prevotellaceae","week of life 1",81,11.1,0.031,59,0,0,0.0103462161089887,0.0426781414495783,0.562778687981176,0.707527387583941,85,"Malawi"
