"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"22","Pseudoclavibacter","week of life 4",287,0,0,75,10.7,0.01,2.49356340832772e-06,1.37739693031436e-05,0.444147577389531,0.571846195353438,69,"Malawi"
"23","Sphingobium","week of life 4",287,0,0,75,10.7,0.018,2.49356340832772e-06,1.37739693031436e-05,0.520629279964426,0.65291862465622,94,"Malawi"
"24","Brachybacterium","week of life 4",287,0.7,0,75,13.3,0.004,4.03188919080956e-06,2.0334745484083e-05,0.549821736051518,0.682115845117493,60,"Malawi"
"25","Subdoligranulum","week of life 4",287,0.7,0.002,75,13.3,0.015,4.03188919080956e-06,2.0334745484083e-05,0.546372283816095,0.66597363836279,56,"Malawi"
"26","Slackia","week of life 4",287,3.1,0.003,75,20,0.049,4.37446919975383e-06,2.11432677988102e-05,0.578381828250469,0.708034093341568,66,"Malawi"
"27","Pseudomonas","week of life 4",287,4.9,0.002,75,22.7,0.033,1.11595470545644e-05,5.17802983331788e-05,0.330851368756378,0.469930493425753,28,"Malawi"
"28","Enterococcus","week of life 4",287,60.3,1.263,75,36,0.208,0.000231609331925182,0.000814141894040035,3.05124375801172e-06,5.40829172586294e-05,14,"India"
"29","Agathobacter","week of life 4",287,1,0.008,75,13.3,0.073,1.45335704695668e-05,6.48420836334518e-05,0.553673816887945,0.681776160871173,48,"Malawi"
"30","Ezakiella","week of life 4",287,3.8,0.001,75,20,0.007,1.80243153369981e-05,7.46721635389921e-05,0.438084686117187,0.577179091371599,41,"Malawi"
"31","Solobacterium","week of life 4",287,0.7,0,75,12,0.048,1.79545727043134e-05,7.46721635389921e-05,0.488399697700216,0.625672374040451,91,"Malawi"
"32","Stenotrophomonas","week of life 4",287,1.7,0,75,14.7,0.042,2.84562520756605e-05,0.000113825008302642,0.555921471962659,0.691620772502216,54,"Malawi"
"33","Prevotella","week of life 4",287,13.6,0.011,75,36,0.036,3.32943490324727e-05,0.000128738149592228,0.0113246378446109,0.0405613321786702,19,"Malawi"
"34","Holdemanella","week of life 4",287,4.9,0.027,75,21.3,0.249,3.49321345128372e-05,0.000130713793660939,0.28171524546658,0.418109555696843,35,"Malawi"
"35","Alistipes","week of life 4",287,0.7,0.013,75,10.7,0.109,7.76313124860755e-05,0.000281413507762024,0.422748216780833,0.557191074487947,79,"Malawi"
"36","Staphylococcus","week of life 4",287,97.6,1.937,75,93.3,1.518,0.079016300690969,0.105355067587959,7.49502243019488e-05,0.000826089369911473,5,"India"
"37","Gardnerella","week of life 4",287,0.7,0,75,9.3,0.002,0.000324763223111726,0.00101883609395644,0.496428486416569,0.624369459618575,73,"Malawi"
"38","Helcobacillus","week of life 4",287,0,0,75,6.7,0.006,0.000342539721243975,0.00101883609395644,0.326077194095765,0.450810062014875,95,"Malawi"
"39","Moryella","week of life 4",287,0,0,75,6.7,0.003,0.000342539721243975,0.00101883609395644,0.279669461818741,0.399768662834707,111,"Malawi"
"40","Olsenella","week of life 4",287,4.9,0.016,75,18.7,0.216,0.000303180930344734,0.00101883609395644,0.587497613120356,0.714351661738666,44,"Malawi"
"41","Sphingobacterium","week of life 4",287,0.7,0,75,9.3,0.007,0.000324763223111726,0.00101883609395644,0.525543543637339,0.652381816152754,75,"Malawi"
"42","Variovorax","week of life 4",287,0,0,75,6.7,0.005,0.000342539721243975,0.00101883609395644,0.362653412119127,0.490337345638804,104,"Malawi"
"43","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","week of life 4",287,0.3,0,75,8,0.007,0.000392045351809309,0.00105761071650883,0.408408318044615,0.544496284664561,101,"Malawi"
"44","Lelliottia","week of life 4",287,0.3,0,75,8,0.011,0.000392045351809309,0.00105761071650883,0.30746856382377,0.423064170732311,96,"Malawi"
"45","Pseudoglutamicibacter","week of life 4",287,0.3,0.002,75,8,0.024,0.000392045351809309,0.00105761071650883,0.461887075183962,0.598818510704489,85,"Malawi"
"46","Psychrobacter","week of life 4",287,0.3,0.001,75,8,0.01,0.000392045351809309,0.00105761071650883,0.404222351595889,0.539494819963436,78,"Malawi"
"47","Blautia","week of life 4",287,3.1,0.011,75,14.7,0.015,0.000523623697444359,0.00138046247508058,0.467979812250119,0.610656332260292,47,"Malawi"
"48","Enterorhabdus","week of life 4",287,1.4,0.009,75,10.7,0.123,0.000590862609222675,0.00149000136238761,0.452731102885519,0.587169976223737,89,"Malawi"
"49","Gemella","week of life 4",287,62,0.043,75,45.3,0.032,0.0120869728628185,0.0192066966039308,0.000197323373939266,0.00172858345923569,24,"India"
"50","Actinomyces","week of life 4",287,20.2,0.097,75,40,0.055,0.000762110541108784,0.00188095367592806,0.0252014128159876,0.0755231141104387,23,"India"
"51","Negativicoccus","week of life 4",287,9.8,0.036,75,25.3,0.014,0.000846815716722468,0.00204647131541263,0.427200705749537,0.573310320719235,25,"India"
"52","Bilophila","week of life 4",287,2.8,0.003,75,13.3,0.044,0.000883897452210699,0.00209249192768247,0.536359443897228,0.666802162145993,65,"Malawi"
"53","Salmonella","week of life 4",287,16.4,0.086,75,2.7,0.456,0.00100748874350944,0.0023373738849419,0.00373572842586092,0.0121037474736351,40,"Malawi"
"54","Mitsuokella","week of life 4",287,0.7,0.002,75,8,0.063,0.0013081174117687,0.00297532587774842,0.361176840245216,0.511707592375888,81,"Malawi"
"55","Campylobacter","week of life 4",287,3.8,0.159,75,14.7,0.085,0.00151990364459597,0.00326497819950245,0.589925884085731,0.718661456247957,58,"India"
"56","Kocuria","week of life 4",287,2.4,0.001,75,12,0.004,0.00148442239097267,0.00326497819950245,0.393638835832668,0.52737135831761,50,"Malawi"
"57","Lawsonella","week of life 4",287,3.8,0.001,75,14.7,0.002,0.00151990364459597,0.00326497819950245,0.544870401497144,0.682025129559927,64,"Malawi"
"58","Achromobacter","week of life 4",287,0,0,75,5.3,0.001,0.00172717211556821,0.00351494676150724,0.279668291035735,0.409645498557399,112,"Malawi"
"59","Microbacterium","week of life 4",287,0,0,75,5.3,0,0.00172717211556821,0.00351494676150724,0.270653587596482,0.394810087233181,109,"India"
"60","unassigned_Weeksellaceae","week of life 4",287,0,0,75,5.3,0.001,0.00172717211556821,0.00351494676150724,0.221535840430184,0.334036385652264,90,"Malawi"
"61","Catenibacterium","week of life 4",287,4.9,0.04,75,16,0.103,0.00220284150386698,0.00433101041438254,0.515027996030771,0.647033267309926,61,"Malawi"
"62","Peptostreptococcus","week of life 4",287,4.9,0.004,75,16,0.003,0.00220284150386698,0.00433101041438254,0.576211945683812,0.709725122251439,63,"India"
"63","Paracoccus","week of life 4",287,1,0.001,75,8,0.003,0.00327482578908265,0.00633132985889312,0.373098491751585,0.502655526616884,106,"Malawi"
"64","Libanicoccus","week of life 4",287,6.3,0.123,75,17.3,1.06,0.00463636295885364,0.00881669021683642,0.493823618231806,0.627803973355942,57,"Malawi"
"65","Atopobium","week of life 4",287,16.4,0.024,75,32,0.033,0.00497002851937952,0.00913108385844184,0.442933726406391,0.589089052387547,31,"Malawi"
"66","Coprococcus_3","week of life 4",287,0.7,0.001,75,6.7,0.01,0.00503783937017481,0.00913108385844184,0.29149569614294,0.419799210367416,113,"Malawi"
"67","Ruminococcaceae_UCG-002","week of life 4",287,0.7,0.008,75,6.7,0,0.00503783937017481,0.00913108385844184,0.259936487812422,0.385743095657526,77,"India"
"68","Bradyrhizobium","week of life 4",287,1.4,0,75,8,0.001,0.00683495795084927,0.0118336585417689,0.322868241353474,0.445006449758642,97,"Malawi"
"69","Prevotella_2","week of life 4",287,1.4,0.015,75,8,0.15,0.00683495795084927,0.0118336585417689,0.542865245230668,0.671108194850474,99,"Malawi"
"70","unassigned_Prevotellaceae","week of life 4",287,1.4,0.02,75,8,0.141,0.00683495795084927,0.0118336585417689,0.366750635286395,0.49238308099392,108,"Malawi"
"71","Brucella","week of life 4",287,0.3,0,75,5.3,0.001,0.00726570169286516,0.0120403056624623,0.254442906558107,0.373690729422491,116,"Malawi"
"72","Coriobacteriaceae_UCG-003","week of life 4",287,0.3,0,75,5.3,0.061,0.00726570169286516,0.0120403056624623,0.299418201060991,0.417430422161974,114,"Malawi"
"73","Methylobacterium","week of life 4",287,0.3,0,75,5.3,0.004,0.00726570169286516,0.0120403056624623,0.300960183349284,0.425459784927879,105,"Malawi"
"74","Rothia","week of life 4",287,80.8,0.282,75,70.7,0.277,0.0590825719056591,0.0835802236714202,0.00221475693647897,0.0132143767694929,13,"India"
"75","Clostridioides","week of life 4",287,15,0.158,75,4,0.019,0.0103333759419087,0.0168826987219917,0.00360118883026188,0.0146562040584764,46,"India"
"76","Ruminococcus_2","week of life 4",287,1,0.009,75,6.7,0,0.011254042634185,0.0181315131328536,0.429445741399563,0.565364661910609,88,"India"
"77","Dolosigranulum","week of life 4",287,42.5,0.02,75,30.7,0.025,0.065326844850841,0.0891519294435006,0.00444075490207427,0.0205701404563326,27,"Malawi"
"78","Lachnoanaerobaculum","week of life 4",287,0.7,0,75,5.3,0.001,0.0183582749359109,0.0280205249021798,0.254535341743458,0.369983104633464,98,"Malawi"
"79","Roseburia","week of life 4",287,0.7,0.001,75,5.3,0.045,0.0183582749359109,0.0280205249021798,0.178483505101525,0.290004296137068,102,"Malawi"
"80","unassigned_Saccharimonadaceae","week of life 4",287,0.7,0,75,5.3,0.002,0.0183582749359109,0.0280205249021798,0.206986268515215,0.324143843978354,100,"Malawi"
"81","Lactococcus","week of life 4",287,5.6,0.009,75,1.3,0,0.215220532583506,0.257377131749347,0.0158907818291128,0.0420059672742641,83,"India"
"82","Klebsiella","week of life 4",287,84.7,2.954,75,74.7,3.654,0.058531230737442,0.0835802236714202,0.0107404291543023,0.0449370368286298,12,"Malawi"
