"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Bifidobacterium","week of life 4",287,98.6,46.703,75,89.3,20.971,0.000590862609222673,0.00149000136238761,4.53654961748853e-15,5.2623975562867e-13,1,"India"
"2","Micrococcus","week of life 4",287,0,0,75,25.3,0.008,1.36778266897529e-14,1.58662789601134e-12,0.0252758132216284,0.0676867576410053,16,"Malawi"
"3","Enhydrobacter","week of life 4",287,1,0,75,29.3,0.043,8.04781214096775e-14,3.51410175950238e-12,0.013531815307187,0.0400726103564287,10,"Malawi"
"4","Prevotella_9","week of life 4",287,7.7,0.742,75,46.7,5.014,9.08819420560961e-14,3.51410175950238e-12,0.000538372140366662,0.00293199529025339,4,"Malawi"
"5","Acinetobacter","week of life 4",287,21.6,0.02,75,66.7,2.446,4.82751961191526e-13,1.39998068745543e-11,8.00113565287211e-10,3.06155335142033e-08,2,"Malawi"
"6","Dialister","week of life 4",287,7.3,0.046,75,44,0.24,8.60944986010322e-13,1.99739236754395e-11,0.000145886281011045,0.000999904758284629,8,"Malawi"
"7","Faecalibacterium","week of life 4",287,1,0.052,75,25.3,0.25,1.26882247731815e-11,2.10262010527008e-10,0.101951236216234,0.201311068718448,17,"Malawi"
"8","Phascolarctobacterium","week of life 4",287,1.4,0.001,75,26.7,0.106,1.21722307771396e-11,2.10262010527008e-10,0.0888679172843359,0.175638706556742,21,"Malawi"
"9","Streptococcus","week of life 4",287,100,10.608,75,100,4.49,1,1,6.15572285338206e-12,3.34323092066231e-10,3,"India"
"10","Chryseobacterium","week of life 4",287,0,0,75,18.7,0.177,9.50043531692627e-11,1.37756312095431e-09,0.429226813475078,0.564000406058547,36,"Malawi"
"11","Succinivibrio","week of life 4",287,1,0.005,75,22.7,0.108,3.32817092769776e-10,4.28964252903267e-09,0.298150490155371,0.425336074850721,29,"Malawi"
"12","Collinsella","week of life 4",287,29.3,1.774,75,66.7,2.135,6.53893575897844e-09,7.58516548041499e-08,5.45371126965171e-05,0.000580661893411468,9,"Malawi"
"13","Brevundimonas","week of life 4",287,0,0,75,14.7,0.003,1.62941563884429e-08,1.71829285550852e-07,0.348568956017724,0.481306633196372,52,"Malawi"
"14","Senegalimassilia","week of life 4",287,16.4,0.147,75,49.3,0.251,1.88985632345402e-08,1.82686111267222e-07,0.00186812842380464,0.00982044108986958,18,"Malawi"
"15","Sutterella","week of life 4",287,13.6,0.106,75,44,1.563,4.82617552569768e-08,4.30643354600716e-07,0.00280656292332606,0.0121115906775314,6,"Malawi"
"16","Parabacteroides","week of life 4",287,12.5,0.669,75,42.7,2.452,5.36731808542462e-08,4.44720641363754e-07,0.00722927766047496,0.0273736054503814,20,"Malawi"
"17","Sphingomonas","week of life 4",287,0,0,75,13.3,0.01,8.82391238266447e-08,6.82382557592719e-07,0.612322489430522,0.734514416766496,74,"Malawi"
"18","Aerococcus","week of life 4",287,0.3,0,75,13.3,0.002,8.07688798208665e-07,5.57588001645759e-06,0.549412860089564,0.677404065556199,45,"Malawi"
"19","Porphyromonas","week of life 4",287,2.4,0.001,75,20,0.011,8.17154829998095e-07,5.57588001645759e-06,0.572005508539863,0.694778540635509,38,"Malawi"
"20","Brevibacterium","week of life 4",287,0.7,0.001,75,14.7,0.018,8.81384807182398e-07,5.68003542406434e-06,0.564912909740136,0.694673700105731,34,"Malawi"
"21","Bacteroides","week of life 4",287,30.3,2.383,75,61.3,9.46,1.62026758434047e-06,9.89215998860497e-06,3.50105822782923e-06,5.92843578940052e-05,7,"Malawi"
