"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"29","Eisenbergiella","mother",83,1.2,0.001,57,43.9,0.055,6.37305863220053e-11,6.28615328721598e-10,1.38184560925972e-08,7.21738344930067e-08,71,"UK"
"30","Ruminococcaceae_UCG-004","mother",83,4.8,0.001,57,52.6,0.037,6.77282361155976e-11,6.39001184221073e-10,2.00650015545161e-08,9.67096918965263e-08,42,"UK"
"31","Oscillibacter","mother",83,85.5,0.099,57,93,0.36,0.279176499228933,0.340344383891452,9.47043669943291e-11,7.9694837385262e-10,54,"UK"
"32","Rikenellaceae_RC9_gut_group","mother",83,59,0.613,57,7,0.128,1.14563852349958e-10,1.03584816499754e-09,6.35432001776365e-06,2.35206437615504e-05,39,"Malawi"
"33","Anaeroplasma","mother",83,55.4,0.037,57,5.3,0.002,1.64947086330883e-10,1.43174070935207e-09,1.17933339985042e-05,3.82548367455648e-05,44,"Malawi"
"34","Catenibacterium","mother",83,72.3,0.107,57,17.5,0.018,1.83016569933916e-10,1.50373279939817e-09,7.57267235671585e-06,2.8326665034597e-05,48,"Malawi"
"35","Enterorhabdus","mother",83,69.9,0.058,57,15.8,0.055,1.87100394395164e-10,1.50373279939817e-09,3.40300526810904e-05,0.000112039604384269,58,"Malawi"
"36","Adlercreutzia","mother",83,13.3,0.002,57,63.2,0.038,1.33147840798033e-09,8.75547922823429e-09,2.28811535680384e-10,1.60572737113773e-09,45,"UK"
"37","Defluviitaleaceae_UCG-011","mother",83,54.2,0.01,57,5.3,0.004,2.40461622718236e-10,1.86357757606633e-09,2.06432588316316e-05,6.94624993980631e-05,40,"Malawi"
"38","unassigned_Clostridiales_vadinBB60_group","mother",83,85.5,0.232,57,33.3,0.054,2.67067986664337e-10,1.9984052795228e-09,8.48321474140064e-08,4.39248606922454e-07,32,"Malawi"
"39","Holdemanella","mother",83,84.3,0.212,57,31.6,0.144,3.40994350444958e-10,2.46652580155186e-09,3.74996471226981e-05,0.000130325278876035,33,"Malawi"
"40","Lachnospiraceae_UCG-003","mother",83,56.6,0.07,57,7,0.001,3.87672461451759e-10,2.71370723016231e-09,1.44727356948937e-05,4.90710045941483e-05,46,"Malawi"
"41","Odoribacter","mother",83,71.1,0.075,57,82.5,0.284,0.160660003954529,0.208761801545706,1.20804203919122e-09,8.46045544418921e-09,37,"UK"
"42","Candidatus_Soleaferrea","mother",83,44.6,0.05,57,1.8,0.01,1.28128509399201e-09,8.68871454363331e-09,0.00205668705805478,0.00447835617211235,110,"Malawi"
"43","Hydrogenoanaerobacterium","mother",83,0,0,57,35.1,0.013,1.4631558199943e-09,9.33837685114011e-09,6.25153958146373e-06,2.02770568023822e-05,83,"UK"
"44","Anaerosporobacter","mother",83,54.2,0.023,57,7,0.004,2.40280429805074e-09,1.48973866479146e-08,0.000933821471190221,0.00228599980100452,43,"Malawi"
"45","UC5-1-2E3","mother",83,0,0,57,33.3,0.012,4.65899616366611e-09,2.80833935420985e-08,6.25944899174481e-06,1.96927305533302e-05,132,"UK"
"46","Barnesiella","mother",83,45.8,0.093,57,71.9,1.745,0.0030557492680145,0.00619717374915091,5.18914011472228e-09,3.1385731391135e-08,28,"UK"
"47","unassigned_Peptococcaceae","mother",83,68.7,0.013,57,19.3,0.016,7.22217932459544e-09,4.23571057685732e-08,5.6699936485323e-05,0.000173714197489596,70,"UK"
"48","Oscillospira","mother",83,6,0.016,57,47.4,0.039,1.38033279578847e-08,7.88242675489732e-08,1.40826695620201e-07,6.20348443550859e-07,49,"UK"
"49","unassigned_Barnesiellaceae","mother",83,0,0,57,31.6,0.055,1.45742956914683e-08,8.10928760268877e-08,6.24500783910334e-05,0.000172432971685813,103,"UK"
"50","GCA-900066575","mother",83,85.5,0.041,57,38.6,0.049,1.5868023121436e-08,8.60840254337903e-08,0.00119457147225808,0.00305837484508405,50,"UK"
"51","Parasutterella","mother",83,33.7,0.044,57,71.9,2.083,1.3442243277361e-05,4.41964665331416e-05,1.53122681276987e-08,8.73800668722794e-08,30,"UK"
"52","Akkermansia","mother",83,30.1,0.167,57,68.4,2.198,1.24103228286388e-05,4.20787508408535e-05,1.87282518863374e-08,1.02301943132529e-07,62,"UK"
"53","Terrisporobacter","mother",83,75.9,0.048,57,28.1,0.007,2.02151261130085e-08,1.0699225284202e-07,9.96209312510594e-05,0.000308706868389693,47,"Malawi"
"54","Klebsiella","mother",83,53,0.891,57,8.8,0.143,2.79059538947921e-08,1.44180761789759e-07,0.00245133934690944,0.00549480682776583,57,"Malawi"
"55","Hungatella","mother",83,6,0.002,57,45.6,0.063,3.89403412296699e-08,1.96512884810194e-07,4.22237938080012e-06,1.38084087659975e-05,81,"UK"
"56","Oribacterium","mother",83,33.7,0.071,57,0,0,4.98508962389851e-08,2.40392099641328e-07,0.0709615927696115,0.101187245893028,121,"Malawi"
"57","Prevotellaceae_NK3B31_group","mother",83,33.7,0.12,57,0,0,4.98508962389851e-08,2.40392099641328e-07,0.0742983386753109,0.109221307665898,125,"Malawi"
"58","Bilophila","mother",83,84.3,0.065,57,78.9,0.676,0.501687848022137,0.567011786566685,5.30747552554332e-08,2.89059746477676e-07,21,"UK"
"59","Prevotella_7","mother",83,56.6,1.055,57,12.3,0.046,6.55085609814128e-08,3.09029515934056e-07,0.000242473243172749,0.000676528961383286,67,"Malawi"
"60","unassigned_Atopobiaceae","mother",83,32.5,0.015,57,0,0,1.05075430976878e-07,4.85135500467715e-07,0.0981895388201949,0.135996909700294,93,"Malawi"
"61","Eggerthella","mother",83,6,0,57,43.9,0.01,1.08557576326126e-07,4.90770709641028e-07,2.11076020699914e-06,7.2672461568144e-06,108,"UK"
"62","Ruminiclostridium_9","mother",83,92.8,0.056,57,86,0.188,0.252474165584203,0.314747200988845,1.12537443670662e-07,5.78499704986496e-07,97,"UK"
"63","unassigned_Bacteroidales","mother",83,36.1,0.101,57,1.8,0.001,2.13857310901169e-07,9.28140729311074e-07,0.0501207670402267,0.0772151894061988,95,"Malawi"
"64","unassigned_Mollicutes_RF39","mother",83,86.7,0.37,57,45.6,0.804,2.42753419710397e-07,1.03289200151287e-06,0.01688473733785,0.0332142927947026,65,"UK"
"65","Elusimicrobium","mother",83,30.1,0.128,57,0,0,4.79081789948712e-07,1.99924516190135e-06,0.160215858327798,0.202040067823802,149,"Malawi"
"66","Intestinimonas","mother",83,94,0.063,57,87.7,0.141,0.227787165557547,0.292484111988093,4.39507807440887e-07,2.06986228093396e-06,98,"UK"
"67","unassigned_Clostridiales","mother",83,50.6,0.049,57,10.5,0.008,5.7622330414766e-07,2.35925390566118e-06,0.0051663907264,0.0104132652920291,88,"Malawi"
"68","Ruminococcaceae_UCG-003","mother",83,95.2,0.407,57,61.4,0.192,7.11734614419683e-07,2.86011872831613e-06,0.00174989846599744,0.00434913924810382,31,"Malawi"
"69","Clostridium_sensu_stricto_1","mother",83,95.2,0.363,57,66.7,0.068,1.12274963207886e-05,3.86724873271609e-05,7.21208394574702e-07,3.30062554096965e-06,27,"Malawi"
"70","Desulfovibrio","mother",83,72.3,0.148,57,29.8,0.315,9.17268825732532e-07,3.61904245789017e-06,0.0101082201055329,0.0203367099644539,76,"UK"
"71","Sarcina","mother",83,28.9,0.047,57,0,0,1.04274896922884e-06,4.04065225576176e-06,0.265602341335257,0.328258381955228,99,"Malawi"
"72","Family_XIII_UCG-001","mother",83,88,0.037,57,50.9,0.033,1.93497455683007e-06,7.36648208477413e-06,0.0494810365453337,0.0834195775420384,77,"Malawi"
"73","Olsenella","mother",83,49.4,0.026,57,12.3,0.021,4.17157348256397e-06,1.5607438719248e-05,0.0112677955368973,0.0213990172161728,116,"Malawi"
"74","unassigned_Coriobacteriales_Incertae_Sedis","mother",83,12,0.002,57,47.4,0.028,4.72526624239294e-06,1.73793690610046e-05,4.41151923493019e-05,0.000123422160335473,84,"UK"
"75","Anaerovibrio","mother",83,25.3,0.117,57,0,0,5.67202253478517e-06,2.01775227876784e-05,0.369988495541691,0.431115558935517,177,"Malawi"
"76","Lachnospiraceae_NK3A20_group","mother",83,25.3,0.121,57,0,0,5.67202253478517e-06,2.01775227876784e-05,0.341367080773108,0.403188770089402,194,"Malawi"
"77","Coprococcus_2","mother",83,92.8,0.39,57,61.4,0.203,7.98977275010649e-06,2.79642046253727e-05,0.0397863658241694,0.06983037437493,52,"Malawi"
"78","Holdemania","mother",83,14.5,0.002,57,47.4,0.016,3.8528325116961e-05,0.000112981710140278,1.14623664208843e-05,3.8097992572915e-05,142,"UK"
"79","Ruminococcaceae_UCG-008","mother",83,32.5,0.019,57,3.5,0.002,1.27090521836426e-05,4.24286819053915e-05,0.0962563131053737,0.135866115869332,147,"Malawi"
"80","Haemophilus","mother",83,85.5,0.17,57,50.9,0.023,1.81198803282476e-05,5.86867765855184e-05,9.04261814570068e-05,0.000290155100371538,51,"Malawi"
"81","Lachnospiraceae_NC2004_group","mother",83,22.9,0.009,57,0,0,2.23652160338081e-05,6.96011198821109e-05,0.426037713021365,0.486862990726372,183,"Malawi"
"82","Ruminococcaceae_UCG-010","mother",83,94,0.635,57,64.9,0.406,2.24519741555196e-05,6.96011198821109e-05,0.0666756923489248,0.108512505670274,78,"Malawi"
"83","CAG-56","mother",83,69.9,0.048,57,33.3,0.015,2.79812206485789e-05,8.47297416424478e-05,0.00655971888687152,0.013920703543227,85,"Malawi"
"84","Turicibacter","mother",83,68.7,0.066,57,31.6,0.01,2.81130940011809e-05,8.47297416424478e-05,0.0121979577450935,0.0238620990334407,105,"Malawi"
"85","Oxalobacter","mother",83,50.6,0.013,57,15.8,0.02,3.044270151353e-05,9.0494057923781e-05,0.0591761822184859,0.0936554260348093,80,"UK"
"86","Libanicoccus","mother",83,26.5,0.022,57,1.8,0.001,4.12797009403609e-05,0.000119435934720777,0.294536660255868,0.354303590302771,178,"Malawi"
"87","Coprococcus_1","mother",83,94,0.045,57,66.7,0.021,4.97926620400289e-05,0.000142171153456398,0.0330401669961556,0.058625545254946,55,"Malawi"
"88","unassigned_vadinBE97","mother",83,42.2,0.036,57,10.5,0.001,5.28114953094146e-05,0.000148832395871987,0.0361562590805189,0.0589888479107298,148,"Malawi"
"89","Phascolarctobacterium","mother",83,90.4,2.195,57,61.4,2.492,5.64028827583572e-05,0.000156915712289276,0.590257993741493,0.664726724670798,114,"UK"
"90","Lachnospiraceae_UCG-001","mother",83,84.3,0.111,57,52.6,0.033,6.0101461941329e-05,0.00016508882583884,0.00198583209593088,0.00485632632321461,59,"Malawi"
"91","unassigned_Coriobacteriales","mother",83,8.4,0.001,57,36.8,0.009,6.48105269298708e-05,0.000175798554297274,0.000146759901061109,0.000387064732997353,137,"UK"
"92","Collinsella","mother",83,97.6,0.893,57,75.4,0.681,6.57163466156037e-05,0.000176054903896123,0.310644886561051,0.401476003024218,53,"Malawi"
"93","Lachnoclostridium_12","mother",83,20.5,0.017,57,0,0,9.10748161561376e-05,0.000238111266335926,0.586973075503514,0.645978989445152,152,"Malawi"
"94","Treponema_2","mother",83,20.5,1.217,57,0,0,9.10748161561376e-05,0.000238111266335926,0.559497345694456,0.618472101915857,167,"Malawi"
"95","Fusicatenibacter","mother",83,84.3,0.041,57,77.2,0.081,0.376579442537489,0.441717508273703,7.71453907467224e-05,0.000250559230900448,109,"UK"
"96","Ruminococcaceae_UCG-013","mother",83,90.4,0.212,57,89.5,0.303,1,1,8.5187968210319e-05,0.000277747868268799,120,"UK"
"97","unassigned_Christensenellaceae","mother",83,37.3,0.008,57,50.9,0.019,0.121410595058544,0.162362668741739,0.000115133886925813,0.000334093886526955,126,"UK"
"98","Lachnospiraceae_UCG-004","mother",83,95.2,0.121,57,71.9,0.096,0.000155377963700943,0.000401393072894102,0.531634446210009,0.613507737247553,68,"Malawi"
"99","Coriobacteriaceae_UCG-003","mother",83,24.1,0.031,57,1.8,0,0.000164638570742278,0.000420312586483228,0.494265517889906,0.557298172846375,133,"Malawi"
"100","Ruminobacter","mother",83,19.3,0.565,57,0,0,0.000186751507006356,0.000471221825818364,0.576721348588215,0.637722321908419,207,"Malawi"
"101","Sellimonas","mother",83,0,0,57,15.8,0.006,0.000205442016314524,0.000512424339543122,0.010531682584758,0.0179634441759889,179,"UK"
"102","unassigned_Saccharimonadaceae","mother",83,10.8,0.001,57,31.6,0.004,0.00398492669348227,0.00779035218455542,0.000220207993154843,0.000558198249109029,134,"UK"
"103","Lachnoclostridium","mother",83,96.4,0.382,57,96.5,0.875,1,1,0.000211561155817759,0.000636099581710913,101,"UK"
"104","Ruminiclostridium_6","mother",83,91.6,0.24,57,66.7,0.258,0.00030222779749539,0.000736892495016849,0.48675844861111,0.574316203737216,86,"UK"
"105","Ruminococcaceae_UCG-009","mother",83,81.9,0.061,57,52.6,0.039,0.000313516788469446,0.000755923812198554,0.0546469926235769,0.0909595272690716,119,"Malawi"
"106","unassigned_Izimaplasmatales","mother",83,51.8,0.017,57,21.1,0.01,0.00037691385590027,0.00089879457945449,0.109466855007189,0.159412969169786,159,"Malawi"
"107","Sutterella","mother",83,90.4,0.331,57,64.9,0.519,0.000419880129508443,0.000990369435905785,0.722989633746847,0.775002793190301,107,"UK"
"108","Erysipelotrichaceae_UCG-003","mother",83,74.7,0.037,57,75.4,0.041,1,1,0.000418012293350433,0.0011772455007849,129,"UK"
"109","Ruminiclostridium_1","mother",83,0,0,57,14,0.009,0.000553435635786066,0.00129134981683415,0.00545343166671064,0.00973703711761744,180,"UK"
"110","unassigned_Lachnospiraceae","mother",83,97.6,1.18,57,98.2,1.517,1,1,0.00047611688290153,0.00133393066949171,66,"UK"
"111","Weissella","mother",83,21.7,0.006,57,1.8,0,0.000669260524558703,0.00154499504073658,0.463899501500999,0.526869235501244,102,"Malawi"
"112","Shuttleworthia","mother",83,27.7,0.007,57,5.3,0.002,0.000711168848993208,0.00162445937085817,0.481014339723907,0.542768025263474,128,"Malawi"
"113","FD2005","mother",83,16.9,0.004,57,0,0,0.000808431127918235,0.00182739119539851,0.604450582740418,0.666553130644287,193,"Malawi"
"114","Prevotellaceae_UCG-003","mother",83,15.7,0.071,57,0,0,0.000822342042447882,0.00183967240423908,0.56038000691175,0.621230815945487,188,"Malawi"
"115","Intestinibacter","mother",83,86.7,0.085,57,61.4,0.033,0.000977782680244872,0.00216509022054222,0.273568954704893,0.36098531410516,87,"Malawi"
"116","Veillonella","mother",83,94,0.429,57,73.7,0.14,0.00110578585385823,0.00242379323522461,0.676139752028891,0.737010994318325,104,"Malawi"
"117","unassigned_Eggerthellaceae","mother",83,47,0.032,57,19.3,0.031,0.00111872487347299,0.00242763297543638,0.18853048462438,0.253765076097966,161,"Malawi"
"118","Ruminococcus_2","mother",83,95.2,2.574,57,75.4,1.007,0.00134967401392859,0.00287136530414219,0.0642637505044307,0.105335700267259,74,"Malawi"
"119","Tyzzerella_4","mother",83,4.8,0.008,57,24.6,0.045,0.00134967401392859,0.00287136530414219,0.00211387050076707,0.00424781875198741,184,"UK"
"120","Agathobacter","mother",83,95.2,2.622,57,86,0.661,0.0691954544001666,0.101455497329974,0.00122844639120403,0.00319451055457145,20,"Malawi"
"121","Mogibacterium","mother",83,14.5,0.002,57,0,0,0.00154872967378395,0.00326285766224385,0.540525963700136,0.602826942686524,205,"Malawi"
"122","Gordonibacter","mother",83,4.8,0.001,57,22.8,0.003,0.00270764769719194,0.00559580524086334,0.00195790562120085,0.00407039796149731,170,"UK"
"123","GCA-900066225","mother",83,75.9,0.036,57,49.1,0.032,0.00199813270337466,0.00416918073684905,0.356375168882403,0.443288152681844,156,"Malawi"
"124","unassigned_Ruminococcaceae","mother",83,95.2,2.011,57,91.2,2.707,0.48589658636377,0.552039577177687,0.00192557034207284,0.0047423165907894,106,"UK"
"125","unassigned_DTU014","mother",83,2.4,0,57,15.8,0.008,0.00745257205371497,0.0140626794404883,0.00237507416204975,0.00480054773467683,185,"UK"
"126","unassigned_Desulfovibrionaceae","mother",83,26.5,0.007,57,38.6,0.019,0.142205712404157,0.187022058131528,0.0022978476195891,0.00496181786240438,139,"UK"
"127","Erysipelotrichaceae_UCG-004","mother",83,13.3,0.008,57,0,0,0.00293682866164123,0.00601218697713346,0.547966536170444,0.606741078603594,208,"Malawi"
"128","Ruminococcaceae_NK4A214_group","mother",83,92.8,0.621,57,73.7,0.532,0.0031448795881573,0.00631887843176051,0.85869847983145,0.886124497023646,111,"Malawi"
"129","Lachnospiraceae_FCS020_group","mother",83,67.5,0.013,57,42.1,0.007,0.00333425256192536,0.00663791565080553,0.435558088296751,0.516441793114675,123,"Malawi"
"130","Coprobacillus","mother",83,4.8,0.005,57,12.3,0.002,0.121959055322136,0.162362668741739,0.00404175803247753,0.00748103224474541,202,"Malawi"
"131","unassigned_Flavobacteriales","mother",83,0,0,57,10.5,0.02,0.00386797251018794,0.00763045486100712,0.010920064065414,0.0184111921213195,190,"UK"
"132","Tyzzerella_3","mother",83,6,0.025,57,22.8,0.012,0.00468813884642791,0.00908326901495407,0.0120646168266485,0.019451513352733,131,"Malawi"
"133","Sneathia","mother",83,12,0.01,57,0,0,0.00561696377597407,0.0106919398191787,0.448693939949669,0.506763884402537,141,"Malawi"
"134","unassigned_WCHB1-41","mother",83,12,0.073,57,0,0,0.00561696377597407,0.0106919398191787,0.505389624659156,0.566334504786184,210,"Malawi"
"135","Romboutsia","mother",83,90.4,0.23,57,75.4,0.046,0.0315288101886361,0.0522271130605652,0.00563207020844135,0.01250002446221,61,"Malawi"
"136","Enorma","mother",83,0,0,57,8.8,0.002,0.0100418517091418,0.0186246309477245,0.0087108464418212,0.0149983882238611,211,"UK"
"137","Ruminococcaceae_UCG-002","mother",83,95.2,3.333,57,80.7,4.49,0.0105330409146539,0.0192073099031924,0.00715696336493196,0.0155833272887841,91,"UK"
"138","Megasphaera","mother",83,18.1,0.173,57,3.5,0.667,0.00893900627730941,0.016722106570484,0.591377080078189,0.651600008026243,192,"UK"
"139","Ruminococcus_1","mother",83,95.2,0.929,57,80.7,0.663,0.0105330409146539,0.0192073099031924,0.573635736219237,0.650504754361275,64,"Malawi"
"140","Asteroleplasma","mother",83,10.8,0.327,57,0,0,0.0108433868122131,0.0194464044483492,0.430926384390545,0.494672454770644,124,"Malawi"
"141","Sphingobium","mother",83,10.8,0.002,57,0,0,0.0108433868122131,0.0194464044483492,0.419134997091413,0.4813360180221,187,"Malawi"
"142","Atopobium","mother",83,6,0.002,57,14,0.001,0.140716416906006,0.186191844320752,0.0118340419717992,0.0215750056624133,151,"Malawi"
"143","Christensenellaceae_R-7_group","mother",83,94,0.848,57,84.2,1.921,0.0841065329265955,0.116249156974976,0.0116400679941649,0.0240406833569502,90,"UK"
"144","Coprococcus_3","mother",83,96.4,0.127,57,84.2,0.179,0.0149069287312672,0.0265147830711884,0.116948226080595,0.175818516675266,89,"UK"
"145","Acidaminococcus","mother",83,2.4,0.014,57,12.3,0.921,0.0313889301058129,0.0522271130605652,0.0161315694458031,0.0280476179023598,197,"UK"
"146","Paraprevotella","mother",83,8.4,0.004,57,19.3,0.335,0.073797815694375,0.106848939888283,0.0164268225792893,0.0282666962331961,115,"UK"
"147","Ruminococcaceae_UCG-014","mother",83,86.7,1.138,57,70.2,4.107,0.0190561656046804,0.0336194141155743,0.241724848514165,0.327260342431794,79,"UK"
"148","Howardella","mother",83,33.7,0.005,57,15.8,0.007,0.0199602172475277,0.0349303801831735,0.633379940428613,0.687544007470053,153,"UK"
"149","Ruminococcaceae_UCG-011","mother",83,0,0,57,5.3,0.004,0.0653737879261808,0.096504163129124,0.0215337665041206,0.0350585718904966,213,"UK"
"150","Peptococcus","mother",83,15.7,0.003,57,3.5,0.002,0.025971988803372,0.0447295362724741,0.556841468097682,0.616601619558784,191,"Malawi"
"151","Tyzzerella","mother",83,0,0,57,7,0.042,0.0257677704234581,0.0447295362724741,0.0729317465480994,0.0979249460755072,209,"UK"
"152","Acinetobacter","mother",83,13.3,0.233,57,1.8,0.008,0.0275314527191446,0.0470419310240502,0.317106892234105,0.376150625639573,75,"Malawi"
"153","Comamonas","mother",83,12,0.079,57,1.8,0,0.0279025715272287,0.0473035782922549,0.453658993592881,0.51424691303247,201,"Malawi"
"154","Succiniclasticum","mother",83,1.2,0.001,57,7,0.518,0.158304050496951,0.206939632276135,0.0321294685447216,0.0485408081669919,206,"UK"
"155","Lachnospiraceae_UCG-010","mother",83,89.2,0.11,57,82.5,0.195,0.31717821055608,0.376107495577428,0.0265289703644279,0.0492835572383978,113,"UK"
