"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"21","Lawsonella","week of life 6",289,3.5,0,68,20.6,0.012,1.0042571654649e-05,5.12699710789976e-05,0.0165373121125054,0.0560351900517375,33,"Malawi"
"22","Prevotella","week of life 6",289,17,0.005,68,42.6,0.068,1.43961385381847e-05,6.98212719101958e-05,0.0211700396961385,0.0735664709158386,20,"Malawi"
"23","Campylobacter","week of life 6",289,3.8,0.02,68,20.6,0.15,1.94076266188425e-05,8.96447515251296e-05,0.442231983327781,0.585369348551754,38,"Malawi"
"24","Bilophila","week of life 6",289,2.1,0.002,68,16.2,0.147,2.75027187708411e-05,0.000118617561893214,0.549173700909453,0.68210823706285,42,"Malawi"
"25","Paracoccus","week of life 6",289,1,0,68,13.2,0.003,2.81258136447827e-05,0.000118617561893214,0.581112960749859,0.706401186246829,58,"Malawi"
"26","Streptococcus","week of life 6",289,100,9.947,68,100,6.425,1,1,7.28985299199807e-06,0.000148538625866657,3,"India"
"27","Citricoccus","week of life 6",289,0,0,68,8.8,0.003,3.97094921635415e-05,0.000154072829594541,0.405332249587786,0.54570547729673,72,"Malawi"
"28","Succinivibrio","week of life 6",289,0.7,0.002,68,11.8,0.013,3.9480777035098e-05,0.000154072829594541,0.554343006727312,0.685822572502652,83,"Malawi"
"29","Prevotella_6","week of life 6",289,1.7,0,68,14.7,0.004,4.6845945273649e-05,0.000170850624270237,0.492487126501629,0.632781976429946,61,"Malawi"
"30","Sphingobacterium","week of life 6",289,0.3,0,68,10.3,0.003,4.75563593329524e-05,0.000170850624270237,0.465916467198293,0.607469840484161,76,"Malawi"
"31","Klebsiella","week of life 6",289,88.6,4.671,68,67.6,1.395,6.41563350829547e-05,0.0002145918794154,1.28118679154113e-05,0.000219116875371157,5,"India"
"32","Slackia","week of life 6",289,6.2,0.015,68,23.5,0.1,7.9725558052883e-05,0.000257779304370988,0.418122963537949,0.562314992172368,34,"Malawi"
"33","Pseudoglutamicibacter","week of life 6",289,0,0,68,7.4,0.005,0.000221868908596295,0.000652160125267898,0.422575629669827,0.564400979666387,91,"Malawi"
"34","Sneathia","week of life 6",289,0,0,68,7.4,0.001,0.000221868908596295,0.000652160125267898,0.383606635740544,0.531786029181159,95,"Malawi"
"35","unassigned_Weeksellaceae","week of life 6",289,0,0,68,7.4,0.002,0.000221868908596295,0.000652160125267898,0.299338630937134,0.439190895192726,92,"Malawi"
"36","Kocuria","week of life 6",289,2.8,0,68,14.7,0.002,0.00041501482426065,0.00118401288097891,0.538441664791525,0.676602906721332,35,"Malawi"
"37","Salmonella","week of life 6",289,15.6,0.172,68,1.5,0.001,0.00052932646198321,0.00146699048035347,0.00435438185332528,0.0174816591705733,53,"India"
"38","Stenotrophomonas","week of life 6",289,1.7,0.001,68,11.8,0.009,0.000686370455364851,0.00184938706028863,0.511135299054722,0.642697179063811,45,"Malawi"
"39","Atopobium","week of life 6",289,23.2,0.038,68,44.1,0.067,0.000795631288327387,0.00208584418831775,0.192250440037654,0.360176137743719,22,"Malawi"
"40","Libanicoccus","week of life 6",289,7.3,0.097,68,22.1,0.703,0.00108652699290374,0.00277350311346481,0.601451440278442,0.720028791757531,36,"Malawi"
"41","Helcobacillus","week of life 6",289,0,0,68,5.9,0.005,0.00122374569897644,0.00296758332001787,0.291705748443617,0.423701364129548,96,"Malawi"
"42","unassigned_Saccharimonadaceae","week of life 6",289,0,0,68,5.9,0.01,0.00122374569897644,0.00296758332001787,0.397764964952264,0.529691529183216,68,"Malawi"
"43","Ezakiella","week of life 6",289,6.6,0.001,68,20.6,0.009,0.00160875010764864,0.00380606732785166,0.554012177574101,0.686540757365554,41,"Malawi"
"44","Holdemanella","week of life 6",289,5.5,0.039,68,17.6,0.069,0.00215532240437821,0.00497776841011159,0.557915335809419,0.688375408122867,49,"Malawi"
"45","Negativicoccus","week of life 6",289,14.5,0.007,68,30.9,0.207,0.00251292200847095,0.00566868453073678,0.300460467609692,0.457993831918883,28,"Malawi"
"46","Alistipes","week of life 6",289,2.1,0.048,68,10.3,0.018,0.00446644414418656,0.00984647913604765,0.511811956568655,0.651513067296013,80,"India"
"47","Porphyromonas","week of life 6",289,4.5,0.001,68,14.7,0.004,0.00472301029003579,0.0101807110696327,0.55170445856287,0.687566099170311,67,"Malawi"
"48","Sphingomonas","week of life 6",289,0.3,0,68,5.9,0.002,0.00523125286049701,0.0110311201623524,0.279149586840651,0.421484244156618,69,"Malawi"
"49","Actinomyces","week of life 6",289,30.1,0.067,68,48.5,0.105,0.00635456631279989,0.0131147432413104,0.04055255802603,0.123788527038693,24,"Malawi"
"50","Dolosigranulum","week of life 6",289,45.7,0.013,68,35.3,0.006,0.135892459121605,0.196739828877547,0.00580083642451714,0.0281781520605021,27,"India"
"51","Psychrobacter","week of life 6",289,1.4,0,68,7.4,0.005,0.0146948019143924,0.0285079157139213,0.37979990030259,0.526714594634501,81,"Malawi"
"52","Solobacterium","week of life 6",289,1.4,0,68,7.4,0.035,0.0146948019143924,0.0285079157139213,0.408450816999645,0.552844133585962,93,"Malawi"
"53","Subdoligranulum","week of life 6",289,1.4,0.026,68,7.4,0.003,0.0146948019143924,0.0285079157139213,0.364912110926714,0.498702483563389,88,"India"
"54","Peptoniphilus","week of life 6",289,20.8,0.005,68,35.3,0.054,0.0164673675718561,0.0313202873425498,0.385296312758536,0.553130108500795,29,"Malawi"
"55","Faecalibacterium","week of life 6",289,2.4,0.13,68,8.8,0.009,0.0217206514657437,0.0405173690803297,0.272232985115904,0.416970572323116,66,"India"
"56","Cutibacterium","week of life 6",289,10,0.045,68,20.6,0.012,0.0222924921298243,0.0407994667281691,0.632293431802768,0.755506578123346,47,"India"
"57","Anaerostipes","week of life 6",289,1,0.015,68,5.9,0.004,0.0268334913477146,0.0464794403701485,0.296995456497755,0.432619197336225,90,"India"
"58","Butyricicoccus","week of life 6",289,1,0.013,68,5.9,0.002,0.0268334913477146,0.0464794403701485,0.281550469618218,0.398716043221165,97,"India"
"59","Pseudomonas","week of life 6",289,3.5,0.001,68,10.3,0.006,0.0262271009257763,0.0464794403701485,0.459936586793351,0.593889022399195,50,"Malawi"
"60","Clostridioides","week of life 6",289,15.2,0.09,68,7.4,0.011,0.116080774157844,0.170603562019862,0.0147869555670033,0.0497576916262916,70,"India"
