"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Acinetobacter","week of life 6",68,69.1,1.314,53,7.5,0.002,1.39647750748288e-12,1.57801958345566e-10,1.38302430295879e-08,1.30915656256895e-06,1,"Malawi"
"2","Corynebacterium_1","week of life 6",68,73.5,0.035,53,18.9,0.003,1.90046873544442e-09,1.0737648355261e-07,1.05057801205612e-06,5.67422635476943e-05,2,"Malawi"
"3","Enhydrobacter","week of life 6",68,33.8,0.024,53,0,0,4.69206859950975e-07,1.76734583914867e-05,0.0149404105659735,0.0583062753024155,8,"Malawi"
"4","Senegalimassilia","week of life 6",68,48.5,0.244,53,9.4,0.054,3.36091252392423e-06,9.49457788008594e-05,0.00205400710842464,0.0167022564088434,5,"Malawi"
"5","Prevotella_9","week of life 6",68,30.9,4.122,53,1.9,0.523,2.17684015829539e-05,0.000491965875774758,0.0427343016991205,0.131208732240712,14,"Malawi"
"6","Collinsella","week of life 6",68,61.8,1.151,53,24.5,1.564,4.97349103309146e-05,0.000936674144565558,0.0083065646975937,0.051356177501497,6,"UK"
"7","Streptococcus","week of life 6",68,100,6.425,53,96.2,2.167,0.189807162534435,0.315414843623399,5.45468953345036e-05,0.00148981007237685,4,"Malawi"
"8","Dolosigranulum","week of life 6",68,35.3,0.006,53,5.7,0.001,0.000115977465890886,0.00163818170570876,0.0139554195953821,0.0591866559975954,12,"Malawi"
"9","Libanicoccus","week of life 6",68,22.1,0.702,53,0,0,0.000113587327015911,0.00163818170570876,0.18966408167759,0.343303372295229,22,"Malawi"
"10","Staphylococcus","week of life 6",68,89.7,1.434,53,64.2,0.305,0.000835182560145998,0.00786463577470814,7.14213422270225e-05,0.0016746408058144,3,"Malawi"
"11","unassigned_Erysipelotrichaceae","week of life 6",68,1.5,0.001,53,22.6,0.109,0.00019344446770706,0.00242880276121087,0.0322566917646566,0.0976350780348946,32,"UK"
"12","Micrococcus","week of life 6",68,20.6,0.009,53,0,0,0.000241549357510784,0.00272950773987186,0.311995994018943,0.475361923192441,40,"Malawi"
"13","Clostridium_sensu_stricto_1","week of life 6",68,22.1,1.681,53,52.8,2.313,0.000571031073131955,0.00586604647853736,0.00102443214825314,0.00986970323408383,10,"UK"
"14","Eggerthella","week of life 6",68,5.9,0.005,53,28.3,0.059,0.00095664429684085,0.008315446580232,0.00692885371419607,0.0332492000782437,27,"UK"
"15","Brachybacterium","week of life 6",68,17.6,0.013,53,0,0,0.00108787789866032,0.00878072875347261,0.315122962798477,0.475621491180939,38,"Malawi"
"16","Brevundimonas","week of life 6",68,14.7,0.003,53,0,0,0.00245210072793143,0.0145835464345396,0.243312856432877,0.400824962813309,47,"Malawi"
"17","Chryseobacterium","week of life 6",68,16.2,0.019,53,0,0,0.00229897836964734,0.0145835464345396,0.165427002439533,0.303474388208654,64,"Malawi"
"18","Citrobacter","week of life 6",68,8.8,0.04,53,32.1,2.598,0.00196366697687329,0.0145835464345396,0.0180034707390304,0.0689808493164571,24,"UK"
"19","Kocuria","week of life 6",68,14.7,0.002,53,0,0,0.00245210072793143,0.0145835464345396,0.370944702793388,0.541651381867711,43,"Malawi"
"20","Mitsuokella","week of life 6",68,14.7,0.121,53,0,0,0.00245210072793143,0.0145835464345396,0.330605405032262,0.49568052027504,55,"Malawi"
"21","Haemophilus","week of life 6",68,38.2,0.609,53,56.6,1.105,0.065692178945338,0.167924975783219,0.00161256642210385,0.0156509276704639,11,"UK"
"22","Slackia","week of life 6",68,23.5,0.1,53,3.8,0.032,0.00358993369231162,0.0202831253615607,0.238250500082072,0.388211222215938,29,"Malawi"
"23","Paracoccus","week of life 6",68,13.2,0.003,53,0,0,0.00475456936124502,0.0250819961505884,0.318418116670286,0.477721386724076,72,"Malawi"
"24","Ruminiclostridium_5","week of life 6",68,2.9,0,53,18.9,0.046,0.00488322048949509,0.0250819961505884,0.0761011313674407,0.184235592331107,42,"UK"
"25","Sutterella","week of life 6",68,41.2,0.472,53,17,0.163,0.0052164331657523,0.025628562944783,0.0647411456974283,0.185200572345935,20,"Malawi"
"26","Holdemanella","week of life 6",68,17.6,0.069,53,1.9,0.005,0.00621561549687912,0.0292651896311392,0.287944985375995,0.456330876677732,50,"Malawi"
"27","Enterococcus","week of life 6",68,44.1,0.465,53,66,0.196,0.0181602229361042,0.0621850058115084,0.00367043558008045,0.029510845871957,18,"Malawi"
"28","Lawsonella","week of life 6",68,20.6,0.012,53,3.8,0.001,0.00678925879559677,0.0306874497560974,0.0582661980228586,0.164567352116373,28,"Malawi"
"29","Brevibacterium","week of life 6",68,11.8,0.005,53,0,0,0.00920070826690788,0.03585103566071,0.276766598582198,0.448627338379853,73,"Malawi"
"30","Luteimonas","week of life 6",68,11.8,0.004,53,0,0,0.00920070826690788,0.03585103566071,0.435469803628227,0.601467478027473,79,"Malawi"
"31","Olsenella","week of life 6",68,11.8,0.303,53,0,0,0.00920070826690788,0.03585103566071,0.413209459789311,0.564668171995372,63,"Malawi"
"32","Succinivibrio","week of life 6",68,11.8,0.013,53,0,0,0.00920070826690788,0.03585103566071,0.417754750174882,0.58307605212527,81,"Malawi"
"33","Intestinibacter","week of life 6",68,2.9,0.001,53,17,0.004,0.0102059421005531,0.0384423819120832,0.0345513650323343,0.107565281144086,66,"UK"
"34","Dialister","week of life 6",68,42.6,0.659,53,20.8,0.022,0.012159316046863,0.0443226681708233,0.109004750984921,0.276145914628775,19,"Malawi"
