"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"328","RSV2",0.158029192081294,0.278788099175751,"Escherichia/Shigella (RSV2)","India (OPV)",176,167,183,0.961748633879781,0.912568306010929,0.117373770491803,0.117118943703258,"India (IPV)",94,88,99,0.94949494949495,0.888888888888889,0.104353131313131,0.0957613214988017,0.758561483920968,0.530177561538821,0.985566392544317,0,0.907993493733408,0,0.0122536843848319,0.0236794171220401,TRUE,TRUE,1,1,"ns","ns",0.556,0.0977731863017461
"1","RSV1",0.152252052410943,0.272026074243378,"Bifidobacterium (RSV1)","India (OPV)",150,144,183,0.819672131147541,0.786885245901639,0.339304918032787,0.254664128435757,"India (IPV)",86,78,99,0.868686868686869,0.787878787878788,0.325664242424242,0.236352486182556,0.315649226078148,1,0.766591008170261,0,1,0,-0.0490147375393277,-0.000993541977148515,FALSE,FALSE,2,1,"ns","ns",0.556,0.0977731863017461
"537","RSV3",0.146380374133313,0.260606055746405,"Streptococcus (RSV3)","India (OPV)",179,172,183,0.978142076502732,0.939890710382514,0.0607744262295082,0.0729399640045302,"India (IPV)",94,90,99,0.94949494949495,0.909090909090909,0.0784682828282828,0.0990616481323358,0.28567594458955,0.340955472745548,0.766591008170261,0,0.80715989466293,0,0.0286471270077827,0.0307998012916046,TRUE,TRUE,3,1,"ns","ns",0.556,0.0977731863017461
"774","RSV5",0.134782566570539,0.240909580135517,"Bifidobacterium (RSV5)","India (OPV)",143,118,183,0.781420765027322,0.644808743169399,0.0519460109289617,0.123098208898423,"India (IPV)",79,69,99,0.797979797979798,0.696969696969697,0.0652363636363636,0.150757240090495,0.878950586781643,0.429059865718098,1,0,0.907993493733408,0,-0.0165590329524756,-0.0521609538002981,FALSE,FALSE,4,1,"ns","ns",0.556,0.0977731863017461
"668","RSV4",0.127855675487687,0.229334584265958,"Streptococcus (RSV4)","India (OPV)",158,75,183,0.863387978142076,0.409836065573771,0.00230229508196721,0.00502058281940594,"India (IPV)",81,42,99,0.818181818181818,0.424242424242424,0.00263838383838384,0.00490008885947556,0.385582941831506,0.899301202978264,0.781823636651041,0,1,0,0.0452061599602582,-0.0144063586686538,TRUE,FALSE,5,1,"ns","ns",0.556,0.0977731863017461
"204","RSV15",0.116857516910366,0.207905573350629,"Veillonella (RSV15)","India (OPV)",89,59,183,0.486338797814208,0.322404371584699,0.00524874316939891,0.0197782962981055,"India (IPV)",55,34,99,0.555555555555556,0.343434343434343,0.0156513131313131,0.0460805722188125,0.318176199073738,0.790890515889691,0.766591008170261,0,0.997209780904393,0,-0.0692167577413479,-0.0210299718496439,FALSE,FALSE,6,1,"ns","ns",0.556,0.0977731863017461
"201","RSV1488",0.113814200680867,0.22751743611762,"Escherichia/Shigella (RSV1488)","India (OPV)",36,19,183,0.19672131147541,0.103825136612022,0.000252459016393443,0.000607334264656129,"India (IPV)",0,0,99,0,0,0,0,7.03325296072142e-08,0.000260101474528586,1.62468143392665e-05,1,0.030171771045316,1,0.19672131147541,0.103825136612022,TRUE,TRUE,7,1,"2","2",0.556,0.0977731863017461
"474","RSV26",0.113474198021113,0.202670960334059,"Klebsiella (RSV26)","India (OPV)",132,77,183,0.721311475409836,0.420765027322404,0.00907934426229508,0.0280995594116364,"India (IPV)",73,46,99,0.737373737373737,0.464646464646465,0.00678707070707071,0.023029417090664,0.888719962473694,0.529837887701974,1,0,0.907993493733408,0,-0.0160622619639013,-0.0438814373240602,FALSE,FALSE,8,1,"ns","ns",0.556,0.0977731863017461
"255","RSV17",0.111617616567049,0.201939927157781,"Streptococcus (RSV17)","India (OPV)",112,93,183,0.612021857923497,0.508196721311475,0.00721464480874317,0.0164772750520945,"India (IPV)",59,49,99,0.595959595959596,0.494949494949495,0.00939232323232323,0.0215605442184676,0.799741161623846,0.900817703774659,0.985566392544317,0,1,0,0.0160622619639014,0.0132472263619804,TRUE,TRUE,9,1,"ns","ns",0.556,0.0977731863017461
"307","RSV19",0.110730351012068,0.19678430374063,"Klebsiella (RSV19)","India (OPV)",141,91,183,0.770491803278688,0.497267759562842,0.00984153005464481,0.0310988341157728,"India (IPV)",74,49,99,0.747474747474748,0.494949494949495,0.0105470707070707,0.0546055106222007,0.663039676577707,1,0.969380792971205,0,1,0,0.023017055803941,0.00231826461334655,TRUE,TRUE,10,1,"ns","ns",0.556,0.0977731863017461
