"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"865","RSV7",0.219569696819477,0.393688227794912,"Staphylococcus (RSV7)","India (OPV)",194,181,202,0.96039603960396,0.896039603960396,0.0518574257425743,0.0623852283615147,"India (IPV)",79,71,87,0.908045977011494,0.816091954022989,0.0519048275862069,0.0693269574042814,0.0926831148035184,0.0828559856966069,0.543650556497008,0,0.689576935708991,0,0.0523500625924661,0.0799476499374075,TRUE,TRUE,1,1,"ns","ns",0.5,0.105409255338946
"923","RSV8",0.208652452630817,0.367873099964183,"Staphylococcus (RSV8)","India (OPV)",186,176,202,0.920792079207921,0.871287128712871,0.0256279207920792,0.0377290288048985,"India (IPV)",78,74,87,0.896551724137931,0.850574712643678,0.0290248275862069,0.0354876388522417,0.500209916313096,0.70779698453267,0.925675822142627,0,0.987372735896887,0,0.0242403550699898,0.0207124160691932,TRUE,TRUE,2,1,"ns","ns",0.5,0.105409255338946
"481","RSV3",0.194301440955666,0.349340136160932,"Streptococcus (RSV3)","India (OPV)",185,163,202,0.915841584158416,0.806930693069307,0.080470099009901,0.117710175337987,"India (IPV)",79,68,87,0.908045977011494,0.781609195402299,0.0566225287356322,0.0864097973991051,0.822131167944455,0.633300675183205,1,0,0.94771498516326,0,0.00779560714692162,0.0253214976670081,TRUE,TRUE,3,1,"ns","ns",0.5,0.105409255338946
"296","RSV2",0.18737418124795,0.331952598889937,"Escherichia/Shigella (RSV2)","India (OPV)",175,146,202,0.866336633663366,0.722772277227723,0.112210693069307,0.146589320416645,"India (IPV)",73,63,87,0.839080459770115,0.724137931034483,0.12312275862069,0.184355130977912,0.582697170616724,1,0.980845177322729,0,1,0,0.0272561738932514,-0.00136565380676001,TRUE,FALSE,4,1,"ns","ns",0.5,0.105409255338946
"586","RSV38",0.180772351750075,0.320527099707628,"Streptococcus (RSV38)","India (OPV)",121,84,202,0.599009900990099,0.415841584158416,0.00691386138613861,0.0309529921546201,"India (IPV)",60,43,87,0.689655172413793,0.494252873563218,0.00678850574712644,0.0135463207506976,0.184834690303499,0.245617781202006,0.593003001934877,0,0.764740633745416,0,-0.0906452714236942,-0.0784112894048026,FALSE,FALSE,5,1,"ns","ns",0.5,0.105409255338946
"464","RSV29",0.163356780608972,0.295036035862599,"Klebsiella (RSV29)","India (OPV)",107,85,202,0.52970297029703,0.420792079207921,0.018629702970297,0.0568007210811115,"India (IPV)",66,50,87,0.758620689655172,0.574712643678161,0.0167889655172414,0.041028811970469,0.000247546056675755,0.0205188337562331,0.034062767069694,1,0.518332383824956,0,-0.228917719358143,-0.15392056447024,FALSE,FALSE,6,1,"1","ns",0.5,0.105409255338946
"609","RSV4",0.156037196787095,0.277239486629801,"Streptococcus (RSV4)","India (OPV)",154,50,202,0.762376237623762,0.247524752475248,0.00138138613861386,0.00307756608287032,"India (IPV)",65,29,87,0.747126436781609,0.333333333333333,0.00122528735632184,0.00218312440871061,0.767082325459401,0.150863226605723,1,0,0.689576935708991,0,0.0152498008421532,-0.0858085808580858,TRUE,FALSE,7,1,"ns","ns",0.5,0.105409255338946
"690","RSV48",0.150652774747534,0.266727599818366,"Staphylococcus (RSV48)","India (OPV)",162,142,202,0.801980198019802,0.702970297029703,0.00589881188118812,0.0103231983634917,"India (IPV)",64,56,87,0.735632183908046,0.64367816091954,0.00681563218390805,0.0118297321227362,0.217331928604932,0.335997217523518,0.593003001934877,0,0.845178897570672,0,0.0663480141117561,0.0592921361101627,TRUE,TRUE,8,1,"ns","ns",0.5,0.105409255338946
"275","RSV19",0.149505617292799,0.265668783967303,"Klebsiella (RSV19)","India (OPV)",144,106,202,0.712871287128713,0.524752475247525,0.0295520792079208,0.0709737668068975,"India (IPV)",63,51,87,0.724137931034483,0.586206896551724,0.0271154022988506,0.0475169282639208,0.887686498698531,0.36882108541596,1,0,0.845178897570672,0,-0.0112666439057699,-0.0614544213041993,FALSE,FALSE,9,1,"ns","ns",0.5,0.105409255338946
"415","RSV26",0.14278311639813,0.256871954156693,"Klebsiella (RSV26)","India (OPV)",128,92,202,0.633663366336634,0.455445544554455,0.0186691089108911,0.0456547915583549,"India (IPV)",61,41,87,0.701149425287356,0.471264367816092,0.0186004597701149,0.0421899811734262,0.28409250522061,0.897692333531542,0.672630784419387,0,1,0,-0.0674860589507227,-0.0158188232616365,FALSE,FALSE,10,1,"ns","ns",0.5,0.105409255338946
"1","RSV1",0.136903478620159,0.242728199389123,"Bifidobacterium (RSV1)","India (OPV)",124,95,202,0.613861386138614,0.47029702970297,0.207265940594059,0.280700539401432,"India (IPV)",52,34,87,0.597701149425287,0.390804597701149,0.170992183908046,0.267252117730097,0.794374202253651,0.246123422354847,1,0,0.764740633745416,0,0.0161602367133264,0.0794924320018208,TRUE,TRUE,11,1,"ns","ns",0.5,0.105409255338946
"554","RSV35",0.118883839373492,0.213088725653254,"Gemella (RSV35)","India (OPV)",107,19,202,0.52970297029703,0.0940594059405941,0.00036950495049505,0.00100896910714816,"India (IPV)",51,6,87,0.586206896551724,0.0689655172413793,0.000228965517241379,0.000377491827981033,0.439831564701483,0.649069601620141,0.843010499011177,0,0.94771498516326,0,-0.0565039262546944,0.0250938886992148,FALSE,TRUE,12,1,"ns","ns",0.5,0.105409255338946
"790","RSV6",0.113114164617284,0.200628697166129,"Bifidobacterium (RSV6)","India (OPV)",88,86,202,0.435643564356436,0.425742574257426,0.046879801980198,0.101139798702354,"India (IPV)",38,35,87,0.436781609195402,0.402298850574713,0.0506395402298851,0.122174495034747,1,0.795088848869816,1,0,0.996913129810262,0,-0.00113804483896668,0.0234437236827131,FALSE,TRUE,13,1,"ns","ns",0.5,0.105409255338946
"707","RSV5",0.113040519542756,0.200806088401316,"Bifidobacterium (RSV5)","India (OPV)",98,76,202,0.485148514851485,0.376237623762376,0.0800067326732673,0.164784080771896,"India (IPV)",42,34,87,0.482758620689655,0.390804597701149,0.0935135632183908,0.169390647870516,1,0.895011373511116,1,0,1,0,0.00238989416182994,-0.0145669739387732,TRUE,FALSE,14,1,"ns","ns",0.5,0.105409255338946
"379","RSV24",0.112581874870475,0.203095789077414,"Enterococcus (RSV24)","India (OPV)",92,41,202,0.455445544554455,0.202970297029703,0.00767148514851485,0.0307544937261293,"India (IPV)",32,22,87,0.367816091954023,0.252873563218391,0.0107186206896552,0.0496800252586821,0.195499424648861,0.354738520944181,0.593003001934877,0,0.845178897570672,0,0.0876294526004325,-0.0499032661886878,TRUE,FALSE,15,1,"ns","ns",0.5,0.105409255338946
"1017","RSV99",0.111256190622702,0.198354758703563,"Staphylococcus (RSV99)","India (OPV)",103,81,202,0.50990099009901,0.400990099009901,0.00220871287128713,0.0045073599653728,"India (IPV)",37,24,87,0.425287356321839,0.275862068965517,0.00147954022988506,0.00325540691846013,0.201243349877033,0.0461918011435373,0.593003001934877,0,0.609932416984096,0,0.0846136337771708,0.125128030044384,TRUE,TRUE,16,1,"ns","ns",0.5,0.105409255338946
"544","RSV34",0.105781951634528,0.204711564201779,"Streptococcus (RSV34)","India (OPV)",48,35,202,0.237623762376238,0.173267326732673,0.0135104950495049,0.0598065795541148,"India (IPV)",26,23,87,0.298850574712644,0.264367816091954,0.0230377011494253,0.0843929544852345,0.304562160424046,0.0805962887822384,0.700492968975305,0,0.689576935708991,0,-0.0612268123364061,-0.0911004893592808,FALSE,FALSE,17,1,"ns","ns",0.5,0.105409255338946
"27","RSV105",0.101870237213664,0.183084893576076,"Staphylococcus (RSV105)","India (OPV)",64,23,202,0.316831683168317,0.113861386138614,0.00103405940594059,0.00462692061575656,"India (IPV)",30,12,87,0.344827586206897,0.137931034482759,0.00101011494252874,0.00481894022274146,0.682101776333073,0.560392266182911,1,0,0.946311688646963,0,-0.0279959030385797,-0.0240696483441448,FALSE,FALSE,18,1,"ns","ns",0.5,0.105409255338946
"361","RSV23",0.101433947634099,0.182470527098536,"Staphylococcus (RSV23)","India (OPV)",74,32,202,0.366336633663366,0.158415841584158,0.000837227722772277,0.00280189989516242,"India (IPV)",32,10,87,0.367816091954023,0.114942528735632,0.000815632183908046,0.00316560795481742,1,0.369383052231441,1,0,0.845178897570672,0,-0.00147945829065665,0.0434733128485262,FALSE,TRUE,19,1,"ns","ns",0.5,0.105409255338946
"745","RSV54",0.101394144007453,0.183826919666117,"Klebsiella (RSV54)","India (OPV)",70,39,202,0.346534653465347,0.193069306930693,0.00672019801980198,0.0437148687201995,"India (IPV)",39,19,87,0.448275862068966,0.218390804597701,0.00277379310344828,0.010832812905477,0.113230208387614,0.633300675183206,0.57087160536163,0,0.94771498516326,0,-0.101741208603619,-0.0253214976670081,FALSE,FALSE,20,1,"ns","ns",0.5,0.105409255338946
"400","RSV25",0.100161950255951,0.182980098983483,"Enterococcus (RSV25)","India (OPV)",100,62,202,0.495049504950495,0.306930693069307,0.0172172277227723,0.053997886785974,"India (IPV)",34,22,87,0.390804597701149,0.252873563218391,0.0149144827586207,0.0525728854590003,0.122919559732974,0.398302698855144,0.582060268147317,0,0.845178897570672,0,0.104244907249346,0.0540571298509161,TRUE,TRUE,21,0,"ns","ns",0.5,0.105409255338946
"320","RSV21",0.0955376453427533,0.181873438948344,"Escherichia/Shigella (RSV21)","India (OPV)",56,53,202,0.277227722772277,0.262376237623762,0.00844019801980198,0.0258623542071236,"India (IPV)",30,28,87,0.344827586206897,0.32183908045977,0.0119595402298851,0.0353984703357608,0.263894205716272,0.319612703719248,0.634133837616714,0,0.845178897570672,0,-0.0675998634346193,-0.0594628428360077,FALSE,FALSE,22,0,"ns","ns",0.5,0.105409255338946
"326","RSV212",0.0907902849955213,0.164353863213206,"Staphylococcus (RSV212)","India (OPV)",70,62,202,0.346534653465347,0.306930693069307,0.00283009900990099,0.006411516767024,"India (IPV)",28,28,87,0.32183908045977,0.32183908045977,0.00392229885057471,0.0100698386515271,0.786615860374063,0.88993754008378,1,0,1,0,0.0246955730055764,-0.0149083873904632,TRUE,FALSE,23,0,"ns","ns",0.5,0.105409255338946
"482","RSV30",0.0879427803308643,0.15908187609915,"Rothia (RSV30)","India (OPV)",78,51,202,0.386138613861386,0.252475247524752,0.00132554455445545,0.00334960975680461,"India (IPV)",26,19,87,0.298850574712644,0.218390804597701,0.00126574712643678,0.00312193724598518,0.182056038169358,0.653596541491903,0.593003001934877,0,0.94771498516326,0,0.0872880391487424,0.0340844429270513,TRUE,TRUE,24,0,"ns","ns",0.5,0.105409255338946
"120","RSV13",0.0841634299203676,0.153398210780022,"Bifidobacterium (RSV13)","India (OPV)",36,32,202,0.178217821782178,0.158415841584158,0.0149687128712871,0.0645104734242405,"India (IPV)",25,23,87,0.28735632183908,0.264367816091954,0.0220928735632184,0.0701838541014266,0.041909495839731,0.0490750220561917,0.519032986938207,0,0.609932416984096,0,-0.109138500056902,-0.105951974507796,FALSE,FALSE,25,0,"ns","ns",0.5,0.105409255338946
"545","RSV340",0.0835645768443521,0.154933007148946,"Klebsiella (RSV340)","India (OPV)",31,20,202,0.153465346534653,0.099009900990099,0.00127663366336634,0.00758345912450186,"India (IPV)",29,13,87,0.333333333333333,0.149425287356322,0.00079448275862069,0.00259602682047129,0.000846279927197366,0.229937042610602,0.034062767069694,1,0.764740633745416,0,-0.17986798679868,-0.0504153863662228,FALSE,FALSE,26,0,"1","ns",0.5,0.105409255338946
