"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"1174","RSV2400",0.217711215249584,0.36593621767927,"unassigned Firmicutes (RSV2400)","Malawi",75,17,83,0.903614457831325,0.204819277108434,0.000659277108433735,0.000902838049832684,"UK",3,0,57,0.0526315789473684,0,1.12280701754386e-05,5.59358744915805e-05,3.07282817284683e-26,9.10748161561376e-05,4.43716388159083e-23,1,0.000571434023492934,1,0.850982878883957,0.204819277108434,TRUE,TRUE,1,1,"3","3",0.9595,0.0393732463133601
"265","RSV1179",0.176136788970392,0.297890052430966,"Ruminococcaceae_UCG-005 (RSV1179)","Malawi",68,24,83,0.819277108433735,0.289156626506024,0.00110795180722892,0.00181462605099955,"UK",1,0,57,0.0175438596491228,0,5.6140350877193e-06,4.23850354260814e-05,7.85250415449246e-24,1.04274896922884e-06,3.7796719996957e-21,1,1.27467072272974e-05,1,0.801733248784612,0.289156626506024,TRUE,TRUE,2,1,"3","3",0.9595,0.0393732463133601
"2854","RSV864",0.170604048073647,0.288765092505195,"Fournierella (RSV864)","Malawi",71,43,83,0.855421686746988,0.518072289156627,0.00149060240963855,0.00164484809098991,"UK",3,1,57,0.0526315789473684,0.0175438596491228,4.07017543859649e-05,0.000205564203119147,4.09768608141242e-23,1.01094141449813e-11,1.03415343839286e-20,1,4.47973414299484e-10,1,0.80279010779962,0.500528429507504,TRUE,TRUE,3,1,"3","3",0.9595,0.0393732463133601
"2643","RSV751",0.16599696373278,0.282289357009761,"Oscillibacter (RSV751)","Malawi",7,1,83,0.0843373493975904,0.0120481927710843,5.10843373493976e-05,0.000282519207411758,"UK",51,33,57,0.894736842105263,0.578947368421053,0.00291789473684211,0.00444996578511811,1.26376915894216e-23,1.58290102124104e-15,4.56220666378118e-21,1,2.24455364811979e-13,1,-0.810399492707673,-0.566899175649968,FALSE,FALSE,4,1,"3","3",0.9595,0.0393732463133601
"2184","RSV56",0.162685384428393,0.278009243072419,"Prevotella_9 (RSV56)","Malawi",70,69,83,0.843373493975904,0.831325301204819,0.027089156626506,0.0303704216344729,"UK",6,3,57,0.105263157894737,0.0526315789473684,0.00103298245614035,0.00709853957940653,3.5678124194876e-19,9.15956722754861e-22,3.96301625672315e-17,1,6.49413316433196e-19,1,0.738110336081167,0.778693722257451,TRUE,TRUE,5,1,"3","3",0.9595,0.0393732463133601
"2262","RSV592",0.155906222964516,0.263545518203666,"Ruminococcaceae_UCG-005 (RSV592)","Malawi",68,52,83,0.819277108433735,0.626506024096386,0.00289156626506024,0.00570634060731157,"UK",1,1,57,0.0175438596491228,0.0175438596491228,4.91228070175439e-05,0.000370869059978212,7.85250415449246e-24,2.85068839931441e-15,3.7796719996957e-21,1,3.3685634585232e-13,1,0.801733248784612,0.608962164447263,TRUE,TRUE,6,1,"3","3",0.9595,0.0393732463133601
"695","RSV1622",0.155645157686745,0.266185143185075,"Family_XIII_UCG-001 (RSV1622)","Malawi",72,3,83,0.867469879518072,0.036144578313253,0.000367228915662651,0.000396085459037573,"UK",6,0,57,0.105263157894737,0,2.66666666666667e-05,0.000108320512061813,1.6429284663564e-20,0.27065775950668,2.63598745046516e-18,1,NA,NA,0.762206721623335,0.036144578313253,TRUE,TRUE,7,1,"3","ns",0.9595,0.0393732463133601
"860","RSV1835",0.15320194160099,0.259777638694547,"Marvinbryantia (RSV1835)","Malawi",71,7,83,0.855421686746988,0.0843373493975904,0.000434698795180723,0.000723265523805303,"UK",7,0,57,0.12280701754386,0,8.42105263157895e-06,2.69781309373385e-05,7.98641659398069e-19,0.0413614616637866,7.68825704113875e-17,1,0.0713510372740261,1,0.732614669203128,0.0843373493975904,TRUE,TRUE,8,1,"3","3",0.9595,0.0393732463133601
"3076","RSV991",0.149147783118936,0.255284067932637,"Ruminococcaceae_UCG-003 (RSV991)","Malawi",73,44,83,0.879518072289157,0.530120481927711,0.00122168674698795,0.0010239531468858,"UK",6,1,57,0.105263157894737,0.0175438596491228,9.47368421052632e-05,0.000359335225814668,5.35698220984857e-21,4.11889923191956e-12,9.66935288877668e-19,1,2.24638427340844e-10,1,0.77425491439442,0.512576622278588,TRUE,TRUE,9,1,"3","3",0.9595,0.0393732463133601
"2902","RSV89",0.147365749370158,0.251669891500432,"Prevotella_9 (RSV89)","Malawi",67,64,83,0.807228915662651,0.771084337349398,0.0120679518072289,0.0211662158189699,"UK",1,1,57,0.0175438596491228,0.0175438596491228,7.08771929824561e-05,0.000535111072254278,4.29703644761576e-23,2.81471221633375e-21,1.03415343839286e-20,1,9.97815480690314e-19,1,0.789685056013528,0.753540477700275,TRUE,TRUE,10,1,"3","3",0.9595,0.0393732463133601
