"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Acinetobacter",0.068667133113733,0.139436381793866,"Acinetobacter","India",52,289,18,0,0.2,"UK",2,59,3.4,0.1,0.9,0.00273679411320285,0.0109471764528114,14.6,TRUE,22,0,"1",-1.21784476784346,-1.05944525891704,-1.89389490094004,-1.0227878067669,5.49998206662587,-0.16908990468638,0.41593857609442,0.112759628342826,0.234475138057264,0.0931117789343435,0.205142367578515,0.032,0.121,-0.089,0.9,0.8375,0.95
"2","Actinomyces",0.063748248758219,0.118211093518297,"Actinomyces","India",40,289,13.8,0,0.2,"UK",7,59,11.9,0.2,1.6,0.835305812855336,0.899560106151901,1.9,TRUE,25,0,"ns",-1.46662008570564,-1.49427319700918,-1.34688402828287,0.143400861731521,5.76217829623813,0.021748887845151,0.486758474653717,0.512495229471084,0.674563671339694,0.541279734050714,0.68897645319183,0.025,0.221,-0.196,0.9,0.8375,0.95
"3","Akkermansia",0.00784506584861497,0.0190793652647352,"Akkermansia","India",6,289,2.1,0.2,2,"UK",3,59,5.1,0,0,0.182793570036378,0.330207739420553,-3,FALSE,56,0,"ns",-1.99356139677138,-2.02637947369884,-1.84797276885282,0.224289383019546,4.63070526105234,0.0392299105223681,0.478283898432247,0.569852837334578,0.714102584240368,0.516702753054759,0.675577574387043,0.233,0.001,0.232,0.9,0.8375,0.95
"4","Alistipes",0.0459076005049416,0.0857903037561546,"Alistipes","India",8,289,2.8,0,0.1,"UK",8,59,13.6,0,0,0.00184209649424702,0.00827513354480589,-10.8,FALSE,30,0,"3",-1.88973154435849,-1.96027178415705,-1.52333845750539,0.716922413685996,5.09722307398742,0.127921453336332,0.439502250821979,0.19098750022049,0.334670337045606,0.267853464946403,0.425507742075938,0.01,0.005,0.005,0.9,0.8375,0.95
"5","Anaerococcus",0.0182889681030625,0.0359127882691257,"Anaerococcus","India",20,289,6.9,0,0,"UK",4,59,6.8,0,0,1,1,0.100000000000001,TRUE,47,0,"ns",-1.70697358824178,-1.71237000205144,-1.68947875955215,-0.0347288015355485,4.71352556961046,-0.0063916215044707,0.496160974340669,0.549084637427553,0.710432816408274,0.56855218172903,0.718206171461025,0.001,0,0.001,0.9,0.8375,0.95
"6","Bacteroides",0.668290817571043,1.20258945649194,"Bacteroides","India",81,289,28,2.6,8.8,"UK",40,59,67.8,15.8,21.8,1.95344026834427e-08,3.64642183424264e-07,-39.8,FALSE,5,1,"3",-0.0406121444441609,-0.554369847138677,10.3967766947073,7.64900272949385,11.5495972567964,0.67850969968867,0.258406144282209,1.10272074597166e-07,1.68501895336131e-06,1.8037382838602e-08,2.66359427533131e-07,2.606,15.912,-13.306,0.9,0.8375,0.95
"7","Barnesiella",0.016430935242692,0.0333703502001273,"Barnesiella","India",3,289,1,0,0.1,"UK",5,59,8.5,0,0.1,0.00445327660695437,0.0166255659992963,-7.5,FALSE,49,0,"3",-1.99180066103147,-2.05417100617092,-1.68998348066913,0.487544756531088,5.00113476887934,0.0824268721649032,0.455123113846486,0.265884969909573,0.427529998565781,0.350388564467985,0.520659761141477,0.005,0.017,-0.012,0.9,0.8375,0.95
"8","Bifidobacterium",0.928667341197729,1.59717646107848,"Bifidobacterium","India",282,289,97.6,37.2,24.9,"UK",47,59,79.7,13.7,17.4,3.91971279652416e-06,4.88204108960946e-05,17.9,TRUE,3,1,"1",14.9368689569297,15.2014072697168,12.8980814570998,-2.29741421042296,8.61226039016069,-0.300522424784506,0.290254238775805,3.44939949267607e-05,0.000281040304545789,3.73788355780601e-07,4.19821141365657e-06,37.601,13.773,23.828,0.9,0.8375,0.95
"9","Bilophila",0.0680933937778021,0.131823018216973,"Bilophila","India",7,289,2.4,0,0,"UK",10,59,16.9,0.1,0.8,7.18072584781095e-05,0.000502650809346766,-14.5,FALSE,23,0,"3",-1.84754589365836,-1.97619457174407,-1.10236358246739,1.09786138555435,5.31907126250474,0.169082479602886,0.408633475128719,0.0417239477794729,0.119198617954144,0.0752750602878783,0.174294009228698,0.004,0.144,-0.14,0.9,0.8375,0.95
"10","Blautia",0.0263585132191053,0.0525923981471196,"Blautia","India",15,289,5.2,0.1,0.5,"UK",4,59,6.8,0.1,0.3,0.542355909155457,0.759298272817639,-1.6,FALSE,43,0,"ns",-1.80074465589956,-1.81978159381946,-1.67729700148429,0.12679406590182,5.41886132236,0.0191067230265269,0.490071485363819,0.541308809422784,0.696548915140497,0.52725960764279,0.680241749900405,0.097,0.077,0.02,0.9,0.8375,0.95
