"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.Malawi","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Acinetobacter",0.580105065270311,1.03918247570666,"Acinetobacter","India",63,282,22.3,0,0.3,"Malawi",45,61,73.8,1,3,5.02441070876058e-14,1.62455946249925e-12,-51.5,FALSE,2,1,"2",0.179219607743541,-0.416741517992936,4.65798177983638,5.14658570103589,6.9179436277963,0.69721621112892,0.223559541228286,6.15654847845258e-08,1.03724230790844e-06,3.091834745249e-11,1.2415707755515e-09,0.047,1.076,-1.029,0.85,0.8,0.9
"2","Actinomyces",0.110077253103357,0.197634497480176,"Actinomyces","India",134,282,47.5,0.1,0.3,"Malawi",37,61,60.7,0.1,0.2,0.0676436935614632,0.105829649604225,-13.2,FALSE,28,0,"ns",2.49299898205018,2.18096098423857,3.14922406734157,0.382581129022276,7.67961124582303,0.0496237594781797,0.480276639452271,0.673661772932112,0.79533483690638,0.682819058817721,0.80065824007341,0.096,0.088,0.00800000000000001,0.85,0.8,0.9
"3","Aerococcus",0.0313008589037698,0.0619947308256854,"Aerococcus","India",0,282,0,0,0,"Malawi",5,61,8.2,0,0,0.000154839844298271,0.000455135299907039,-8.2,FALSE,57,0,"2",-1.58206365121637,-1.51628057195624,-1.91293567779496,-0.348718375794735,4.67215527823205,-0.0693705584830617,0.465556978422157,0.55398818059602,0.695150461112899,0.478510409376752,0.609659790521805,0,0.001,-0.001,0.85,0.8,0.9
"4","Alloprevotella",0.013322509823389,0.0262146181540998,"Alloprevotella","India",2,282,0.7,0,0.2,"Malawi",4,61,6.6,0.1,1,0.0103537271283482,0.0200862306289955,-5.9,FALSE,82,0,"2",-1.56917365560867,-1.4685910921632,-2.07789548248737,-0.475919754353905,4.83438598495216,-0.0789598514861743,0.457106274243827,0.57432529616579,0.699520078486659,0.327594202074487,0.45174003151482,0.015,0.131,-0.116,0.85,0.8,0.9
"5","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.012417320325581,0.0260789410692472,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","India",1,282,0.4,0,0,"Malawi",5,61,8.2,0,0,0.0008007693722881,0.00209931430032286,-7.8,FALSE,84,0,"2",-1.54003594897697,-1.47606482476845,-1.86463945313856,-0.232065119119072,4.83103426195447,-0.0390391262295695,0.478361075662649,0.562001079792856,0.696397541266114,0.527315357256407,0.648140996850532,0,0.007,-0.007,0.85,0.8,0.9
"6","Anaerococcus",0.0710789970227632,0.134897693911878,"Anaerococcus","India",60,282,21.3,0,0,"Malawi",20,61,32.8,0,0,0.0658852500821236,0.104768348491246,-11.5,FALSE,41,0,"ns",0.125395939111069,0.0397039207950609,0.643229311861279,0.383840747423286,5.514698794596,0.0606078119152804,0.470934699263088,0.514482519466365,0.644189258834007,0.442371217862749,0.586608598400477,0.005,0.01,-0.005,0.85,0.8,0.9
"7","Anaerostipes",0.0247444905230622,0.0491275235030917,"Anaerostipes","India",6,282,2.1,0,0,"Malawi",4,61,6.6,0,0,0.0821346688455,0.124485357468961,-4.5,FALSE,62,0,"ns",-1.53621379079564,-1.41781249191792,-2.05884328396595,-0.541211219794032,4.73220722853395,-0.0929160787185317,0.451472471458497,0.4037531957286,0.548737433131209,0.279036726538503,0.406545590663101,0.002,0.001,0.001,0.85,0.8,0.9
"8","Atopobium",0.110508407977324,0.202911239943761,"Atopobium","India",117,282,41.5,0.1,0.4,"Malawi",34,61,55.7,0.1,0.2,0.0470261719246103,0.0800269943278455,-14.2,FALSE,27,0,"ns",1.47741969166052,1.13837343801231,2.46802963535803,0.938944010039921,7.19093310107788,0.123677767423091,0.447119078397248,0.357005126630873,0.514284350812311,0.314024539211655,0.477866261248341,0.088,0.091,-0.003,0.85,0.8,0.9
"9","Bacteroides",0.204859377719487,0.382953457891443,"Bacteroides","India",114,282,40.4,3.3,9.6,"Malawi",39,61,63.9,8.8,15.4,0.00101651949589978,0.00252826643851998,-23.5,FALSE,12,1,"2",1.42243892159377,0.910197435691309,9.57416055430204,3.09750677634928,12.1463777817057,0.278420436149076,0.380281690834874,0.00364209578893425,0.0170347248088546,0.00384850611382611,0.0173225955645917,3.339,9.096,-5.757,0.85,0.8,0.9
"10","Bifidobacterium",0.520293917772027,0.921939555910705,"Bifidobacterium","India",280,282,99.3,43.6,21.2,"Malawi",60,61,98.4,29.9,22,0.445324664825028,0.54679104415225,0.899999999999991,TRUE,5,1,"ns",15.9726903065213,16.1434971495489,14.6805454354896,-1.40132943839461,2.36095042352163,-0.493136630804445,0.27100409994506,0.001020986097461,0.00627161137019859,6.59495764064277e-08,1.08595266490884e-06,43.934,30.222,13.712,0.85,0.8,0.9
"11","Blautia",0.0172410129654475,0.0328872374938134,"Blautia","India",22,282,7.8,0.1,2,"Malawi",7,61,11.5,0,0.1,0.320596608805549,0.40918251387024,-3.7,FALSE,75,0,"ns",-1.240284397399,-1.14186620566029,-1.70810858567199,-0.531598351367728,5.56169534578102,-0.0841216297613539,0.451844262560845,0.39611021596004,0.528373427405318,0.331638947520007,0.452668356148962,0.151,0.018,0.133,0.85,0.8,0.9
