"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.Malawi","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.00275739688757574,0.00966200227533667,"Abiotrophia","India",18,288,6.2,0,0,"Malawi",1,83,1.2,0,0,0.087640948312641,0.115595277674632,5,TRUE,192,0,"ns",-3.54850122341121,-3.32457107025396,-4.21928904730645,-1.01358293928368,4.81884181799384,-0.180607335925134,0.405800000325556,0.0363782526995051,0.0504878892792766,0.0449431859990437,0.0587263578047324,0.001,0,0.001,0.95,0.95,1
"2","Acidaminococcus",0.00573791257131007,0.0139798521930147,"Acidaminococcus","India",53,288,18.4,0.1,0.6,"Malawi",2,83,2.4,0,0.1,7.82859841827507e-05,0.000223376008201449,16,TRUE,163,0,"1",-3.07018884365241,-2.66819574368331,-4.23091332999408,-1.91242429027066,5.93264369732123,-0.286510689520552,0.345200000570703,4.86193193941324e-05,0.000112315856144362,0.000532363034307871,0.000994572319646419,0.118,0.014,0.104,0.95,0.95,1
"3","Acinetobacter",0.02553893729804,0.0494397660718466,"Acinetobacter","India",25,288,8.7,0,0.1,"Malawi",11,83,13.3,0.2,2,0.212440742984193,0.258308630673961,-4.6,FALSE,78,0,"ns",-3.27177327899562,-3.09220530601172,-3.85618292270839,-0.705492779783512,5.77492143450361,-0.104446153957743,0.445400000184196,0.430443615493013,0.482772961811587,0.181482582347321,0.215810047150256,0.018,0.232,-0.214,0.95,0.95,1
"4","Actinomyces",0.0358198203290967,0.0818127367503011,"Actinomyces","India",155,288,53.8,0,0,"Malawi",13,83,15.7,0,0,3.0730431569589e-10,2.63052494235682e-09,38.1,TRUE,59,0,"1",-0.30024787523046,1.1373040212125,-3.45648142917892,-3.97775718356769,6.10309207809182,-0.592236329113348,0.257600001056252,3.08943392131785e-10,1.66041051930416e-09,3.40626195407489e-10,1.50923633688837e-09,0.021,0.001,0.02,0.95,0.95,1
"5","Adlercreutzia",0.00719587045455105,0.0176418506404863,"Adlercreutzia","India",69,288,24,0.1,0.3,"Malawi",11,83,13.3,0,0,0.0480038332773264,0.0698831314377404,10.7,TRUE,150,0,"ns",-2.73064878157743,-2.39017086977427,-3.7130930032759,-1.61323081249315,6.37297808538426,-0.232658210448864,0.391721656047402,0.00107168495827808,0.00203937854553976,0.00660246043228506,0.0104342499404655,0.053,0.002,0.051,0.95,0.95,1
"6","Agathobacter",0.0224855389771725,0.0410555114753573,"Agathobacter","India",263,288,91.3,2.1,3,"Malawi",79,83,95.2,2.6,2.6,0.353202336522748,0.404199465325497,-3.90000000000001,FALSE,86,0,"ns",8.27445907690171,8.01231466335089,8.82334462382687,0.979084644700259,3.97441466267044,0.198357480552298,0.391721656047402,0.00707876692860428,0.0113779786979928,0.00458765695724123,0.00809600498763194,2.127,2.622,-0.495,0.95,0.95,1
"7","Akkermansia",0.00723810413202855,0.0148620812683872,"Akkermansia","India",91,288,31.6,0.6,2.3,"Malawi",25,83,30.1,0.2,0.5,0.89325465081688,0.927944151819477,1.5,TRUE,149,0,"ns",-1.90173994767482,-1.70798146324992,-2.65284117691123,-0.892950853622404,8.61650104107885,-0.0963460238547253,0.453600000156011,0.183315452007643,0.232572629660982,0.198474514334135,0.242048384672516,0.585,0.167,0.418,0.95,0.95,1
"8","Alistipes",0.0138920058475032,0.0266564521984444,"Alistipes","India",209,288,72.6,0.3,0.7,"Malawi",68,83,81.9,0.4,1.1,0.0877978002548837,0.115595277674632,-9.30000000000001,FALSE,115,0,"ns",3.48886901457804,3.31472926873702,4.0267081329825,0.944643561982842,6.09049989143895,0.146373772017261,0.434113177587942,0.0638962835476577,0.0897778631691204,0.082329517297414,0.113922337786183,0.292,0.38,-0.088,0.95,0.95,1
"9","Allisonella",0.0379190105344267,0.0767178045633509,"Allisonella","India",138,288,47.9,0,0.1,"Malawi",12,83,14.5,0,0,1.31776308249158e-08,8.29415587215286e-08,33.4,TRUE,57,0,"1",-0.800970578051345,0.618478542079219,-3.52330669034626,-3.67386812843674,6.47561610277713,-0.520271391096913,0.284943012276945,2.4511958573194e-07,7.94769191175082e-07,8.04305362465607e-08,2.44537930247654e-07,0.03,0.009,0.021,0.95,0.95,1
"10","Alloprevotella",0.0132584206431096,0.029647247491572,"Alloprevotella","India",189,288,65.6,1.4,2.5,"Malawi",59,83,71.1,2,3.7,0.427334902194028,0.478794078898021,-5.5,FALSE,119,0,"ns",6.65377866112448,6.09717916828989,7.67075990258006,0.99709897669192,9.91591891599812,0.101672485696293,0.432400000229529,0.187112704290109,0.238965175723314,0.0767141729415971,0.106725082939244,1.401,2.03,-0.629,0.95,0.95,1
"11","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.00158034384163705,0.00462218395584778,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","India",0,288,0,0,0,"Malawi",7,83,8.4,0,0,2.28975774759551e-05,7.10156750703535e-05,-8.4,FALSE,206,0,"2",-3.61448987945414,-3.55646493692008,-3.80953629951919,-0.145431972818224,4.7682657777769,-0.0269324310886998,0.487200000042695,0.545411794543018,0.592082339051332,0.502320144218084,0.547598570627254,0,0.001,-0.001,0.95,0.95,1
"12","Anaerococcus",0.00578212278381821,0.0140056001776227,"Anaerococcus","India",7,288,2.4,0,0,"Malawi",6,83,7.2,0,0,0.046684224617494,0.0684275621105734,-4.8,FALSE,162,0,"ns",-3.4997521856177,-3.38722701496847,-3.89561378156587,-0.414654135510307,4.8589122109075,-0.0778800211244675,0.460200000133513,0.37670191146839,0.422715154839549,0.30660455343049,0.346212586451329,0,0,0,0.95,0.95,1
"13","Anaeroplasma",0.104031929348175,0.19375006051956,"Anaeroplasma","India",15,288,5.2,0,0,"Malawi",46,83,55.4,0,0.1,3.9087850793052e-23,1.39413334495219e-21,-50.2,FALSE,26,0,"2",-2.64847720782933,-3.17658243798617,0.448882794323521,3.7900067570685,5.47552650908168,0.616615766988282,0.236800001213625,7.80025549552705e-08,2.58495185312453e-07,5.40239824636708e-11,2.48521873383254e-10,0.002,0.037,-0.035,0.95,0.95,1
"14","Anaerosporobacter",0.118609259798793,0.240013086875883,"Anaerosporobacter","India",8,288,2.8,0,0,"Malawi",45,83,54.2,0,0,9.68878820070498e-27,6.91133558316955e-25,-51.4,FALSE,24,0,"2",-2.97747087932877,-3.40759363738616,1.22960441791573,3.85526480877309,5.82738623381365,0.595158519459827,0.26334733155006,3.62450480722548e-06,8.43082621447722e-06,3.80724631283146e-09,1.42711835513796e-08,0.001,0.023,-0.022,0.95,0.95,1
"15","Anaerostipes",0.020960197002964,0.042029219331801,"Anaerostipes","India",248,288,86.1,0.2,0.9,"Malawi",69,83,83.1,0.2,0.3,0.484158742910263,0.536839227890136,3,TRUE,91,0,"ns",4.52184886507325,4.69771796243278,3.55143431892031,-0.959110410465129,4.32284746408383,-0.179122261224667,0.401919616416667,0.0557626554311165,0.0818225234681982,0.00650747739962743,0.0111470451383001,0.232,0.158,0.074,0.95,0.95,1
"16","Anaerovibrio",0.00819351577077764,0.0207660182168434,"Anaerovibrio","India",18,288,6.2,0,0,"Malawi",21,83,25.3,0.1,0.4,5.10166039093596e-06,1.88233676493155e-05,-19.1,FALSE,138,0,"2",-3.15103019870038,-3.20807662218834,-2.91331198638698,0.815402526501122,6.72905260960209,0.111493838170444,0.443800000189731,0.0390489909032848,0.0559701291423278,0.197034558050679,0.231015329398841,0.007,0.117,-0.11,0.95,0.95,1
