"","mean","sd","tax_id","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Acidovorax",0.000386885194865966,0.00110311222300209,"Acidovorax","Acidovorax","Malawi",1,0,68,0.0147058823529412,0,1.76470588235294e-06,1.455213750218e-05,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,242,0,"ns","ns",0.8695,0.0787833623414118
"Deinococcus",0.00038618122919064,0.00112178693201361,"Deinococcus","Deinococcus","Malawi",1,0,68,0.0147058823529412,0,4.11764705882353e-06,3.39549875050866e-05,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,243,0,"ns","ns",0.8695,0.0787833623414118
"Aeromicrobium",0.000362959716949872,0.0010656009938317,"Aeromicrobium","Aeromicrobium","Malawi",1,0,68,0.0147058823529412,0,5.29411764705882e-06,4.36564125065399e-05,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,244,0,"ns","ns",0.8695,0.0787833623414118
"Nosocomiicoccus",0.000340802369782946,0.000978600079817412,"Nosocomiicoccus","Nosocomiicoccus","Malawi",2,1,68,0.0294117647058824,0.0147058823529412,5.05882352941176e-05,0.000379763800719787,"UK",0,0,53,0,0,0,0,0.503581267217631,1,NA,NA,NA,NA,0.0294117647058824,0.0147058823529412,TRUE,TRUE,245,0,"ns","ns",0.8695,0.0787833623414118
"Treponema_2",0.000337508947418335,0.00098572028972708,"Treponema_2","Treponema_2","Malawi",1,0,68,0.0147058823529412,0,1.76470588235294e-06,1.455213750218e-05,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,246,0,"ns","ns",0.8695,0.0787833623414118
"Ornithinimicrobium",0.000304157188448277,0.000911147727779246,"Ornithinimicrobium","Ornithinimicrobium","Malawi",1,0,68,0.0147058823529412,0,1.76470588235294e-06,1.455213750218e-05,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,247,0,"ns","ns",0.8695,0.0787833623414118
"Bradyrhizobium",0.000271653133879988,0.000790775049645658,"Bradyrhizobium","Bradyrhizobium","Malawi",1,0,68,0.0147058823529412,0,1e-05,8.24621125123532e-05,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,248,0,"ns","ns",0.8695,0.0787833623414118
"Leuconostoc",0.000208710934344835,0.000770902582063069,"Leuconostoc","Leuconostoc","Malawi",1,0,68,0.0147058823529412,0,1.17647058823529e-06,9.70142500145332e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,249,0,"ns","ns",0.8695,0.0787833623414118
"Mobiluncus",0.000195950238814283,0.000589547387448153,"Mobiluncus","Mobiluncus","Malawi",1,0,68,0.0147058823529412,0,1.17647058823529e-06,9.70142500145332e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,250,0,"ns","ns",0.8695,0.0787833623414118
"Jeotgalicoccus",9.99760723132978e-05,0.000385056696559541,"Jeotgalicoccus","Jeotgalicoccus","Malawi",1,0,68,0.0147058823529412,0,5.88235294117647e-07,4.85071250072666e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,251,0,"ns","ns",0.8695,0.0787833623414118
"Caulobacter",9.99385655765696e-05,0.000379245754173146,"Caulobacter","Caulobacter","Malawi",1,0,68,0.0147058823529412,0,5.88235294117647e-07,4.85071250072666e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,252,0,"ns","ns",0.8695,0.0787833623414118
"Erythrobacter",8.96716047800152e-05,0.000415956974575512,"Erythrobacter","Erythrobacter","Malawi",1,0,68,0.0147058823529412,0,5.88235294117647e-07,4.85071250072666e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,253,0,"ns","ns",0.8695,0.0787833623414118
"Macrococcus",8.87703759203168e-05,0.000336330480912383,"Macrococcus","Macrococcus","Malawi",1,0,68,0.0147058823529412,0,1.17647058823529e-06,9.70142500145332e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,254,0,"ns","ns",0.8695,0.0787833623414118
"Nocardioides",8.5042251116298e-05,0.000329224349772841,"Nocardioides","Nocardioides","Malawi",1,0,68,0.0147058823529412,0,1.17647058823529e-06,9.70142500145332e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,255,0,"ns","ns",0.8695,0.0787833623414118
"Massilia",8.17054531341848e-05,0.000305963089194315,"Massilia","Massilia","Malawi",1,0,68,0.0147058823529412,0,1.17647058823529e-06,9.70142500145332e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,256,0,"ns","ns",0.8695,0.0787833623414118
"Chryseomicrobium",6.03155052376299e-05,0.000243873432278109,"Chryseomicrobium","Chryseomicrobium","Malawi",1,0,68,0.0147058823529412,0,5.88235294117647e-07,4.85071250072666e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,257,0,"ns","ns",0.8695,0.0787833623414118
"Oribacterium",5.92389561488667e-05,0.000301658249789053,"Oribacterium","Oribacterium","Malawi",1,0,68,0.0147058823529412,0,1.17647058823529e-06,9.70142500145332e-06,"UK",0,0,53,0,0,0,0,1,1,NA,NA,NA,NA,0.0147058823529412,0,TRUE,FALSE,258,0,"ns","ns",0.8695,0.0787833623414118
