"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.Malawi","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"11","Atopobium",0.0968404202789286,0.174196684643209,"Atopobium","Malawi",34,61,55.7,0.1,0.2,"UK",22,55,40,0,0.2,0.0982050578285413,0.173393305228518,15.7,TRUE,29,0,"ns",2.43804542216712,2.87160711133699,1.88238922593961,-0.831586011154618,6.96807102623199,-0.109101419161354,0.447316103737829,0.407313405626555,0.535670920556187,0.34748532513442,0.497405038518738,0.091,0.04,0.051,0.9,0.85,0.95
"12","Bacteroides",0.149903903728408,0.268858851983973,"Bacteroides","Malawi",39,61,63.9,8.8,15.4,"UK",36,55,65.5,18.6,22.3,1,1,-1.6,FALSE,17,1,"ns",10.3488488247559,10.035445907931,13.2347149865715,2.14635578623483,13.9298175945968,0.16522828027766,0.393750000748394,0.265426558623659,0.405357420598718,0.0569575251190271,0.145957060382687,8.863,18.864,-10.001,0.9,0.85,0.95
"13","Barnesiella",0.00940927015060838,0.0195458092829976,"Barnesiella","Malawi",0,61,0,0,0,"UK",4,55,7.3,0.2,0.8,0.0476317500308998,0.0944278553244154,-7.3,FALSE,92,0,"ns",-1.50402174875996,-1.915614343726,-1.04586884170304,0.933822865211569,4.85371744399042,0.158555841846693,0.407386364281379,0.139827060438338,0.219464247141621,0.199613559340574,0.291703825765393,0,0.155,-0.155,0.9,0.85,0.95
"14","Bifidobacterium",0.458733627217516,0.814407114697384,"Bifidobacterium","Malawi",60,61,98.4,29.9,22,"UK",51,55,92.7,13.2,14.9,0.188492795737337,0.266246073978988,5.7,TRUE,5,1,"ns",14.8261592794907,15.0913744972297,14.261471999742,-0.804442053118125,3.23513744358335,-0.159976563134949,0.390798069501277,0.024631144514258,0.0794450236839359,0.0354292833726885,0.107415237075935,30.168,13.246,16.922,0.9,0.85,0.95
"15","Bilophila",0.028173463839973,0.0576379823279185,"Bilophila","Malawi",3,61,4.9,0,0.1,"UK",10,55,18.2,0.2,0.8,0.0367671293402777,0.0769386225083588,-13.3,FALSE,65,0,"ns",-1.23776097805124,-1.6577668550428,-0.697550050973632,1.25146206527224,6.30328580169543,0.175848784008788,0.403578529500199,0.0880431421165478,0.165129402113252,0.135110646823764,0.230981756830762,0.022,0.188,-0.166,0.9,0.85,0.95
"16","Blautia",0.0131762770415415,0.0260580193788494,"Blautia","Malawi",7,61,11.5,0,0.1,"UK",6,55,10.9,0.1,0.3,1,1,0.6,TRUE,85,0,"ns",-1.0157988423992,-1.28513627659772,-0.679865886524739,0.691543965772746,5.87055668900209,0.100856335817797,0.444191991291536,0.349708585572293,0.462133265830105,0.370275686129921,0.489204096034725,0.014,0.077,-0.063,0.9,0.85,0.95
"17","Brachybacterium",0.0293372945114545,0.0634583343192386,"Brachybacterium","Malawi",8,61,13.1,0,0,"UK",0,55,0,0,0,0.00655185705043469,0.0238825756999716,13.1,TRUE,63,0,"3",-1.39137861816716,-1.34337493508186,-1.43092540491972,-0.505116390177041,5.04491755833847,-0.0890680659348687,0.457102273017927,0.372140104414104,0.47311478216775,0.446415023493857,0.560361160713009,0.005,0,0.005,0.9,0.85,0.95
"18","Brevibacterium",0.0731774259775094,0.138919250080006,"Brevibacterium","Malawi",14,61,23,0,0,"UK",0,55,0,0,0,6.63657214933417e-05,0.000676542859063333,23,TRUE,42,0,"3",-1.10787154850243,-0.753674089738205,-1.43691753607848,-1.05841609521924,5.06087278834451,-0.187082884493412,0.410227273351164,0.165019644050111,0.252592727227766,0.196587572425325,0.295084915248067,0.004,0,0.004,0.9,0.85,0.95
"19","Brevundimonas",0.0418023080346564,0.0906737191397996,"Brevundimonas","Malawi",12,61,19.7,0,0,"UK",0,55,0,0,0,0.000317065178208162,0.00238855767583482,19.7,TRUE,48,0,"3",-1.21207002033504,-0.929333836009569,-1.43382799428746,-0.746709031195648,4.90429052525346,-0.130687381116206,0.438511786843971,0.248217270491504,0.34753410108679,0.294930001349172,0.401901366044913,0.005,0,0.005,0.9,0.85,0.95
"20","Campylobacter",0.0398029505977318,0.0736906103938432,"Campylobacter","Malawi",14,61,23,0.1,0.6,"UK",12,55,21.8,0,0,1,1,1.2,TRUE,50,0,"ns",-0.438129618981622,-0.601792290822955,-0.311173167152017,0.33237229873292,6.3044635275053,0.0437298789818919,0.476001136202586,0.563543555399279,0.670202070196374,0.537777894728889,0.648607339429571,0.118,0.011,0.107,0.9,0.85,0.95
"21","Caproiciproducens",0.00774772111316509,0.0162173168192628,"Caproiciproducens","Malawi",2,61,3.3,0,0.2,"UK",3,55,5.5,0.1,0.5,0.666778972447371,0.731514795015077,-2.2,FALSE,96,0,"ns",-1.52211287602852,-1.83112878044657,-1.19079674682381,0.542448848678744,5.00944296105721,0.0853062684299409,0.448579545804077,0.363864316979791,0.472637393650163,0.360185653066547,0.472222961403593,0.03,0.132,-0.102,0.9,0.85,0.95
"22","Catenibacterium",0.0428847455092706,0.0881228968223507,"Catenibacterium","Malawi",10,61,16.4,0,0.1,"UK",0,55,0,0,0,0.00146404498542821,0.00689321180639115,16.4,TRUE,47,0,"3",-1.1596814626359,-0.884629723878465,-1.39006887113851,-0.856824395466436,5.51584438905475,-0.144784078810778,0.424595285948928,0.143974476341673,0.227813680935801,0.267363715986431,0.368722174593005,0.027,0,0.027,0.9,0.85,0.95
"23","Chryseobacterium",0.0915864222327969,0.173687179530044,"Chryseobacterium","Malawi",16,61,26.2,0.2,0.9,"UK",0,55,0,0,0,1.33827395808384e-05,0.000236567576652707,26.2,TRUE,33,0,"3",-0.954767752757403,-0.390822749658126,-1.43721643790398,-1.63088477174223,5.97573851495183,-0.248257882755664,0.378125000871464,0.0180654041904881,0.0493654668036054,0.0640870915237916,0.129825384300257,0.192,0,0.192,0.9,0.85,0.95
"24","Citrobacter",0.0953660406151335,0.1841455571334,"Citrobacter","Malawi",8,61,13.1,0,0.1,"UK",17,55,30.9,1.5,4.7,0.0244435566184702,0.0593473310843563,-17.8,FALSE,31,0,"ns",-0.692718735641796,-1.43308532154662,0.216658255537213,2.18692663849994,8.12295099911695,0.252598814341286,0.362681057516368,0.00643420391703268,0.0266822086599234,0.0251710394968727,0.0706444363475356,0.029,1.488,-1.459,0.9,0.85,0.95
"25","Clostridioides",0.0244283251723199,0.048217260111856,"Clostridioides","Malawi",5,61,8.2,0,0.1,"UK",2,55,3.6,0,0,0.443130625126012,0.510956741216729,4.6,TRUE,69,0,"ns",-1.42537662846217,-1.6045898057565,-1.23780902914954,0.242115883424223,5.06052640280127,0.0374971027616961,0.478409091054575,0.569917697161478,0.672375891749087,0.48487030843717,0.602544350380708,0.029,0.002,0.027,0.9,0.85,0.95
"26","Clostridium_sensu_stricto_1",0.108504174389169,0.195751393953695,"Clostridium_sensu_stricto_1","Malawi",12,61,19.7,0.2,1.1,"UK",23,55,41.8,1.5,5.6,0.0145309064181266,0.0410498106312077,-22.1,FALSE,24,0,"3",-0.279653499889271,-1.07197180478482,1.03982376945557,2.91428336861947,9.16195303292325,0.318650412597363,0.350000001108622,0.00513393989972585,0.0238587853171437,0.014729282685645,0.0508963246415632,0.207,1.495,-1.288,0.9,0.85,0.95
"27","Collinsella",0.179654882853148,0.34941525163335,"Collinsella","Malawi",35,61,57.4,1.3,3.4,"UK",12,55,21.8,1.4,7.4,0.000132770478815592,0.00107164743615442,35.6,TRUE,12,1,"3",1.08725363215336,4.28129866060558,-0.460957802046309,-3.71521493027029,10.4941848719117,-0.37537919777577,0.344886364790695,0.00918168764180952,0.0365992301003638,0.00727932839376474,0.0347357784102379,1.327,1.38,-0.0529999999999999,0.9,0.85,0.95
"28","Corynebacterium_1",0.686417942936592,1.18690011244304,"Corynebacterium_1","Malawi",43,61,70.5,0.1,0.2,"UK",6,55,10.9,0,0,3.495235443037e-11,1.97480802531591e-09,59.6,TRUE,3,1,"3",1.92206348097919,3.95112610640029,-0.407229891801107,-4.32552193233903,5.51569308376991,-0.717656618000452,0.199715912249904,2.38476261175174e-06,5.87712022584853e-05,1.62700045671824e-07,8.114945082247e-06,0.077,0.001,0.076,0.9,0.85,0.95
"29","Cutibacterium",0.0210334782816995,0.0463898391924027,"Cutibacterium","Malawi",7,61,11.5,0,0,"UK",2,55,3.6,0,0,0.167789140388486,0.249475958735512,7.9,TRUE,74,0,"ns",-1.09815037800452,-1.23849709857595,-0.931216224998906,0.242132220441642,5.05225747546194,0.0398959646366697,0.475568181982895,0.551958415946459,0.650706037585681,0.54704007191895,0.657158928273213,0.002,0.001,0.001,0.9,0.85,0.95
"30","Dialister",0.33037717473908,0.598274293659481,"Dialister","Malawi",35,61,57.4,0.3,0.9,"UK",8,55,14.5,0,0,2.3999805636467e-06,9.03992678973589e-05,42.9,TRUE,6,1,"3",0.990182759057539,3.90657694029159,-0.332548322805701,-3.59120377604753,7.12562670831176,-0.463413386155202,0.311559217608148,0.00112775741907974,0.00736557020588352,0.00110954293192027,0.0101127215549622,0.308,0.008,0.3,0.9,0.85,0.95
"31","Dolosigranulum",0.0751464418475204,0.134069662367938,"Dolosigranulum","Malawi",15,61,24.6,0,0,"UK",4,55,7.3,0,0,0.0129891935633937,0.0397198237242031,17.3,TRUE,41,0,"3",-0.485832356531773,-0.178351343452088,-0.771504528263472,-0.841224293959607,5.575551133895,-0.13580368994782,0.437215909519936,0.289001576021538,0.399354502163147,0.283667294707752,0.409128889384988,0.006,0.001,0.005,0.9,0.85,0.95
"32","Eggerthella",0.169044057786024,0.303413190738279,"Eggerthella","Malawi",5,61,8.2,0,0,"UK",22,55,40,0,0.1,5.56525117411955e-05,0.000676542859063333,-31.8,FALSE,14,1,"3",-0.517116463746026,-1.49714164229651,1.12172722728853,3.45104560458677,6.86828673883956,0.489793814928579,0.294034092577442,0.000957697332388436,0.00587919727336795,0.00129866007825537,0.00906218363737166,0.003,0.046,-0.043,0.9,0.85,0.95
"33","Enhydrobacter",0.07140305077809,0.131096676491764,"Enhydrobacter","Malawi",14,61,23,0.1,0.7,"UK",1,55,1.8,0,0,0.000576218276906263,0.00383015678178869,21.2,TRUE,44,0,"3",-0.888580414425862,-0.235028658873222,-1.36451480544357,-1.49946551820428,5.49016453582827,-0.237475013088865,0.381141721948755,0.0354951082496319,0.0830520436297568,0.0684095091474577,0.137891612059188,0.115,0,0.115,0.9,0.85,0.95
"34","Enterobacter",0.0893225727840824,0.170176372158451,"Enterobacter","Malawi",7,61,11.5,0,0.1,"UK",19,55,34.5,0.8,3.1,0.00365878082691114,0.0159016243631138,-23,FALSE,35,0,"3",-0.713156021444485,-1.45627886999079,0.333926198210907,2.27226024373151,7.63201949687985,0.289489286663693,0.356432832633681,0.0076341804292683,0.030798797490316,0.0215646200911289,0.0655949980985401,0.016,0.797,-0.781,0.9,0.85,0.95
"35","Enterococcus",0.136816844796466,0.244014881175174,"Enterococcus","Malawi",34,61,55.7,0.4,1.8,"UK",42,55,76.4,0.5,1.7,0.0308019754787492,0.065672136398088,-20.7,FALSE,19,1,"ns",5.70832333892834,3.81030184946824,7.14996844426305,2.72786879287946,7.96474478010775,0.329002620798178,0.353876740636561,0.0128948163116057,0.0480462817410066,0.00842271819017193,0.0435581050665225,0.412,0.527,-0.115,0.9,0.85,0.95
"36","Enterorhabdus",0.00185809573043146,0.00445582661917945,"Enterorhabdus","Malawi",4,61,6.6,0,0,"UK",0,55,0,0,0,0.120514032690222,0.186549119095823,6.6,TRUE,111,0,"ns",-1.45368803807943,-1.48567723999791,-1.43056816408924,-0.0991716708125132,4.56622681209462,-0.0204644729560411,0.489917637102733,0.517575195808361,0.614293540418999,0.538269030867174,0.640621712968198,0.004,0,0.004,0.9,0.85,0.95
"37","Epulopiscium",0.00927771748449577,0.0190622648025605,"Epulopiscium","Malawi",0,61,0,0,0,"UK",5,55,9.1,0.1,0.4,0.0216894576033561,0.054464637981761,-9.1,FALSE,93,0,"ns",-1.58247511758879,-1.95808483017853,-1.09607674654897,1.00967366522698,5.02750871242849,0.165216225249706,0.407954546095325,0.128070578923859,0.203065230032972,0.192756464104819,0.283383146447268,0,0.067,-0.067,0.9,0.85,0.95
"38","Erysipelatoclostridium",0.0320207981183996,0.0616823987572438,"Erysipelatoclostridium","Malawi",5,61,8.2,0,0,"UK",11,55,20,0.1,0.7,0.103910832676045,0.175252598393926,-11.8,FALSE,61,0,"ns",-1.1929481417398,-1.65591279172383,-0.625822949163105,1.25468239304589,6.7021188499593,0.16657178585104,0.406702641944837,0.107636263957141,0.190622391567135,0.156366440409892,0.2491129896518,0.009,0.14,-0.131,0.9,0.85,0.95
"39","Escherichia/Shigella",0.191858038560335,0.338611974765323,"Escherichia/Shigella","Malawi",58,61,95.1,21.4,23.6,"UK",49,55,89.1,24.6,20.1,0.304645556120653,0.402584921021792,6,TRUE,11,1,"ns",14.8899571042757,14.1147384956976,15.5880373390188,1.36265285118986,4.66202588965836,0.178277190516393,0.366089180180129,0.710601198585499,0.796535865006768,0.0132590852436552,0.0570226193333286,21.411,24.688,-3.277,0.9,0.85,0.95
"40","Eubacterium",0.00910045787331406,0.018069396645698,"Eubacterium","Malawi",4,61,6.6,0,0.2,"UK",3,55,5.5,0,0.1,1,1,1.1,TRUE,94,0,"ns",-1.36869615293945,-1.55517078411753,-1.1719778084265,0.330720996676073,5.32967835024789,0.0494928143184148,0.472159091096921,0.579724736396896,0.675417783840847,0.496012214452849,0.60784863839506,0.042,0.014,0.028,0.9,0.85,0.95
"41","Ezakiella",0.0402038772490985,0.081176222327064,"Ezakiella","Malawi",20,61,32.8,0.1,0.7,"UK",8,55,14.5,0,0,0.0294406775012044,0.0639768568776173,18.3,TRUE,49,0,"ns",0.0812124832165342,0.59658666393897,-0.371577884309199,-1.12791852164097,5.74187303086965,-0.177258874827973,0.422159091445624,0.180225959312976,0.287205480578883,0.158049782370196,0.277755523662544,0.094,0.001,0.093,0.9,0.85,0.95
"42","Finegoldia",0.0997413038373558,0.190697969275117,"Finegoldia","Malawi",23,61,37.7,0,0.1,"UK",4,55,7.3,0,0,0.000123477934246992,0.00107164743615442,30.4,TRUE,27,0,"3",0.398429149007018,1.25070763903074,-0.389410734485402,-1.54573970469597,5.39582720245792,-0.256707311292011,0.376597558395363,0.0710018103042861,0.139358291700062,0.040344277341632,0.103247926302584,0.023,0.002,0.021,0.9,0.85,0.95
"43","Flavonifractor",0.0321002385138817,0.0688218957462972,"Flavonifractor","Malawi",3,61,4.9,0.1,0.5,"UK",6,55,10.9,0.2,0.8,0.304645556120653,0.402584921021792,-6,FALSE,60,0,"ns",-1.35019607346494,-1.67066331742826,-0.945097638517858,0.830455405186751,5.83595610334655,0.113648762984625,0.427556818679492,0.243349739243084,0.355029659151394,0.257554564250922,0.37112699572963,0.101,0.198,-0.097,0.9,0.85,0.95
"44","Fusicatenibacter",0.00609880210592938,0.0131044204596059,"Fusicatenibacter","Malawi",1,61,1.6,0,0,"UK",3,55,5.5,0,0,0.34401685975829,0.427185770908646,-3.9,FALSE,98,0,"ns",-1.58165805055947,-1.92023967581518,-1.17465112639931,0.801416861862975,4.78254395864922,0.144762054660068,0.423579545980816,0.261955949937734,0.352216309818971,0.253553582813815,0.355080132225836,0,0.006,-0.006,0.9,0.85,0.95
"45","Fusobacterium",0.0797096009793182,0.149430346155534,"Fusobacterium","Malawi",4,61,6.6,0,0,"UK",12,55,21.8,0,0,0.0287554311071581,0.0637130140217425,-15.2,FALSE,38,0,"ns",-0.926636933752635,-1.60215824865866,0.0254708261970045,2.07010901082162,5.72406787800801,0.33475928921722,0.351036638417781,0.0186749781801291,0.0509095646679101,0.0227653061770885,0.0624706940693246,0.001,0.01,-0.009,0.9,0.85,0.95
"46","Gemella",0.106526174707064,0.190811265743366,"Gemella","Malawi",40,61,65.6,0,0.1,"UK",24,55,43.6,0,0,0.0246842881501305,0.0593473310843563,22,TRUE,25,0,"ns",3.53074055318861,4.03488085775057,2.24737277973786,-0.736170938637427,6.33294903491145,-0.11159712108723,0.449304175294606,0.403128955353078,0.531940348111114,0.368841721324898,0.521101551380479,0.047,0.019,0.028,0.9,0.85,0.95
"47","Granulicatella",0.0340760036701778,0.0618271540938016,"Granulicatella","Malawi",18,61,29.5,0,0,"UK",17,55,30.9,0,0.2,1,1,-1.4,FALSE,59,0,"ns",0.154272082884725,-0.160639508173556,0.513525187926323,0.718334779156119,6.38872392334046,0.104501670713049,0.451008236629013,0.414274903817835,0.526202705949824,0.421403440546019,0.544774055233772,0.013,0.038,-0.025,0.9,0.85,0.95
"48","Haemophilus",0.527339904852854,0.903338203775537,"Haemophilus","Malawi",23,61,37.7,0,0.1,"UK",34,55,61.8,1,2.9,0.0152626054669997,0.0410636766135944,-24.1,FALSE,4,1,"3",2.48074297576291,0.557012902212465,7.65472816914991,5.09980547553122,8.66973130853056,0.566981390968997,0.276704547330496,9.20646402969972e-05,0.00128729853253402,7.92471782491084e-05,0.00147324591661116,0.018,0.984,-0.966,0.9,0.85,0.95
"49","Helcobacillus",0.00355807558589125,0.00826847240636105,"Helcobacillus","Malawi",6,61,9.8,0,0,"UK",0,55,0,0,0,0.0284830444680946,0.0637130140217425,9.8,TRUE,106,0,"ns",-1.35864724441162,-1.31088172723967,-1.40220610899894,-0.232776813898967,4.52590727465585,-0.0446840571497611,0.476001136202586,0.509615391962736,0.61430877911519,0.509693014322478,0.622615037115119,0.001,0,0.001,0.9,0.85,0.95
"50","Holdemanella",0.077311372832576,0.145524641338466,"Holdemanella","Malawi",17,61,27.9,0.1,0.1,"UK",1,55,1.8,0,0.1,6.25139374111416e-05,0.000676542859063333,26.1,TRUE,40,0,"3",-0.847730577557966,-0.280998695785135,-1.3231666047474,-1.70818336933032,6.26191330108756,-0.248200558352947,0.378977273591882,0.0254799734868779,0.0673677917648718,0.0707914485419463,0.146146691101131,0.058,0.006,0.052,0.9,0.85,0.95
"51","Hungatella",0.00429809118611803,0.00968850599778476,"Hungatella","Malawi",0,61,0,0,0,"UK",5,55,9.1,0.2,0.7,0.0216894576033561,0.054464637981761,-9.1,FALSE,103,0,"ns",-1.40338947744775,-1.84638310797818,-0.821542972959005,1.18781586687578,5.07273958249445,0.198017360889459,0.387500000796981,0.05941374558168,0.117396565944831,0.120155305872025,0.20015328959103,0,0.161,-0.161,0.9,0.85,0.95
"52","Intestinibacter",0.036000321447863,0.0696135276365765,"Intestinibacter","Malawi",1,61,1.6,0,0,"UK",11,55,20,0,0,0.00137824855535306,0.00689321180639115,-18.4,FALSE,55,0,"3",-1.29322233344366,-1.90779268566275,-0.443231145192799,1.83907777140099,5.46851247332206,0.299532518163512,0.36069298596266,0.0371905754628904,0.0799562566496136,0.036847976513754,0.0849562017407661,0.001,0.008,-0.007,0.9,0.85,0.95
"53","Klebsiella",0.132438856542659,0.240107265798923,"Klebsiella","Malawi",39,61,63.9,0.9,3,"UK",31,55,56.4,2.9,7.2,0.450359769442564,0.514047009565755,7.5,TRUE,20,1,"ns",6.03966540815987,5.90640438478126,6.32006822412353,1.18719504348122,10.2397759861076,0.116878017806061,0.444476001513923,0.413132723801104,0.546764335987506,0.322507592502025,0.473134272494639,0.902,3.042,-2.14,0.9,0.85,0.95
"54","Kocuria",0.011683293325715,0.0268662370776072,"Kocuria","Malawi",7,61,11.5,0,0,"UK",0,55,0,0,0,0.0137086117278223,0.0397198237242031,11.5,TRUE,89,0,"3",-1.4293594132648,-1.47292567825998,-1.39730046010644,-0.0588742755690141,4.59614240879109,-0.00988991299124465,0.494034090949221,0.461461743610972,0.567326053919686,0.504933552833081,0.61693435022373,0.001,0,0.001,0.9,0.85,0.95
"55","Lachnoanaerobaculum",0.0199632789191443,0.0377782138709616,"Lachnoanaerobaculum","Malawi",0,61,0,0,0,"UK",4,55,7.3,0,0,0.0476317500308998,0.0944278553244154,-7.3,FALSE,76,0,"ns",-1.42886566135906,-1.83264788243779,-0.944933378000092,1.03524895846442,4.90131237268425,0.184560587058738,0.413802897501437,0.204367456404401,0.290886894268454,0.188223231900436,0.286815932698183,0,0.002,-0.002,0.9,0.85,0.95
"56","Lachnoclostridium",0.0266956789149534,0.0497147675631448,"Lachnoclostridium","Malawi",7,61,11.5,0.1,0.6,"UK",12,55,21.8,0.8,3.1,0.20836853377984,0.289766147025218,-10.3,FALSE,66,0,"ns",-0.97522835581384,-1.3683377946294,-0.449658875396119,1.19969901109443,7.4214623060819,0.149979971164184,0.417613636933201,0.13330837197379,0.234948370618925,0.18915677011558,0.295815146730376,0.152,0.773,-0.621,0.9,0.85,0.95
"57","Lactobacillus",0.223914449193994,0.398469555971971,"Lactobacillus","Malawi",48,61,78.7,6,13.1,"UK",29,55,52.7,0.5,1,0.00551235874758298,0.0222463049456027,26,TRUE,9,1,"3",8.34707957168037,9.0444008258851,5.60488163562527,-3.0914291831238,10.1139773587431,-0.30472039629847,0.361261006406565,0.00812786314899193,0.0360889822332569,0.0113356908143073,0.0517327259579396,6.053,0.548,5.505,0.9,0.85,0.95
"58","Lawsonella",0.022562509596794,0.044925178220696,"Lawsonella","Malawi",11,61,18,0,0.1,"UK",3,55,5.5,0,0,0.0472834744265222,0.0944278553244154,12.5,TRUE,71,0,"ns",-0.848891660351496,-0.501165573075443,-1.16481435960404,-0.606196802707935,5.05336696552925,-0.110346465810502,0.439772727683758,0.353251171772862,0.457912116551377,0.329786835531511,0.444680992400652,0.013,0,0.013,0.9,0.85,0.95
"59","Lelliottia",0.0102724619699125,0.0210437347341066,"Lelliottia","Malawi",0,61,0,0,0,"UK",7,55,12.7,0.1,0.3,0.00435210246750389,0.0182143547714052,-12.7,FALSE,90,0,"3",-1.48694244015752,-1.90481825293241,-0.913428413543366,1.19591272008439,5.24744489742289,0.182352465887835,0.392786141056456,0.0557448342884752,0.112238264374236,0.117708153225391,0.197737490299384,0,0.058,-0.058,0.9,0.85,0.95
"60","Libanicoccus",0.160865924986517,0.297390421604111,"Libanicoccus","Malawi",17,61,27.9,1.2,3.7,"UK",0,55,0,0,0,5.91951334167085e-06,0.000167226251902201,27.9,TRUE,15,1,"3",-1.05067873258004,-0.503158628057623,-1.4888929689951,-1.53605469583256,7.27319715743468,-0.196803929350141,0.38880999794618,0.0054515316636193,0.0195242120273663,0.0816973500659218,0.158813432789243,1.236,0,1.236,0.9,0.85,0.95
