"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"2251","RSV6",0.284780062703698,0.474340032752364,"Bifidobacterium (RSV6)","India",279,260,288,0.96875,0.902777777777778,0.0369608333333333,0.0584940897279464,"Malawi",12,2,83,0.144578313253012,0.0240963855421687,0.00247807228915663,0.0201859056393939,6.44298479636496e-53,1.26508463656227e-54,4.32324279836089e-50,1,8.09654167399852e-52,1,0.824171686746988,0.878681392235609,TRUE,TRUE,1,1,"1","1",0.963,0.0412065504256277
"1151","RSV2400",0.267187993228162,0.441381514421916,"unassigned Firmicutes (RSV2400)","India",1,0,288,0.00347222222222222,0,2.77777777777778e-07,4.71404520791032e-06,"Malawi",75,17,83,0.903614457831325,0.204819277108434,0.000659277108433735,0.000902838049832684,4.43969364160342e-68,2.20034276564062e-12,5.95806886703178e-65,1,4.40068553128124e-11,1,-0.900142235609103,-0.204819277108434,FALSE,FALSE,2,1,"2","2",0.963,0.0412065504256277
"670","RSV16",0.234642602650555,0.398170739992142,"Bifidobacterium (RSV16)","India",257,212,288,0.892361111111111,0.736111111111111,0.0237980555555556,0.0452791564491822,"Malawi",14,2,83,0.168674698795181,0.0240963855421687,0.000109879518072289,0.000401744652478271,2.88372012353092e-36,1.11451632707858e-34,7.73990481155699e-34,1,3.56645224665147e-32,1,0.72368641231593,0.712014725568943,TRUE,TRUE,3,1,"1","1",0.963,0.0412065504256277
"1489","RSV327",0.169025595340738,0.290483934428703,"unassigned Firmicutes (RSV327)","India",253,204,288,0.878472222222222,0.708333333333333,0.00377333333333333,0.00452782462323966,"Malawi",51,4,83,0.614457831325301,0.0481927710843374,0.000216867469879518,0.000348606731078556,3.95982065638415e-07,2.36181467644385e-29,1.68700930821192e-06,1,3.77890348231016e-27,1,0.264014390896921,0.660140562248996,TRUE,TRUE,4,1,"1","1",0.963,0.0412065504256277
"1183","RSV249",0.154508634669164,0.26435862070773,"Blautia (RSV249)","India",270,221,288,0.9375,0.767361111111111,0.00470152777777778,0.00653821809942143,"Malawi",69,7,83,0.831325301204819,0.0843373493975904,0.00039566265060241,0.000539629938173723,0.00622137001636946,1.50740557587103e-30,0.0105818564515623,1,3.21579856185819e-28,1,0.106174698795181,0.683023761713521,TRUE,TRUE,5,1,"1","1",0.963,0.0412065504256277
"1584","RSV358",0.13068723888501,0.234690413411771,"Dorea (RSV358)","India",266,206,288,0.923611111111111,0.715277777777778,0.00246055555555556,0.00240140254540053,"Malawi",79,6,83,0.951807228915663,0.072289156626506,0.000384578313253012,0.000387201659203319,0.470542849531975,2.33527226594546e-27,0.521443851421891,0,2.49095708367516e-25,1,-0.0281961178045514,0.642988621151272,FALSE,TRUE,6,1,"ns","1",0.963,0.0412065504256277
"1369","RSV296",0.122493095992372,0.228031988354241,"Blautia (RSV296)","India",269,206,288,0.934027777777778,0.715277777777778,0.00403027777777778,0.00677998652979292,"Malawi",70,11,83,0.843373493975904,0.132530120481928,0.000462168674698795,0.000600983032496111,0.0141867854815968,5.08327503419308e-22,0.0222674457500619,1,2.95754183807597e-20,1,0.0906542838018741,0.58274765729585,TRUE,TRUE,7,1,"1","1",0.963,0.0412065504256277
"2230","RSV592",0.116266480829487,0.203301618831631,"Ruminococcaceae_UCG-005 (RSV592)","India",87,16,288,0.302083333333333,0.0555555555555556,0.000265555555555556,0.00104660578175742,"Malawi",68,52,83,0.819277108433735,0.626506024096386,0.00289156626506024,0.00570634060731157,2.31394736599197e-17,1.43491072169976e-27,4.1404231535483e-16,1,1.83668572377569e-25,1,-0.517193775100402,-0.57095046854083,FALSE,FALSE,8,1,"2","2",0.963,0.0412065504256277
"293","RSV12",0.107749188965829,0.190639799925537,"Collinsella (RSV12)","India",273,261,288,0.947916666666667,0.90625,0.0491577777777778,0.0566762821602163,"Malawi",81,64,83,0.975903614457831,0.771084337349398,0.00872048192771084,0.0268046770538284,0.381092071552563,0.00209524393381128,0.4326781387678,0,0.00444025204516298,1,-0.0279869477911647,0.135165662650602,FALSE,TRUE,9,1,"ns","1",0.963,0.0412065504256277
"1007","RSV2101",0.105922302448003,0.184263723713949,"Lachnospiraceae_UCG-010 (RSV2101)","India",95,0,288,0.329861111111111,0,6.90277777777778e-05,0.000135663651739907,"Malawi",74,8,83,0.891566265060241,0.0963855421686747,0.000459277108433735,0.000366572067690719,9.38077754544119e-21,4.78081287959502e-06,3.22794960666207e-19,1,2.35363095610832e-05,1,-0.56170515394913,-0.0963855421686747,FALSE,FALSE,10,1,"2","2",0.963,0.0412065504256277
"889","RSV1911",0.10342273526968,0.181238271967375,"unassigned Firmicutes (RSV1911)","India",0,0,288,0,0,0,0,"Malawi",54,17,83,0.650602409638554,0.204819277108434,0.000793253012048193,0.0014162515868148,4.62799454375683e-44,2.20034276564062e-12,2.07025622590722e-41,1,4.40068553128124e-11,1,-0.650602409638554,-0.204819277108434,FALSE,FALSE,11,1,"2","2",0.963,0.0412065504256277
"2535","RSV711",0.0974490495383905,0.174397234503511,"Ruminococcaceae_UCG-003 (RSV711)","India",98,24,288,0.340277777777778,0.0833333333333333,0.000292222222222222,0.000712313250243945,"Malawi",73,43,83,0.879518072289157,0.518072289156627,0.00159180722891566,0.00255845043831475,3.38274567180193e-19,8.26665537538359e-17,7.56607448593031e-18,1,2.93925524458083e-15,1,-0.539240294511379,-0.434738955823293,FALSE,FALSE,12,1,"2","2",0.963,0.0412065504256277
"2664","RSV772",0.0954984386138043,0.164966363244858,"Agathobacter (RSV772)","India",8,2,288,0.0277777777777778,0.00694444444444444,1.58333333333333e-05,0.000130629673115483,"Malawi",50,34,83,0.602409638554217,0.409638554216867,0.00245686746987952,0.00524468277254789,3.98501707271556e-31,6.27462582508768e-23,4.86172082871299e-29,1,5.01970066007015e-21,1,-0.574631860776439,-0.402694109772423,FALSE,FALSE,13,1,"2","2",0.963,0.0412065504256277
"528","RSV1430",0.0921005264269153,0.160757966905663,"Lachnospiraceae_UCG-004 (RSV1430)","India",109,10,288,0.378472222222222,0.0347222222222222,0.000161111111111111,0.000339672133597992,"Malawi",78,15,83,0.939759036144578,0.180722891566265,0.000567710843373494,0.000466913386497692,8.30501080782797e-22,2.72753722400661e-05,3.37737106185004e-20,1,0.000107754556997792,1,-0.561286813922356,-0.146000669344043,FALSE,FALSE,14,1,"2","2",0.963,0.0412065504256277
"2337","RSV63",0.0915209161917506,0.16163144739079,"Bifidobacterium (RSV63)","India",199,183,288,0.690972222222222,0.635416666666667,0.0177413888888889,0.0322142614036939,"Malawi",8,5,83,0.0963855421686747,0.0602409638554217,0.000153734939759036,0.000617421291208439,3.74096700462084e-23,1.29894467432616e-22,1.93091450776968e-21,1,9.23693990631937e-21,1,0.594586680053548,0.575175702811245,TRUE,TRUE,15,1,"1","1",0.963,0.0412065504256277
"2814","RSV853",0.0902081121909031,0.162238807873097,"Bifidobacterium (RSV853)","India",180,77,288,0.625,0.267361111111111,0.00104152777777778,0.00191758643284956,"Malawi",0,0,83,0,0,0,0,1.9873716571975e-29,2.88408036855091e-10,2.22254396996587e-27,1,3.76696211402568e-09,1,0.625,0.267361111111111,TRUE,TRUE,16,1,"1","1",0.963,0.0412065504256277
"2389","RSV652",0.0895851752824051,0.165724380104861,"Lachnospiraceae_AC2044_group (RSV652)","India",117,27,288,0.40625,0.09375,0.00047125,0.0017923930920743,"Malawi",70,48,83,0.843373493975904,0.578313253012048,0.00290746987951807,0.00528641121370852,5.81973505843492e-13,3.33838722491797e-19,6.56309617514258e-12,1,1.42437854929833e-17,1,-0.437123493975904,-0.484563253012048,FALSE,FALSE,17,1,"2","2",0.963,0.0412065504256277
"869","RSV1883",0.0890299704830535,0.164812316004114,"Lachnospiraceae_NK4B4_group (RSV1883)","India",2,0,288,0.00694444444444444,0,9.72222222222222e-07,1.43291056077618e-05,"Malawi",52,26,83,0.626506024096386,0.313253012048193,0.000971084337349398,0.00176246294688482,5.91008727505307e-39,3.75072220230265e-19,1.9828342807803e-36,1,1.50028888092106e-17,1,-0.619561579651941,-0.313253012048193,FALSE,FALSE,18,1,"2","2",0.963,0.0412065504256277
"2824","RSV857",0.0879758418869343,0.155691391735611,"Lachnoclostridium (RSV857)","India",168,21,288,0.583333333333333,0.0729166666666667,0.000288888888888889,0.000411607050374413,"Malawi",78,45,83,0.939759036144578,0.542168674698795,0.0012978313253012,0.00102275101062696,5.73571773487037e-11,1.87757395355977e-19,4.90276000012486e-10,1,8.58319521627324e-18,1,-0.356425702811245,-0.469252008032128,FALSE,FALSE,19,1,"2","2",0.963,0.0412065504256277
"2514","RSV706",0.0829552947143064,0.151030667307614,"Dorea (RSV706)","India",237,119,288,0.822916666666667,0.413194444444444,0.00151763888888889,0.00275309847265855,"Malawi",38,2,83,0.457831325301205,0.0240963855421687,0.000112289156626506,0.000241253460994787,2.03352672749651e-10,5.59935590710751e-14,1.50773086646426e-09,1,1.43343511221952e-12,1,0.365085341365462,0.389098058902276,TRUE,TRUE,20,1,"1","1",0.963,0.0412065504256277
"3051","RSV98",0.0828891405291349,0.148809992849614,"Lactobacillus (RSV98)","India",202,160,288,0.701388888888889,0.555555555555556,0.0150095833333333,0.0341298459693052,"Malawi",10,1,83,0.120481927710843,0.0120481927710843,3.66265060240964e-05,0.000141656378369508,6.42607135572264e-22,4.72827781923176e-23,2.78186701915477e-20,1,4.32299686329761e-21,1,0.580906961178046,0.543507362784471,TRUE,TRUE,21,0,"1","1",0.963,0.0412065504256277
"3069","RSV991",0.0803523347636887,0.141228096389139,"Ruminococcaceae_UCG-003 (RSV991)","India",112,30,288,0.388888888888889,0.104166666666667,0.000279166666666667,0.000491578556643713,"Malawi",73,44,83,0.879518072289157,0.530120481927711,0.00122168674698795,0.0010239531468858,2.79012915304386e-16,2.32254413910997e-15,4.35389921323821e-15,1,6.75649204104718e-14,1,-0.490629183400268,-0.425953815261044,FALSE,FALSE,22,0,"2","2",0.963,0.0412065504256277
