"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India (IPV)","rab.win.India (OPV)","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Acinetobacter",0.151596620223924,0.283733391034324,"Acinetobacter","India (OPV)",39,202,19.3,0,0.2,"India (IPV)",13,87,14.9,0,0.1,0.408991666499053,0.810609131522119,4.4,TRUE,19,1,"ns",-1.43003757572792,-1.75247754980187,-1.30030077688755,0.572521185831171,6.09969997076611,0.0827629952237371,0.457600000142356,0.324703744487981,0.800884679726236,0.360211529732034,0.823260182258245,0.038,0.016,0.022,0.55,0.45,0.6
"2","Actinomyces",0.141643292670424,0.265279873712568,"Actinomyces","India (OPV)",27,202,13.4,0,0,"India (IPV)",13,87,14.9,0.1,0.3,0.713602342455862,0.874162869508431,-1.5,FALSE,20,1,"ns",-1.84619107593388,-1.78467540192069,-1.88206287750328,-0.113941777753463,5.86092079816021,-0.0142954988397191,0.492400000025339,0.507882921469565,0.861725239742262,0.558962647445282,0.898907075801494,0.007,0.066,-0.059,0.55,0.45,0.6
"3","Anaerococcus",0.0471168194231207,0.101139528456703,"Anaerococcus","India (OPV)",14,202,6.9,0,0,"India (IPV)",6,87,6.9,0,0,1,1,0,FALSE,41,0,"ns",-2.08018817414571,-2.21026568257277,-2.01578766320851,0.12030140563059,4.65053917000296,0.0241738335801929,0.48790241955643,0.491178307729644,0.850945983237307,0.487447668338064,0.868003148619519,0.001,0.001,0,0.55,0.45,0.6
"4","Bacteroides",0.217591798260813,0.386817700974187,"Bacteroides","India (OPV)",54,202,26.7,2.3,7.9,"India (IPV)",27,87,31,3.1,10.6,0.47716245970254,0.810609131522119,-4.3,FALSE,15,1,"ns",-0.899922482100339,-0.669691373817381,-0.980814929838827,-0.2963366503771,9.67911202274583,-0.0300269039813063,0.482903419373169,0.69467372900665,0.914719739226556,0.600643699832318,0.902870254669466,2.357,3.192,-0.835,0.55,0.45,0.6
"5","Bifidobacterium",0.622840279063275,1.10144199910171,"Bifidobacterium","India (OPV)",196,202,97,37.6,24.9,"India (IPV)",86,87,98.9,36.5,25,0.678748775414954,0.874162869508431,-1.90000000000001,FALSE,4,1,"ns",14.8096452954201,14.8402668353518,14.7882247610347,-0.0891704904022745,4.12200493775663,-0.015337779003339,0.487102579527106,0.842194954945212,0.946882278337623,0.714648480843135,0.940276328333424,38.03,36.919,1.111,0.55,0.45,0.6
"6","Blautia",0.043041696001711,0.0828066188176075,"Blautia","India (OPV)",8,202,4,0,0.2,"India (IPV)",7,87,8,0.2,0.9,0.158367922824393,0.80486467091327,-4,FALSE,43,0,"ns",-2.21768955220819,-2.14482014053589,-2.25277909292175,-0.227342748236861,5.21780935483248,-0.0378973512409227,0.480103979270558,0.512530297664222,0.863636817423864,0.569100443871243,0.889760248454164,0.033,0.218,-0.185,0.55,0.45,0.6
"7","Catenibacterium",0.0183949440343785,0.0369045401673442,"Catenibacterium","India (OPV)",5,202,2.5,0,0.2,"India (IPV)",5,87,5.7,0.1,0.9,0.174095470466566,0.80486467091327,-3.2,FALSE,49,0,"ns",-2.31571716754298,-2.32738942375144,-2.30909932658369,-0.0432896555678717,4.76123692813878,-0.00790842955391834,0.496000000013334,0.537508131680846,0.861651095511605,0.534966195373786,0.889170356310728,0.012,0.165,-0.153,0.55,0.45,0.6
"8","Citrobacter",0.0897370392898637,0.164694327440496,"Citrobacter","India (OPV)",23,202,11.4,0.1,0.5,"India (IPV)",11,87,12.6,0.2,1,0.84248919751068,0.89743414517442,-1.2,FALSE,27,0,"ns",-1.90025320651865,-2.05290007382876,-1.83572296043988,0.124741406002419,6.25831760390994,0.0186605498529233,0.489600000034682,0.693829165790217,0.913060509945261,0.594356402227032,0.90719755163715,0.079,0.174,-0.095,0.55,0.45,0.6
"9","Clostridioides",0.134478964331981,0.245747951047072,"Clostridioides","India (OPV)",43,202,21.3,0.2,0.8,"India (IPV)",17,87,19.5,0.2,0.7,0.874492843454791,0.9117053048784,1.8,TRUE,21,0,"ns",-1.26930289043556,-1.45229968263465,-1.1943917385515,0.165365932315175,7.36844201242817,0.0210342322386324,0.488302339571091,0.665779260249689,0.916466601856787,0.562532750134153,0.907070407576452,0.196,0.19,0.00600000000000001,0.55,0.45,0.6
"10","Clostridium_sensu_stricto_1",0.256623634687436,0.468689649047549,"Clostridium_sensu_stricto_1","India (OPV)",56,202,27.7,0.5,3.2,"India (IPV)",29,87,33.3,0.6,1.9,0.398519557125599,0.810609131522119,-5.6,FALSE,14,1,"ns",-0.578692510012667,-0.310018126565534,-0.677555717714478,-0.576381588838874,8.2694020837522,-0.0632495478203821,0.469306138874905,0.313920655546525,0.821851170762776,0.400389213108398,0.846445679531353,0.56,0.595,-0.0349999999999999,0.55,0.45,0.6
