"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"694","RSV201",0.0828775559827242,0.154439921835117,"Prevotella_9 (RSV201)","India (OPV)",103,69,201,0.512437810945274,0.343283582089552,0.0028563184079602,0.00658250076932084,"India (IPV)",17,13,87,0.195402298850575,0.149425287356322,0.000627126436781609,0.002331108084674,3.21990463578122e-07,0.000643913826633883,0.000159224284239381,1,0.139729300379553,0,0.317035512094699,0.19385829473323,TRUE,TRUE,1,1,"2","ns",0.546,0.11139156524657
"31","RSV102",0.0745872848206453,0.137734955065582,"Faecalibacterium (RSV102)","India (OPV)",188,173,201,0.935323383084577,0.860696517412935,0.0125116417910448,0.0173418783812782,"India (IPV)",80,72,87,0.919540229885057,0.827586206896552,0.010488275862069,0.019511767362221,0.620291388422847,0.475355520957466,0.961548876410965,0,1,0,0.0157831531995196,0.0331103105163836,TRUE,TRUE,2,1,"ns","ns",0.546,0.11139156524657
"1339","RSV432",0.055071859390102,0.10450350904496,"Faecalibacterium (RSV432)","India (OPV)",50,23,201,0.248756218905473,0.114427860696517,0.000541890547263682,0.00177146673916283,"India (IPV)",0,0,87,0,0,0,0,2.86581215383989e-09,0.000226990711099867,2.83428822014765e-06,1,0.0985139686173422,1,0.248756218905473,0.114427860696517,TRUE,TRUE,3,1,"2","2",0.546,0.11139156524657
"1893","RSV71",0.0533332809368809,0.0987961794586742,"Agathobacter (RSV71)","India (OPV)",171,138,201,0.850746268656716,0.686567164179104,0.0184983084577114,0.0305210518679219,"India (IPV)",72,57,87,0.827586206896552,0.655172413793103,0.00945793103448276,0.0160045595347752,0.601121121612192,0.680716258101013,0.956849006644205,0,1,0,0.0231600617601647,0.031394750386001,TRUE,TRUE,4,1,"ns","ns",0.546,0.11139156524657
"866","RSV249",0.0512164803254212,0.0994573311969315,"Blautia (RSV249)","India (OPV)",189,150,201,0.940298507462687,0.746268656716418,0.00420417910447761,0.00645548994637597,"India (IPV)",81,71,87,0.931034482758621,0.816091954022989,0.00585057471264368,0.00662053313322955,0.793196315148211,0.226112721649594,1,0,1,0,0.00926402470406595,-0.0698232973065706,TRUE,FALSE,5,1,"ns","ns",0.546,0.11139156524657
"1121","RSV34",0.0508787434279494,0.101996496339882,"Streptococcus (RSV34)","India (OPV)",140,77,201,0.696517412935323,0.383084577114428,0.00914248756218906,0.0311755937197849,"India (IPV)",76,41,87,0.873563218390805,0.471264367816092,0.0121131034482759,0.0536305817675115,0.00112405431762714,0.192045245570445,0.123521080014805,0,1,0,-0.177045805455481,-0.0881797907016641,FALSE,FALSE,6,1,"ns","ns",0.546,0.11139156524657
"1874","RSV70",0.0494042087727694,0.0997413340477189,"Faecalibacterium (RSV70)","India (OPV)",181,139,201,0.900497512437811,0.691542288557214,0.00738208955223881,0.0159316223157574,"India (IPV)",75,54,87,0.862068965517241,0.620689655172414,0.00518896551724138,0.0134653259301724,0.413907139820477,0.275235397119908,0.90801503641162,0,1,0,0.0384285469205696,0.0708526333848001,TRUE,TRUE,7,1,"ns","ns",0.546,0.11139156524657
"1936","RSV734",0.0489341826085255,0.0933111509714833,"Coprococcus_1 (RSV734)","India (OPV)",169,54,201,0.840796019900497,0.26865671641791,0.00089771144278607,0.0012320181558396,"India (IPV)",78,32,87,0.896551724137931,0.367816091954023,0.00108827586206897,0.00116655944823702,0.271185839774186,0.0948457776366553,0.870788297196982,0,1,0,-0.0557557042374336,-0.0991593755361125,FALSE,FALSE,8,1,"ns","ns",0.546,0.11139156524657
"688","RSV2",0.0442713235566579,0.0789133730838304,"Escherichia/Shigella (RSV2)","India (OPV)",198,171,201,0.985074626865672,0.850746268656716,0.068628855721393,0.118735129170705,"India (IPV)",86,71,87,0.988505747126437,0.816091954022989,0.0552114942528736,0.101845793128503,1,0.485673603319952,NA,NA,1,0,-0.0034311202607652,0.0346543146337279,FALSE,TRUE,9,1,"ns","ns",0.546,0.11139156524657
"981","RSV29",0.0439240860823442,0.086935099133757,"Klebsiella (RSV29)","India (OPV)",118,75,201,0.587064676616915,0.373134328358209,0.00246109452736318,0.0069419824831254,"India (IPV)",65,29,87,0.747126436781609,0.333333333333333,0.0024832183908046,0.00650872535913047,0.011171354462682,0.593462754882781,0.337659885818567,0,1,0,-0.160061760164694,0.0398009950248757,FALSE,TRUE,10,1,"ns","ns",0.546,0.11139156524657
"1693","RSV6",0.0427980999148595,0.0772387689833373,"Bifidobacterium (RSV6)","India (OPV)",195,182,201,0.970149253731343,0.90547263681592,0.0394364179104478,0.0656225379812796,"India (IPV)",84,78,87,0.96551724137931,0.896551724137931,0.0312413793103448,0.0368286432755436,1,0.830098700648792,NA,NA,1,0,0.00463201235203292,0.00892091267798933,TRUE,TRUE,11,1,"ns","ns",0.546,0.11139156524657
"639","RSV19",0.0396040891051373,0.0742545822244411,"Klebsiella (RSV19)","India (OPV)",145,83,201,0.721393034825871,0.412935323383085,0.00494407960199005,0.0162694354319267,"India (IPV)",70,34,87,0.804597701149425,0.390804597701149,0.00423586206896552,0.00979318231667983,0.143553469817407,0.794214279772345,0.788746564718976,0,1,0,-0.0832046663235546,0.0221307256819351,FALSE,TRUE,12,1,"ns","ns",0.546,0.11139156524657
"490","RSV16",0.0389377077187454,0.0720557461389097,"Bifidobacterium (RSV16)","India (OPV)",182,145,201,0.90547263681592,0.721393034825871,0.0216103482587065,0.0449230524828635,"India (IPV)",75,67,87,0.862068965517241,0.770114942528736,0.0288524137931034,0.0459533762953612,0.30258880557063,0.46698713427513,0.902801688420244,0,1,0,0.0434036712986791,-0.0487219077028649,TRUE,FALSE,13,1,"ns","ns",0.546,0.11139156524657
"599","RSV180",0.0383777383951793,0.0708491905823708,"Catenibacterium (RSV180)","India (OPV)",154,130,201,0.766169154228856,0.646766169154229,0.00599024875621891,0.011745856479534,"India (IPV)",65,56,87,0.747126436781609,0.64367816091954,0.00983816091954023,0.0174026289465952,0.764405853960802,1,1,0,1,0,0.0190427174472465,0.00308800823468869,TRUE,TRUE,14,1,"ns","ns",0.546,0.11139156524657
"1165","RSV358",0.0380117278134475,0.0745554660663044,"Dorea (RSV358)","India (OPV)",188,144,201,0.935323383084577,0.716417910447761,0.00262547263681592,0.00258728968236986,"India (IPV)",78,62,87,0.896551724137931,0.71264367816092,0.00207954022988506,0.00186192692637941,0.332940617885688,1,0.902801688420244,0,1,0,0.038771658946646,0.00377423228684159,TRUE,TRUE,15,1,"ns","ns",0.546,0.11139156524657
"228","RSV1204",0.0377090175135788,0.0817545972823214,"Blautia (RSV1204)","India (OPV)",109,35,201,0.54228855721393,0.174129353233831,0.00063681592039801,0.00133190608187863,"India (IPV)",56,27,87,0.64367816091954,0.310344827586207,0.000915402298850575,0.0016224291324314,0.120794994222758,0.01245957223833,0.765529498778131,0,0.901242391905872,0,-0.10138960370561,-0.136215474352376,FALSE,FALSE,16,1,"ns","ns",0.546,0.11139156524657
"1013","RSV3",0.0373992684059698,0.0675981517656041,"Streptococcus (RSV3)","India (OPV)",146,55,201,0.72636815920398,0.27363184079602,0.00305134328358209,0.0123101313838061,"India (IPV)",57,22,87,0.655172413793103,0.252873563218391,0.0034735632183908,0.0133285828532808,0.260522455804269,0.772968298955738,0.858631415943482,0,1,0,0.0711957454108767,0.020758277577629,TRUE,TRUE,17,1,"ns","ns",0.546,0.11139156524657
"221","RSV12",0.0362254492913879,0.0656738024675309,"Collinsella (RSV12)","India (OPV)",194,183,201,0.965174129353234,0.91044776119403,0.0495422885572139,0.0575004869260802,"India (IPV)",79,78,87,0.908045977011494,0.896551724137931,0.0482694252873563,0.0550414326678638,0.0780700306399435,0.825964524604924,0.632879182810689,0,1,0,0.0571281523417396,0.0138960370560988,TRUE,TRUE,18,1,"ns","ns",0.546,0.11139156524657
"349","RSV135",0.0358837253307055,0.0660898979089692,"Faecalibacterium (RSV135)","India (OPV)",186,153,201,0.925373134328358,0.761194029850746,0.00598885572139304,0.00959057053485764,"India (IPV)",74,60,87,0.850574712643678,0.689655172413793,0.00652735632183908,0.0104759703396681,0.0544270851539485,0.242057936303732,0.581056496665886,0,1,0,0.0747984216846801,0.0715388574369531,TRUE,TRUE,19,1,"ns","ns",0.546,0.11139156524657
"1930","RSV73",0.0350308672993904,0.0646037303854863,"Faecalibacterium (RSV73)","India (OPV)",190,177,201,0.945273631840796,0.880597014925373,0.0137691542288557,0.0211502343197681,"India (IPV)",79,70,87,0.908045977011494,0.804597701149425,0.0113406896551724,0.0128213337652073,0.300623406647269,0.100084620124375,0.902801688420244,0,1,0,0.0372276548293018,0.0759993137759478,TRUE,TRUE,20,1,"ns","ns",0.546,0.11139156524657
"222","RSV120",0.0346848742027684,0.0630043814790215,"Subdoligranulum (RSV120)","India (OPV)",191,171,201,0.950248756218905,0.850746268656716,0.00908338308457711,0.0176996762822802,"India (IPV)",81,72,87,0.931034482758621,0.827586206896552,0.0072551724137931,0.0104240959523316,0.577168112352239,0.601121121612192,0.956849006644205,0,1,0,0.0192142734602848,0.0231600617601647,TRUE,TRUE,21,0,"ns","ns",0.546,0.11139156524657
"998","RSV296",0.0340969826000898,0.0641918294351975,"Blautia (RSV296)","India (OPV)",187,142,201,0.930348258706468,0.706467661691542,0.00425014925373134,0.00762674979775867,"India (IPV)",82,64,87,0.942528735632184,0.735632183908046,0.00352229885057471,0.00421410855732332,0.801111024074638,0.671035695297683,1,0,1,0,-0.0121804769257162,-0.0291645222165037,FALSE,FALSE,22,0,"ns","ns",0.546,0.11139156524657
"341","RSV133",0.0337903937139039,0.0617722285381184,"Blautia (RSV133)","India (OPV)",190,168,201,0.945273631840796,0.835820895522388,0.00734029850746269,0.0103691636070827,"India (IPV)",81,74,87,0.931034482758621,0.850574712643678,0.00817471264367816,0.0131867997633187,0.598277950050837,0.861545631140935,0.956849006644205,0,1,0,0.0142391490821754,-0.0147538171212901,TRUE,FALSE,23,0,"ns","ns",0.546,0.11139156524657
"771","RSV2186",0.0333642555069332,0.0695373769316642,"unassigned Firmicutes (RSV2186)","India (OPV)",134,3,201,0.666666666666667,0.0149253731343284,0.000192039800995025,0.000242091549641784,"India (IPV)",55,1,87,0.632183908045977,0.0114942528735632,0.000144827586206897,0.000219618390326692,0.590718603523438,1,0.956849006644205,0,NA,NA,0.0344827586206896,0.00343112026076514,TRUE,TRUE,24,0,"ns","ns",0.546,0.11139156524657
"1046","RSV312",0.0332492165944882,0.0643343605784746,"Weissella (RSV312)","India (OPV)",151,45,201,0.751243781094527,0.223880597014925,0.00141333333333333,0.00488256216891637,"India (IPV)",72,22,87,0.827586206896552,0.252873563218391,0.0024648275862069,0.00851284171694945,0.169851290195032,0.649116617251582,0.803544004336086,0,1,0,-0.0763424258020243,-0.0289929662034654,FALSE,FALSE,25,0,"ns","ns",0.546,0.11139156524657
"1884","RSV706",0.033236662140483,0.0646051756083956,"Dorea (RSV706)","India (OPV)",166,86,201,0.825870646766169,0.427860696517413,0.00153532338308458,0.00245472524326054,"India (IPV)",71,33,87,0.816091954022989,0.379310344827586,0.0014767816091954,0.00335841168655691,0.867183431239038,0.514905745767709,1,0,1,0,0.00977869274318066,0.0485503516898267,TRUE,TRUE,26,0,"ns","ns",0.546,0.11139156524657
"2121","RSV853",0.0330694649376081,0.0644773670163467,"Bifidobacterium (RSV853)","India (OPV)",117,51,201,0.582089552238806,0.253731343283582,0.00105213930348259,0.00207063369539315,"India (IPV)",63,26,87,0.724137931034483,0.298850574712644,0.00101701149425287,0.00151641722409789,0.024474095784534,0.469207477096235,0.44823853205378,0,1,0,-0.142048378795677,-0.0451192314290616,FALSE,FALSE,27,0,"ns","ns",0.546,0.11139156524657
"2197","RSV90",0.0327270963171839,0.0606270954043116,"Subdoligranulum (RSV90)","India (OPV)",183,153,201,0.91044776119403,0.761194029850746,0.00747462686567164,0.0150564020597577,"India (IPV)",77,65,87,0.885057471264368,0.747126436781609,0.00806620689655172,0.0138388799487446,0.519774703457739,0.881166568697458,0.956849006644205,0,1,0,0.025390289929662,0.0140675930691371,TRUE,TRUE,28,0,"ns","ns",0.546,0.11139156524657
