"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"517","RSV3",0.60994482599871,1.01343584089994,"Streptococcus (RSV3)","India",273,262,282,0.968085106382979,0.929078014184397,0.0669860992907801,0.0833056204737947,"UK",39,20,55,0.709090909090909,0.363636363636364,0.00321672727272727,0.00773731196852735,2.186226349483e-08,1.41711712625768e-19,4.73161845638107e-07,1,2.33824325832517e-17,1,0.25899419729207,0.565441650548034,TRUE,TRUE,1,1,"1","1",0.9665,0.0414722738097334
"1","RSV1",0.393881006280811,0.67867882318765,"Bifidobacterium (RSV1)","India",236,222,282,0.836879432624113,0.787234042553192,0.334516170212766,0.248052009176412,"UK",27,24,55,0.490909090909091,0.436363636363636,0.0509076363636364,0.122866992674006,1.55394455217247e-07,5.12968801029035e-07,2.76967764298976e-06,1,7.05332101414923e-06,1,0.345970341715023,0.350870406189555,TRUE,TRUE,2,1,"1","1",0.9665,0.0414722738097334
"293","RSV19",0.335981940950204,0.595831996918552,"Klebsiella (RSV19)","India",215,140,282,0.762411347517731,0.49645390070922,0.010089219858156,0.0408217921020286,"UK",9,6,55,0.163636363636364,0.109090909090909,0.00181018181818182,0.00634047418804721,5.06192460118844e-17,3.03051373124014e-08,7.66881577080048e-15,1,6.25043457068279e-07,1,0.598774983881367,0.387362991618311,TRUE,TRUE,3,1,"1","1",0.9665,0.0414722738097334
"248","RSV17",0.2463359234464,0.428690646081821,"Streptococcus (RSV17)","India",171,142,282,0.606382978723404,0.50354609929078,0.00797914893617021,0.0184133796894074,"UK",8,5,55,0.145454545454545,0.0909090909090909,0.00202836363636364,0.00927870256807499,2.10237990330923e-10,2.08779594660509e-09,7.07801234114109e-09,1,8.61215827974599e-08,1,0.460928433268859,0.412637008381689,TRUE,TRUE,4,1,"1","1",0.9665,0.0414722738097334
"760","RSV5",0.226550625750715,0.409153944058697,"Bifidobacterium (RSV5)","India",222,187,282,0.787234042553192,0.663120567375887,0.0566117730496454,0.133346518041205,"UK",16,14,55,0.290909090909091,0.254545454545455,0.00579345454545455,0.0136389676238753,2.39862570089585e-12,2.41581859574414e-08,1.45356717474289e-10,1,5.69442954711118e-07,1,0.496324951644101,0.408575112830432,TRUE,TRUE,5,1,"1","1",0.9665,0.0414722738097334
"759","RSV497",0.199464905899855,0.33889294273622,"Escherichia/Shigella (RSV497)","India",1,1,282,0.00354609929078014,0.00354609929078014,3.36170212765957e-05,0.000564525784798292,"UK",23,22,55,0.418181818181818,0.4,0.00135272727272727,0.00217018300520815,1.6487391619329e-19,1.50397192840691e-18,4.99567966065668e-17,1,1.2407768409357e-16,1,-0.414635718891038,-0.39645390070922,FALSE,FALSE,6,1,"3","3",0.9665,0.0414722738097334
"500","RSV29",0.190373791136938,0.339199632666188,"Klebsiella (RSV29)","India",191,111,282,0.677304964539007,0.393617021276596,0.00546297872340426,0.0157649425810301,"UK",11,9,55,0.2,0.163636363636364,0.00499054545454545,0.0210550895948015,7.11342383501808e-11,0.00107939410656772,3.07909631715783e-09,1,0.00424047684723033,1,0.477304964539007,0.229980657640232,TRUE,TRUE,7,1,"1","1",0.9665,0.0414722738097334
"855","RSV6",0.187571512041848,0.327675319168829,"Bifidobacterium (RSV6)","India",86,74,282,0.304964539007092,0.26241134751773,0.00792425531914894,0.0316774004836377,"UK",37,37,55,0.672727272727273,0.672727272727273,0.0483309090909091,0.0778930763640424,4.80636814539073e-07,1.18638244199548e-08,7.15578543916573e-06,1,3.26255171548758e-07,1,-0.367762733720181,-0.410315925209542,FALSE,FALSE,8,1,"3","3",0.9665,0.0414722738097334
"904","RSV671",0.183723713484415,0.319602650740486,"Dolosigranulum (RSV671)","India",150,11,282,0.531914893617021,0.0390070921985816,0.000170921985815603,0.000337256886386712,"UK",6,0,55,0.109090909090909,0,1.01818181818182e-05,4.08924021327746e-05,1.98172113031047e-09,0.222703917359818,5.00384585403394e-08,1,NA,NA,0.422823984526112,0.0390070921985816,TRUE,TRUE,9,1,"1","ns",0.9665,0.0414722738097334
"518","RSV30",0.178962148446103,0.314894967665532,"Rothia (RSV30)","India",187,86,282,0.663120567375887,0.304964539007092,0.00230411347517731,0.00561418007322092,"UK",11,8,55,0.2,0.145454545454545,0.003464,0.0150625866648805,3.03263516589253e-10,0.0204650156707253,9.18888455265435e-09,1,0.0342082866686246,1,0.463120567375887,0.159509993552547,TRUE,TRUE,10,1,"1","1",0.9665,0.0414722738097334
