"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"1","RSV1",0.468029530271332,0.789794934207183,"Bifidobacterium (RSV1)","India",205,185,287,0.714285714285714,0.644599303135889,0.329429965156794,0.320477483886108,"UK",9,8,59,0.152542372881356,0.135593220338983,0.0229633898305085,0.100264256989668,7.52030297485018e-16,2.73101376143087e-13,9.55078477805973e-14,1,2.04826032107315e-11,1,0.561743341404358,0.509006082796906,TRUE,TRUE,1,1,"1","1",0.9135,0.0639029409228234
"288","RSV19",0.438495527844745,0.738793764421271,"Klebsiella (RSV19)","India",218,142,287,0.759581881533101,0.494773519163763,0.0100321951219512,0.0255773718911248,"UK",9,8,59,0.152542372881356,0.135593220338983,0.00888610169491525,0.0337949090747229,1.76107110029578e-18,2.06596212978775e-07,4.47312059475127e-16,1,5.16490532446938e-06,1,0.607039508651745,0.35918029882478,TRUE,TRUE,2,1,"1","1",0.9135,0.0639029409228234
"473","RSV3",0.383180479501174,0.652500856224912,"Streptococcus (RSV3)","India",277,261,287,0.965156794425087,0.909407665505226,0.0697163763066202,0.090534819253768,"UK",48,36,59,0.813559322033898,0.610169491525424,0.0151559322033898,0.0349026537435215,0.000131582900066347,8.70266080845483e-08,0.00079713524620133,1,2.61079824253645e-06,1,0.151597472391189,0.299238173979803,TRUE,TRUE,3,1,"1","1",0.9135,0.0639029409228234
"474","RSV30",0.249822855477312,0.438070913216452,"Rothia (RSV30)","India",159,106,287,0.554006968641115,0.369337979094077,0.00255275261324042,0.00673112406718347,"UK",8,5,59,0.135593220338983,0.0847457627118644,0.00210779661016949,0.00903359936432653,1.35825704877097e-09,5.82596284875366e-06,5.74995483979712e-08,1,7.944494793755e-05,1,0.418413748302132,0.284592216382212,TRUE,TRUE,4,1,"1","1",0.9135,0.0639029409228234
"900","RSV8",0.24264917727404,0.426120641958591,"Staphylococcus (RSV8)","India",222,163,287,0.773519163763066,0.56794425087108,0.00784724738675958,0.0141863108602343,"UK",22,13,59,0.372881355932203,0.220338983050847,0.00290983050847458,0.0182064309869101,8.08518216007625e-09,1.36914482636538e-06,2.56704533582421e-07,1,2.93388177078296e-05,1,0.400637807830863,0.347605267820233,TRUE,TRUE,5,1,"1","1",0.9135,0.0639029409228234
"667","RSV48",0.215405450519623,0.383542455742828,"Staphylococcus (RSV48)","India",137,75,287,0.477351916376307,0.261324041811847,0.00165644599303136,0.00360896435123799,"UK",1,1,59,0.0169491525423729,0.0169491525423729,4.47457627118644e-05,0.000343698724989375,2.09168341479073e-13,3.21636938177878e-06,1.32821896839211e-11,1,4.98375614774185e-05,1,0.460402763833934,0.244374889269474,TRUE,TRUE,6,1,"1","1",0.9135,0.0639029409228234
"417","RSV26",0.208417249107747,0.378223187881341,"Klebsiella (RSV26)","India",189,121,287,0.658536585365854,0.421602787456446,0.00600585365853659,0.0188358206362623,"UK",15,13,59,0.254237288135593,0.220338983050847,0.0108033898305085,0.0326650227682281,1.27117844395114e-08,0.004968650028955,3.58754805292877e-07,1,0.0128499569714354,1,0.40429929723026,0.201263804405599,TRUE,TRUE,7,1,"1","1",0.9135,0.0639029409228234
"817","RSV671",0.200396995891427,0.349510945483308,"Dolosigranulum (RSV671)","India",114,15,287,0.397212543554007,0.0522648083623693,0.000186202090592335,0.000433059373013741,"UK",5,0,59,0.0847457627118644,0,4.74576271186441e-06,1.67492596031308e-05,8.76104982961581e-07,0.084111657516147,1.2362814759569e-05,1,0.113326475071878,0,0.312466780842143,0.0522648083623693,TRUE,TRUE,8,1,"1","ns",0.9135,0.0639029409228234
"458","RSV29",0.18400386770542,0.335816276820806,"Klebsiella (RSV29)","India",182,111,287,0.634146341463415,0.386759581881533,0.00517560975609756,0.0151616971009199,"UK",13,12,59,0.220338983050847,0.203389830508475,0.011255593220339,0.0419797586804184,6.01554858480942e-09,0.00715776900221181,2.18278477220228e-07,1,0.0174279249312331,1,0.413807358412567,0.183369751373058,TRUE,TRUE,9,1,"1","1",0.9135,0.0639029409228234
"687","RSV5",0.151364961123557,0.269457172750153,"Bifidobacterium (RSV5)","India",180,132,287,0.627177700348432,0.45993031358885,0.0680366550522648,0.144716162106332,"UK",16,14,59,0.271186440677966,0.23728813559322,0.0118020338983051,0.0362497021523869,5.92031773340579e-07,0.00145211460755841,8.84565120167689e-06,1,0.00573203134562531,1,0.355991259670466,0.22264217799563,TRUE,TRUE,10,1,"1","1",0.9135,0.0639029409228234
