"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India (IPV)","rab.win.India (OPV)","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Acinetobacter",0.16130006493546,0.3172498543789,"Acinetobacter","India (OPV)",43,194,22.2,0,0.1,"India (IPV)",16,95,16.8,0,0.1,0.351981264803214,0.866782994006171,5.4,TRUE,21,0,"ns",-1.11279632366988,-1.4394117058178,-0.949309599888087,0.602512098096088,6.18852547043153,0.0873181523375638,0.458308338472223,0.293604121455458,0.852889165427622,0.299101388865487,0.834172089508366,0.024,0.024,0,0.5,0.4,0.55
"2","Actinomyces",0.198879690242234,0.36117102308069,"Actinomyces","India (OPV)",53,194,27.3,0.1,0.4,"India (IPV)",34,95,35.8,0.1,0.2,0.172047201210502,0.787173626614305,-8.5,FALSE,17,1,"ns",-0.488469555054696,-0.186082670042056,-0.620587298482159,-0.597760632453506,7.05302265364985,-0.0776880680374261,0.46490701871379,0.393554378854923,0.880988114125379,0.40670476003839,0.884488407552495,0.069,0.059,0.01,0.5,0.4,0.55
"3","Akkermansia",0.0302324828618584,0.0572538336450879,"Akkermansia","India (OPV)",8,194,4.1,0.1,1.1,"India (IPV)",5,95,5.3,0.6,4.2,0.76388716660652,0.902809730351672,-1.2,FALSE,57,0,"ns",-1.96871387594932,-2.09009546147163,-1.91049935089561,0.074004462331791,5.03461392367196,0.0109599661072474,0.492901419739715,0.584753714364733,0.926578161594462,0.508433233924683,0.900273504735333,0.143,0.636,-0.493,0.5,0.4,0.55
"4","Anaerococcus",0.129768374936098,0.247056703810787,"Anaerococcus","India (OPV)",41,194,21.1,0,0,"India (IPV)",26,95,27.4,0,0,0.23957949240636,0.787173626614305,-6.3,FALSE,25,0,"ns",-0.814059957244062,-0.686583833675376,-0.875156405725416,-0.341355107521385,5.46766466328646,-0.0582944990107022,0.469306138874905,0.496527973751273,0.905902900058491,0.473269931098094,0.907785849205675,0.006,0.006,0,0.5,0.4,0.55
"5","Atopobium",0.155107864194122,0.290411309154124,"Atopobium","India (OPV)",44,194,22.7,0,0.2,"India (IPV)",23,95,24.2,0,0.1,0.768671644353798,0.902809730351672,-1.5,FALSE,23,0,"ns",-0.990895154032476,-1.00640214285224,-0.979632227822282,0.00132801421798057,6.90647462485366,0.000334035373433847,0.499900019996334,0.643973417108276,0.938425411932203,0.6394259771096,0.93939608231811,0.042,0.029,0.013,0.5,0.4,0.55
"6","Bacteroides",0.242266385578522,0.44709769798496,"Bacteroides","India (OPV)",58,194,29.9,2.2,7.7,"India (IPV)",38,95,40,3.5,8.6,0.110330789953548,0.787173626614305,-10.1,FALSE,12,1,"ns",-0.264292089368762,0.325655147578304,-0.487378388128279,-1.11953806011332,10.9896517713352,-0.102052200071347,0.446910618055336,0.0924211448717501,0.791517462301859,0.142386321744659,0.789441765191642,2.217,3.534,-1.317,0.5,0.4,0.55
"7","Bifidobacterium",0.486191996831008,0.855104796835318,"Bifidobacterium","India (OPV)",194,194,100,44.7,24.4,"India (IPV)",95,95,100,47.2,23.9,1,1,0,FALSE,4,1,"ns",15.5581945491831,15.6904267528562,15.4578135843813,-0.279757992284128,2.54178191550214,-0.0805102273812225,0.449310138143058,0.449455914639001,0.924022388645726,0.220751286212773,0.874568095046591,44.775,47.236,-2.461,0.5,0.4,0.55
"8","Blautia",0.0289785577056359,0.0557133485689041,"Blautia","India (OPV)",13,194,6.7,0,0.1,"India (IPV)",4,95,4.2,0,0.1,0.595287666985307,0.902809730351672,2.5,TRUE,59,0,"ns",-1.89041851189218,-2.08473682474124,-1.80415117965497,0.277859989758228,5.10465006508888,0.0450980783077189,0.475304939094683,0.507203511391402,0.909105863259291,0.474504461797369,0.891741124444988,0.033,0.018,0.015,0.5,0.4,0.55
"9","Campylobacter",0.0236481383624566,0.0528494636947319,"Campylobacter","India (OPV)",10,194,5.2,0,0.3,"India (IPV)",1,95,1.1,0,0,0.10871346892823,0.787173626614305,4.1,TRUE,65,0,"ns",-2.00232798988582,-2.26088101364415,-1.88117894928711,0.426472519061976,4.73310334244931,0.0735774906271723,0.456308738399049,0.285456566305846,0.808877470841078,0.338867595156486,0.833062413510688,0.03,0,0.03,0.5,0.4,0.55
"10","Catenibacterium",0.0298302576883672,0.0574525009297089,"Catenibacterium","India (OPV)",10,194,5.2,0,0,"India (IPV)",6,95,6.3,0,0.1,0.785150283105472,0.902809730351672,-1.1,FALSE,58,0,"ns",-1.88512276207227,-2.0263401943258,-1.8190571306333,0.216222257347524,4.94804841171907,0.0364187498095814,0.480600000064764,0.518641296955633,0.918262623160076,0.508023582263913,0.90423207619449,0.007,0.014,-0.007,0.5,0.4,0.55
"11","Citrobacter",0.0807727282498495,0.1484876758062,"Citrobacter","India (OPV)",20,194,10.3,0,0.2,"India (IPV)",12,95,12.6,0,0.1,0.554659689140198,0.902809730351672,-2.3,FALSE,39,0,"ns",-1.70272991511613,-1.78866112832183,-1.67238737366916,0.0177544075941878,5.85405801617629,0.00267580319670608,0.498600000004667,0.644115918295643,0.939622582559779,0.605549808478108,0.932097466120187,0.024,0.032,-0.008,0.5,0.4,0.55
"12","Clostridioides",0.0943561277427947,0.169711894324016,"Clostridioides","India (OPV)",26,194,13.4,0.1,0.3,"India (IPV)",18,95,18.9,0.1,0.5,0.226365997245264,0.787173626614305,-5.5,FALSE,34,0,"ns",-1.46732733345578,-1.49140946204114,-1.45486483036805,-0.0689875597872991,6.88519315833974,-0.0113431503694175,0.494600000018002,0.596922599570169,0.926078344126481,0.589456306994867,0.925006814058916,0.082,0.108,-0.026,0.5,0.4,0.55
"13","Clostridium_sensu_stricto_1",0.217905753465501,0.418559583042395,"Clostridium_sensu_stricto_1","India (OPV)",57,194,29.4,0.6,3.4,"India (IPV)",34,95,35.8,0.4,1.9,0.283189826238698,0.787173626614305,-6.4,FALSE,14,1,"ns",-0.527556823508528,-0.319069690886691,-0.622844086218462,-0.334185733458889,8.46627549182706,-0.0338526198836781,0.481503699321862,0.727968055229397,0.956378879257516,0.655977799774269,0.942202084529475,0.619,0.428,0.191,0.5,0.4,0.55
