"","feature_id","feature","feature.description","feature_full","Feature","mean","sd","prev","mean_IND","sd_IND","prev_IND","mean_MLW","sd_MLW","prev_MLW"
"2091","g731","2.3.1.19","Phosphate butyryltransferase","Phosphate_butyryltransferase_(2.3.1.19)","Phosphate_butyryltransferase_(2.3.1.19)",0.000354,0.00131,28.4,0.000348,0.001353,28.3,0.000383,0.001083,29.3
"1542","g2386","7.6.2.5","NO NAME","NO_NAME_(7.6.2.5)","NO_NAME_(7.6.2.5)",0.000352,0.000453,77.7,0.000336,0.000447,76.7,0.000428,0.000475,82.8
"906","g1813","3.6.3.54","Cu(+) exporting ATPase","Cu(+)_exporting_ATPase_(3.6.3.54)","Cu(+)_exporting_ATPase_(3.6.3.54)",0.000351,0.001149,24,0.000232,0.000884,20.1,0.000928,0.001899,43.1
"1006","g1903","4.1.2.28","2-dehydro-3-deoxy-D-pentonate aldolase","2-dehydro-3-deoxy-D-pentonate_aldolase_(4.1.2.28)","2-dehydro-3-deoxy-D-pentonate_aldolase_(4.1.2.28)",0.000351,0.000813,42.2,0.000313,0.000741,43.8,0.000537,0.001088,34.5
"470","g1420","3.1.8.1","Aryldialkylphosphatase","Aryldialkylphosphatase_(3.1.8.1)","Aryldialkylphosphatase_(3.1.8.1)",0.00035,0.000546,69.5,0.000345,0.000558,70,0.000372,0.000485,67.2
"797","g1715","3.5.3.9","Allantoate deiminase","Allantoate_deiminase_(3.5.3.9)","Allantoate_deiminase_(3.5.3.9)",0.000349,0.000492,78.3,0.000342,0.000496,77.7,0.000384,0.000475,81
"1074","g1965","4.2.1.149","Crotonobetainyl-CoA hydratase","Crotonobetainyl-CoA_hydratase_(4.2.1.149)","Crotonobetainyl-CoA_hydratase_(4.2.1.149)",0.000349,0.000557,76.2,0.000336,0.000541,76.3,0.000412,0.000629,75.9
"567","g1508","3.2.1.97","Endo-alpha-N-acetylgalactosaminidase","Endo-alpha-N-acetylgalactosaminidase_(3.2.1.97)","Endo-alpha-N-acetylgalactosaminidase_(3.2.1.97)",0.000346,0.001272,52.5,0.000342,0.001306,54.4,0.000368,0.001098,43.1
"1281","g2150","5.2.1.5","Linoleate isomerase","Linoleate_isomerase_(5.2.1.5)","Linoleate_isomerase_(5.2.1.5)",0.000346,0.001093,34.9,0.00036,0.001157,37.1,0.000278,0.000706,24.1
"582","g1521","3.2.2.24","ADP-ribosyl-[dinitrogen reductase] hydrolase","ADP-ribosyl-[dinitrogen_reductase]_hydrolase_(3.2.2.24)","ADP-ribosyl-[dinitrogen_reductase]_hydrolase_(3.2.2.24)",0.000344,0.00073,53.1,0.000323,0.000695,51.9,0.000446,0.000883,58.6
"984","g1884","4.1.1.82","Phosphonopyruvate decarboxylase","Phosphonopyruvate_decarboxylase_(4.1.1.82)","Phosphonopyruvate_decarboxylase_(4.1.1.82)",0.000342,0.001548,19.9,0.000268,0.001303,15.9,0.000704,0.002395,39.7
"1302","g217","1.13.11.27","4-hydroxyphenylpyruvate dioxygenase","4-hydroxyphenylpyruvate_dioxygenase_(1.13.11.27)","4-hydroxyphenylpyruvate_dioxygenase_(1.13.11.27)",0.000341,0.000802,61.3,0.000376,0.000857,64.7,0.000169,0.000406,44.8
"1683","g364","1.2.1.9","Glyceraldehyde-3-phosphate dehydrogenase (NADP(+))","Glyceraldehyde-3-phosphate_dehydrogenase_(NADP(+))_(1.2.1.9)","Glyceraldehyde-3-phosphate_dehydrogenase_(NADP(+))_(1.2.1.9)",0.000338,0.00096,65.4,0.000341,0.000956,68.9,0.000323,0.000988,48.3
"1652","g336","1.2.1.28","Benzaldehyde dehydrogenase (NAD(+))","Benzaldehyde_dehydrogenase_(NAD(+))_(1.2.1.28)","Benzaldehyde_dehydrogenase_(NAD(+))_(1.2.1.28)",0.000335,0.000864,52.5,0.000383,0.000932,56.2,0.000102,0.000297,34.5
"676","g1606","3.4.22.71","Sortase B","Sortase_B_(3.4.22.71)","Sortase_B_(3.4.22.71)",0.000334,0.001073,62.5,0.000312,0.001096,60.4,0.00044,0.000956,72.4
"861","g1773","3.6.1.63","Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase","Alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_(3.6.1.63)","Alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_(3.6.1.63)",0.000332,7e-04,66.6,0.000287,0.000617,66.8,0.000556,0.00099,65.5
"2137","g773","2.3.1.53","Phenylalanine N-acetyltransferase","Phenylalanine_N-acetyltransferase_(2.3.1.53)","Phenylalanine_N-acetyltransferase_(2.3.1.53)",0.000332,0.000839,50.1,0.000313,0.000805,50.2,0.000424,0.00099,50
"1078","g1969","4.2.1.163","NO NAME","NO_NAME_(4.2.1.163)","NO_NAME_(4.2.1.163)",0.000331,0.000641,59.2,0.000377,0.000687,62.9,0.000108,0.00024,41.4
"478","g1428","3.2.1.11","Dextranase","Dextranase_(3.2.1.11)","Dextranase_(3.2.1.11)",0.00033,0.000758,56,0.000259,0.000655,52.3,0.000674,0.001077,74.1
"905","g1812","3.6.3.53","Ag(+)-exporting ATPase","Ag(+)-exporting_ATPase_(3.6.3.53)","Ag(+)-exporting_ATPase_(3.6.3.53)",0.00033,0.000785,51,0.000381,0.000847,55.1,8.3e-05,0.000234,31
"1909","g568","1.8.5.7","NO NAME","NO_NAME_(1.8.5.7)","NO_NAME_(1.8.5.7)",0.000327,0.000462,70.1,0.000309,0.00044,69.6,0.000415,0.000553,72.4
"1524","g237","1.14.11.33","DNA oxidative demethylase","DNA_oxidative_demethylase_(1.14.11.33)","DNA_oxidative_demethylase_(1.14.11.33)",0.000326,0.000487,73.3,0.000317,0.000488,73.9,0.000369,0.000484,70.7
"1727","g403","1.3.1.26","Transferred entry","Transferred_entry_(1.3.1.26)","Transferred_entry_(1.3.1.26)",0.000323,0.001124,24.6,0.000163,0.000611,20.5,0.001106,0.002224,44.8
"2229","g856","2.4.1.289","N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase","N-acetylglucosaminyl-diphospho-decaprenol_L-rhamnosyltransferase_(2.4.1.289)","N-acetylglucosaminyl-diphospho-decaprenol_L-rhamnosyltransferase_(2.4.1.289)",0.000323,0.001563,14.4,0.000216,0.000985,12,0.000847,0.003072,25.9
"1766","g439","1.3.8.13","NO NAME","NO_NAME_(1.3.8.13)","NO_NAME_(1.3.8.13)",0.000322,0.000401,72.1,0.000282,0.000362,70.7,0.000517,0.000516,79.3
"2027","g674","2.1.1.n11","Methylphosphotriester-DNA--[protein]-cysteine S-methyltransferase","Methylphosphotriester-DNA--[protein]-cysteine_S-methyltransferase_(2.1.1.n11)","Methylphosphotriester-DNA--[protein]-cysteine_S-methyltransferase_(2.1.1.n11)",0.000317,0.000472,73.6,0.000316,0.000483,73.1,0.000323,0.000423,75.9
"2135","g771","2.3.1.50","Serine C-palmitoyltransferase","Serine_C-palmitoyltransferase_(2.3.1.50)","Serine_C-palmitoyltransferase_(2.3.1.50)",0.000314,0.000503,55.7,0.00027,0.000466,53,0.000527,0.000616,69
"2332","g949","2.5.1.52","L-mimosine synthase","L-mimosine_synthase_(2.5.1.52)","L-mimosine_synthase_(2.5.1.52)",0.000312,0.001301,21.4,0.000296,0.001324,21.6,0.00039,0.001192,20.7
"2282","g903","2.4.2.28","S-methyl-5'-thioadenosine phosphorylase","S-methyl-5'-thioadenosine_phosphorylase_(2.4.2.28)","S-methyl-5'-thioadenosine_phosphorylase_(2.4.2.28)",0.00031,0.000878,50.1,0.000252,0.000757,46.6,0.000588,0.001293,67.2
"1318","g2184","5.3.3.18","2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase","2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA_isomerase_(5.3.3.18)","2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA_isomerase_(5.3.3.18)",0.000309,0.000587,50.1,0.000318,0.00061,50.2,0.000261,0.000456,50
"258","g123","1.1.1.411","NO NAME","NO_NAME_(1.1.1.411)","NO_NAME_(1.1.1.411)",0.000308,0.000421,69.2,0.000289,0.000412,68.9,0.000398,0.000454,70.7
"512","g1459","3.2.1.199","NO NAME","NO_NAME_(3.2.1.199)","NO_NAME_(3.2.1.199)",0.000307,0.000507,62.5,0.000297,0.00051,62.2,0.000357,0.000493,63.8
"701","g1629","3.4.24.78","GPR endopeptidase","GPR_endopeptidase_(3.4.24.78)","GPR_endopeptidase_(3.4.24.78)",0.000307,0.000914,35.5,0.000306,0.000929,34.6,0.000313,0.000847,39.7
"1904","g563","1.8.4.13","L-methionine (S)-S-oxide reductase","L-methionine_(S)-S-oxide_reductase_(1.8.4.13)","L-methionine_(S)-S-oxide_reductase_(1.8.4.13)",0.000306,0.000427,77.7,0.000301,0.000431,77.4,0.000332,0.00041,79.3
"1979","g630","2.1.1.217","tRNA (adenine(22)-N(1))-methyltransferase","tRNA_(adenine(22)-N(1))-methyltransferase_(2.1.1.217)","tRNA_(adenine(22)-N(1))-methyltransferase_(2.1.1.217)",0.000306,0.000609,78.6,0.000283,0.00057,80.2,0.000418,0.000767,70.7
"533","g1478","3.2.1.49","Alpha-N-acetylgalactosaminidase","Alpha-N-acetylgalactosaminidase_(3.2.1.49)","Alpha-N-acetylgalactosaminidase_(3.2.1.49)",0.000305,0.001161,17.6,0.00019,0.00083,13.8,0.000863,0.002059,36.2
"736","g1660","3.5.1.32","Hippurate hydrolase","Hippurate_hydrolase_(3.5.1.32)","Hippurate_hydrolase_(3.5.1.32)",3e-04,0.000955,54,0.000269,0.000887,56.2,0.00045,0.001233,43.1
"1515","g2361","6.6.1.1","Magnesium chelatase","Magnesium_chelatase_(6.6.1.1)","Magnesium_chelatase_(6.6.1.1)",0.000296,0.000736,47.8,0.00031,0.000773,48.4,0.000224,0.000513,44.8
"995","g1894","4.1.1.9","Malonyl-CoA decarboxylase","Malonyl-CoA_decarboxylase_(4.1.1.9)","Malonyl-CoA_decarboxylase_(4.1.1.9)",0.000292,0.000687,50.7,0.000329,0.000737,53.7,0.00011,3e-04,36.2
"1628","g314","1.17.98.1","Bile-acid 7-alpha-dehydroxylase","Bile-acid_7-alpha-dehydroxylase_(1.17.98.1)","Bile-acid_7-alpha-dehydroxylase_(1.17.98.1)",0.000292,0.000712,49.9,0.00032,0.000765,50.5,0.00016,0.000335,46.6
"79","g1069","2.7.1.207","NO NAME","NO_NAME_(2.7.1.207)","NO_NAME_(2.7.1.207)",0.000289,0.000669,68.6,0.000292,0.000677,72.1,0.000272,0.000634,51.7
"215","g1191","2.7.7.48"," ;  Q06996, L SENDF","_;__Q06996,_L_SENDF_(2.7.7.48)","_;__Q06996,_L_SENDF_(2.7.7.48)",0.000289,0.000555,71,0.000285,0.00056,69.6,0.000313,0.000536,77.6
"738","g1662","3.5.1.3","Omega-amidase","Omega-amidase_(3.5.1.3)","Omega-amidase_(3.5.1.3)",0.000288,0.000432,74.8,0.000272,0.000409,74.6,0.000363,0.000527,75.9
"1127","g2011","4.2.1.81","D(-)-tartrate dehydratase","D(-)-tartrate_dehydratase_(4.2.1.81)","D(-)-tartrate_dehydratase_(4.2.1.81)",0.000284,0.000355,81.8,0.000265,0.000348,81.6,0.000374,0.00038,82.8
"1251","g2123","5.1.3.21","Maltose epimerase","Maltose_epimerase_(5.1.3.21)","Maltose_epimerase_(5.1.3.21)",0.000284,0.001004,37.2,0.000296,0.001019,38.9,0.000229,0.00093,29.3
"637","g1571","3.4.19.13","Glutathione hydrolase","Glutathione_hydrolase_(3.4.19.13)","Glutathione_hydrolase_(3.4.19.13)",0.000282,0.000402,84.5,0.00029,0.000427,84.5,0.000242,0.000242,84.5
"1007","g1904","4.1.2.29","5-dehydro-2-deoxyphosphogluconate aldolase","5-dehydro-2-deoxyphosphogluconate_aldolase_(4.1.2.29)","5-dehydro-2-deoxyphosphogluconate_aldolase_(4.1.2.29)",0.000282,0.000726,52.8,0.000309,0.000767,56.2,0.000149,0.000464,36.2
"1128","g2012","4.2.1.82","Xylonate dehydratase","Xylonate_dehydratase_(4.2.1.82)","Xylonate_dehydratase_(4.2.1.82)",0.000282,0.000613,43.7,0.000263,0.000585,44.9,0.000375,0.000733,37.9
"2089","g73","1.1.1.289","Sorbose reductase","Sorbose_reductase_(1.1.1.289)","Sorbose_reductase_(1.1.1.289)",0.000281,0.001265,17.9,0.000276,0.00132,17.3,0.000306,0.000961,20.7
"1149","g2031","4.2.2.2","Pectate lyase","Pectate_lyase_(4.2.2.2)","Pectate_lyase_(4.2.2.2)",0.00028,0.001484,19.9,0.000183,0.001387,15.5,0.000753,0.001828,41.4
"483","g1432","3.2.1.131","Xylan alpha-1,2-glucuronosidase","Xylan_alpha-1,2-glucuronosidase_(3.2.1.131)","Xylan_alpha-1,2-glucuronosidase_(3.2.1.131)",0.000279,0.001039,22.9,0.000165,0.00074,18,0.000838,0.00183,46.6
"1403","g2260","6.1.1.24","Glutamate--tRNA(Gln) ligase","Glutamate--tRNA(Gln)_ligase_(6.1.1.24)","Glutamate--tRNA(Gln)_ligase_(6.1.1.24)",0.000279,0.000586,76,0.000279,0.000584,78.8,0.000278,6e-04,62.1
"1568","g260","1.14.13.24","3-hydroxybenzoate 6-monooxygenase","3-hydroxybenzoate_6-monooxygenase_(1.14.13.24)","3-hydroxybenzoate_6-monooxygenase_(1.14.13.24)",0.000279,0.000805,58.7,0.000304,0.00087,59,0.000157,0.000331,56.9
"1713","g391","1.21.4.2","Glycine reductase","Glycine_reductase_(1.21.4.2)","Glycine_reductase_(1.21.4.2)",0.000278,0.001376,43.7,0.000316,0.001505,44.9,9.2e-05,0.000213,37.9
"659","g1591","3.4.21.72","IgA-specific serine endopeptidase","IgA-specific_serine_endopeptidase_(3.4.21.72)","IgA-specific_serine_endopeptidase_(3.4.21.72)",0.000277,0.000723,49.9,0.000223,0.000648,48.1,0.000538,0.000976,58.6
"1002","g190","1.10.3.10","Ubiquinol oxidase (H(+)-transporting)","Ubiquinol_oxidase_(H(+)-transporting)_(1.10.3.10)","Ubiquinol_oxidase_(H(+)-transporting)_(1.10.3.10)",0.000277,0.000805,58.7,0.000214,0.000696,55.8,0.000585,0.001163,72.4
"1335","g22","1.1.1.144","Perillyl-alcohol dehydrogenase","Perillyl-alcohol_dehydrogenase_(1.1.1.144)","Perillyl-alcohol_dehydrogenase_(1.1.1.144)",0.000276,0.001671,13.2,0.000275,0.001686,11.3,0.000283,0.001614,22.4
"1461","g2312","6.3.2.38","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine_synthase_(6.3.2.38)","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine_synthase_(6.3.2.38)",0.000274,0.000796,28.4,0.000212,0.000696,26.9,0.000573,0.001129,36.2
"74","g1064","2.7.1.200","NO NAME","NO_NAME_(2.7.1.200)","NO_NAME_(2.7.1.200)",0.000273,0.000448,63,0.000258,0.00043,63.3,0.000349,0.000524,62.1
"2373","g986","2.6.1.22","(S)-3-amino-2-methylpropionate transaminase","(S)-3-amino-2-methylpropionate_transaminase_(2.6.1.22)","(S)-3-amino-2-methylpropionate_transaminase_(2.6.1.22)",0.000273,0.000402,78.9,0.000261,0.000392,78.8,0.00033,0.000448,79.3
"271","g1241","2.7.8.42","Kdo(2)-lipid A phosphoethanolamine 7''-transferase","Kdo(2)-lipid_A_phosphoethanolamine_7''-transferase_(2.7.8.42)","Kdo(2)-lipid_A_phosphoethanolamine_7''-transferase_(2.7.8.42)",0.000272,0.00039,76.5,0.000271,0.000395,76.3,0.000278,0.000365,77.6
"350","g1312","3.1.11.3","Exodeoxyribonuclease (lambda-induced)","Exodeoxyribonuclease_(lambda-induced)_(3.1.11.3)","Exodeoxyribonuclease_(lambda-induced)_(3.1.11.3)",0.000272,0.000674,56,0.000276,0.000706,55.5,0.000252,0.000495,58.6
"525","g1470","3.2.1.35","Hyaluronoglucosaminidase","Hyaluronoglucosaminidase_(3.2.1.35)","Hyaluronoglucosaminidase_(3.2.1.35)",0.000272,0.001597,49.9,0.000201,0.001607,49.1,0.000616,0.001512,53.4
"1572","g264","1.14.13.49","(S)-limonene 7-monooxygenase","(S)-limonene_7-monooxygenase_(1.14.13.49)","(S)-limonene_7-monooxygenase_(1.14.13.49)",0.000272,0.00167,11.4,0.000272,0.001684,9.9,0.000276,0.001615,19
"1834","g50","1.1.1.243","Carveol dehydrogenase","Carveol_dehydrogenase_(1.1.1.243)","Carveol_dehydrogenase_(1.1.1.243)",0.000272,0.00167,11.4,0.000272,0.001684,9.9,0.000276,0.001615,19
"2362","g976","2.6.1.107","Beta-methylphenylalanine transaminase","Beta-methylphenylalanine_transaminase_(2.6.1.107)","Beta-methylphenylalanine_transaminase_(2.6.1.107)",0.000269,0.000338,76.2,0.00025,0.000322,75.3,0.000364,4e-04,81
"65","g1056","2.7.1.193","NO NAME","NO_NAME_(2.7.1.193)","NO_NAME_(2.7.1.193)",0.000268,0.000326,81.8,0.000267,0.000338,80.6,0.000272,0.000259,87.9
"616","g1552","3.4.13.19","Membrane dipeptidase","Membrane_dipeptidase_(3.4.13.19)","Membrane_dipeptidase_(3.4.13.19)",0.000264,0.00075,59.5,0.000269,0.000776,61.5,0.000242,0.000617,50
"938","g1842","4.1.1.12","Aspartate 4-decarboxylase","Aspartate_4-decarboxylase_(4.1.1.12)","Aspartate_4-decarboxylase_(4.1.1.12)",0.000263,0.0011,21.1,0.000219,0.00105,16.6,0.000475,0.001305,43.1
"1253","g2125","5.1.3.23","UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase","UDP-2,3-diacetamido-2,3-dideoxyglucuronic_acid_2-epimerase_(5.1.3.23)","UDP-2,3-diacetamido-2,3-dideoxyglucuronic_acid_2-epimerase_(5.1.3.23)",0.000263,0.001631,11.7,0.000227,0.001588,9.5,0.000436,0.001829,22.4
"1462","g2313","6.3.2.39","Aerobactin synthase","Aerobactin_synthase_(6.3.2.39)","Aerobactin_synthase_(6.3.2.39)",0.000261,0.000561,45.5,0.000203,0.00048,42,0.000546,0.000797,62.1
"1373","g2233","5.4.99.61","Precorrin-8X methylmutase","Precorrin-8X_methylmutase_(5.4.99.61)","Precorrin-8X_methylmutase_(5.4.99.61)",0.000258,0.000801,36.4,0.000244,0.00078,34.3,0.000327,0.000902,46.6
"529","g1474","3.2.1.3","Glucan 1,4-alpha-glucosidase","Glucan_1,4-alpha-glucosidase_(3.2.1.3)","Glucan_1,4-alpha-glucosidase_(3.2.1.3)",0.000256,0.000944,23.8,0.000216,0.000946,19.8,0.00045,0.000915,43.1
"831","g1746","3.5.99.5","2-aminomuconate deaminase","2-aminomuconate_deaminase_(3.5.99.5)","2-aminomuconate_deaminase_(3.5.99.5)",0.000256,0.00066,46,0.000285,0.000709,48.8,0.000113,0.000301,32.8
"1550","g244","1.14.12.1","Anthranilate 1,2-dioxygenase (deaminating, decarboxylating)","Anthranilate_1,2-dioxygenase_(deaminating,_decarboxylating)_(1.14.12.1)","Anthranilate_1,2-dioxygenase_(deaminating,_decarboxylating)_(1.14.12.1)",0.000255,0.000387,71.3,0.000249,0.000376,73.1,0.000281,0.000436,62.1
"456","g1408","3.1.4.4","Phospholipase D","Phospholipase_D_(3.1.4.4)","Phospholipase_D_(3.1.4.4)",0.000254,0.000898,29.3,0.00029,0.000966,31.8,7.6e-05,0.000398,17.2
"520","g1466","3.2.1.25","Beta-mannosidase","Beta-mannosidase_(3.2.1.25)","Beta-mannosidase_(3.2.1.25)",0.000254,0.001091,26.4,0.000164,0.000736,23.7,0.000695,0.002044,39.7
"1995","g645","2.1.1.265","Tellurite methyltransferase","Tellurite_methyltransferase_(2.1.1.265)","Tellurite_methyltransferase_(2.1.1.265)",0.000254,0.00039,70.7,0.000238,0.00038,68.9,0.000328,0.000433,79.3
"1882","g543","1.7.2.5","Nitric-oxide reductase (cytochrome c)","Nitric-oxide_reductase_(cytochrome_c)_(1.7.2.5)","Nitric-oxide_reductase_(cytochrome_c)_(1.7.2.5)",0.000252,0.000726,48.4,0.000248,0.000726,49.5,0.000267,0.000733,43.1
"489","g1438","3.2.1.145","Galactan 1,3-beta-galactosidase","Galactan_1,3-beta-galactosidase_(3.2.1.145)","Galactan_1,3-beta-galactosidase_(3.2.1.145)",0.00025,0.000905,28.7,0.000258,0.00093,30.4,0.000211,0.000777,20.7
"1011","g1908","4.1.2.43","3-hexulose-6-phosphate synthase","3-hexulose-6-phosphate_synthase_(4.1.2.43)","3-hexulose-6-phosphate_synthase_(4.1.2.43)",0.000249,0.00073,51,0.000243,0.000667,50.5,0.000277,0.000986,53.4
"1098","g1987","4.2.1.36","Homoaconitate hydratase","Homoaconitate_hydratase_(4.2.1.36)","Homoaconitate_hydratase_(4.2.1.36)",0.000247,0.000463,82.4,0.000217,0.00036,82.7,0.00039,0.000781,81
"2084","g725","2.3.1.189","Mycothiol synthase","Mycothiol_synthase_(2.3.1.189)","Mycothiol_synthase_(2.3.1.189)",0.000247,0.000674,65.7,0.000196,0.000339,66.8,0.000496,0.001437,60.3
"710","g1637","3.5.1.104","Peptidoglycan-N-acetylglucosamine deacetylase","Peptidoglycan-N-acetylglucosamine_deacetylase_(3.5.1.104)","Peptidoglycan-N-acetylglucosamine_deacetylase_(3.5.1.104)",0.000246,0.001038,21.4,0.000154,0.000833,17.3,0.000694,0.001656,41.4
"664","g1596","3.4.21.96","Lactocepin","Lactocepin_(3.4.21.96)","Lactocepin_(3.4.21.96)",0.000244,0.001394,24.9,0.000286,0.001525,26.9,4e-05,0.000204,15.5
"491","g144","1.1.1.64","Testosterone 17-beta-dehydrogenase (NADP(+))","Testosterone_17-beta-dehydrogenase_(NADP(+))_(1.1.1.64)","Testosterone_17-beta-dehydrogenase_(NADP(+))_(1.1.1.64)",0.000242,0.001011,19.6,0.000221,0.001,20.1,0.000345,0.001063,17.2
"952","g1855","4.1.1.32","Phosphoenolpyruvate carboxykinase (GTP)","Phosphoenolpyruvate_carboxykinase_(GTP)_(4.1.1.32)","Phosphoenolpyruvate_carboxykinase_(GTP)_(4.1.1.32)",0.000242,0.000721,54.8,0.000201,0.000619,52.3,0.000445,0.001074,67.2
"2163","g797","2.3.2.17","glycyltransferase","glycyltransferase_(2.3.2.17)","glycyltransferase_(2.3.2.17)",0.000242,0.000547,62.8,0.000237,0.000522,65.7,0.000271,0.00066,48.3
"1560","g253","1.14.13.149","Phenylacetyl-CoA 1,2-epoxidase","Phenylacetyl-CoA_1,2-epoxidase_(1.14.13.149)","Phenylacetyl-CoA_1,2-epoxidase_(1.14.13.149)",0.000239,0.000334,70.4,0.000251,0.000342,72.8,0.000185,0.000283,58.6
"67","g1058","2.7.1.195","NO NAME","NO_NAME_(2.7.1.195)","NO_NAME_(2.7.1.195)",0.000238,0.000463,51.3,0.000245,0.000478,52.7,0.000208,0.00039,44.8
"342","g1305","3.1.1.83","Monoterpene epsilon-lactone hydrolase","Monoterpene_epsilon-lactone_hydrolase_(3.1.1.83)","Monoterpene_epsilon-lactone_hydrolase_(3.1.1.83)",0.000238,0.000521,60.1,0.000252,0.000538,63.6,0.000172,0.000429,43.1
"1798","g468","1.4.1.21","Aspartate dehydrogenase","Aspartate_dehydrogenase_(1.4.1.21)","Aspartate_dehydrogenase_(1.4.1.21)",0.000238,0.000613,44.6,0.00025,0.000643,45.2,0.000179,0.000435,41.4
"655","g1588","3.4.21.62","Subtilisin","Subtilisin_(3.4.21.62)","Subtilisin_(3.4.21.62)",0.000237,0.001031,17.6,0.000137,0.000715,12,0.000728,0.001874,44.8
"1139","g2022","4.2.2.12","Xanthan lyase","Xanthan_lyase_(4.2.2.12)","Xanthan_lyase_(4.2.2.12)",0.000237,0.000928,16.4,0.000175,0.000822,12,0.000542,0.001299,37.9
"1325","g2190","5.3.4.1","Protein disulfide-isomerase","Protein_disulfide-isomerase_(5.3.4.1)","Protein_disulfide-isomerase_(5.3.4.1)",0.000237,0.000974,50.4,0.000245,0.001057,51.6,0.000198,0.000352,44.8
"1543","g2387","7.6.2.7","NO NAME","NO_NAME_(7.6.2.7)","NO_NAME_(7.6.2.7)",0.000237,0.000409,64.5,0.000211,0.000354,65.4,0.000364,0.000598,60.3
"1529","g2374","7.2.4.1","NO NAME","NO_NAME_(7.2.4.1)","NO_NAME_(7.2.4.1)",0.000234,0.000734,36.4,0.00025,0.000779,38.9,0.000153,0.000443,24.1
"1429","g2284","6.2.1.33","4-chlorobenzoate--CoA ligase","4-chlorobenzoate--CoA_ligase_(6.2.1.33)","4-chlorobenzoate--CoA_ligase_(6.2.1.33)",0.000232,0.000278,81.8,0.000215,0.000269,80.2,0.000316,0.000308,89.7
"1997","g647","2.1.1.271","Cobalt-precorrin-4 methyltransferase","Cobalt-precorrin-4_methyltransferase_(2.1.1.271)","Cobalt-precorrin-4_methyltransferase_(2.1.1.271)",0.000231,0.000623,52.5,0.000208,0.000512,54.1,0.000343,0.001003,44.8
"1751","g425","1.3.1.n3","Curcumin reductase","Curcumin_reductase_(1.3.1.n3)","Curcumin_reductase_(1.3.1.n3)",0.00023,0.000444,56.6,0.000236,0.000459,56.9,0.000199,0.000364,55.2
"691","g162","1.1.1.93","Tartrate dehydrogenase","Tartrate_dehydrogenase_(1.1.1.93)","Tartrate_dehydrogenase_(1.1.1.93)",0.000224,0.000825,46.9,0.000256,0.000897,50.2,6.7e-05,0.000215,31
"720","g1646","3.5.1.11","Penicillin amidase","Penicillin_amidase_(3.5.1.11)","Penicillin_amidase_(3.5.1.11)",0.000224,0.000689,36.4,0.000246,0.000745,37.5,0.000117,0.00027,31
"1846","g510","1.5.3.1","Sarcosine oxidase","Sarcosine_oxidase_(1.5.3.1)","Sarcosine_oxidase_(1.5.3.1)",0.000222,0.000554,54.3,0.00025,0.000595,57.2,8.5e-05,0.00024,39.7
"1412","g2269","6.2.1.12","4-coumarate--CoA ligase","4-coumarate--CoA_ligase_(6.2.1.12)","4-coumarate--CoA_ligase_(6.2.1.12)",0.000221,0.001079,17.9,0.000237,0.001167,18,0.000144,0.000441,17.2
"929","g1834","3.8.1.3","Haloacetate dehalogenase","Haloacetate_dehalogenase_(3.8.1.3)","Haloacetate_dehalogenase_(3.8.1.3)",0.000219,0.000626,52.8,0.000247,0.000679,54.8,8.2e-05,0.000178,43.1
"772","g1693","3.5.2.14","N-methylhydantoinase (ATP-hydrolyzing)","N-methylhydantoinase_(ATP-hydrolyzing)_(3.5.2.14)","N-methylhydantoinase_(ATP-hydrolyzing)_(3.5.2.14)",0.000218,0.000928,37,0.000224,0.000982,38.5,0.000189,6e-04,29.3
"1072","g1963","4.2.1.135","UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)","UDP-N-acetylglucosamine_4,6-dehydratase_(configuration-retaining)_(4.2.1.135)","UDP-N-acetylglucosamine_4,6-dehydratase_(configuration-retaining)_(4.2.1.135)",0.000218,9e-04,15,0.000174,0.00079,13.4,0.000428,0.001299,22.4
"64","g1055","2.7.1.192","NO NAME","NO_NAME_(2.7.1.192)","NO_NAME_(2.7.1.192)",0.000217,0.000383,69.8,0.00022,0.000397,69.6,0.000207,0.000314,70.7
"2043","g689","2.1.3.6","Putrescine carbamoyltransferase","Putrescine_carbamoyltransferase_(2.1.3.6)","Putrescine_carbamoyltransferase_(2.1.3.6)",0.000214,0.000551,44.9,0.000221,0.00057,45.9,0.00018,0.000447,39.7
"2278","g90","1.1.1.313","Sulfoacetaldehyde reductase","Sulfoacetaldehyde_reductase_(1.1.1.313)","Sulfoacetaldehyde_reductase_(1.1.1.313)",0.000214,0.000533,45.2,0.000239,0.00057,47.3,9.3e-05,0.000263,34.5
