"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0509,0.0509,29,0.2549,0.137837062535858,8
"B1.F2",0,0,30,0.2965,0.460459183673469,7
"B1.F3",0.0521,0.0521,30,0.3203,0.61734693877551,7
"B1.F4",0.0263,0.0263,29,0.5768,0.413265306122449,8
"B1.F5",6e-04,6e-04,30,0.38,0.326530612244898,7
"B2.F1",2e-04,2e-04,29,0.3258,0.27437641723356,8
"B2.F2",0.0781,0.0781,30,0.0591,0.154336734693877,7
"B2.F3",0.0218,0.0218,30,0.019,0.0204081632653061,7
"B2.F4",0.004,0.004,29,0.2986,0.25,8
"B2.F5",0.1112,0.1112,30,0.3907,0.286989795918367,7
"B3.F1",0.0144,0.0144,29,0.2829,0.104561101549053,8
"B3.F2",2e-04,2e-04,29,0.5218,0.383219954648526,8
"B3.F3",0.1078,0.1078,30,0.0176,0.00510204081632653,7
"B3.F4",0.0112,0.0112,30,0.1598,0.0816326530612245,7
"B3.F5",0.0222,0.0222,30,0.0026,0.0204081632653061,7
"B4.F1",0.0019,0.0019,30,0.7563,0.73469387755102,7
"B4.F2",0.1606,0.1606,29,0.0054,0,8
"B4.F3",0.0369,0.0369,30,0.2486,0.0816326530612245,7
"B4.F4",0.0426,0.0426,29,0.3043,0.544784580498866,8
"B4.F5",0.0015,0.0015,30,0.0691,0.12987012987013,7
"B5.F1",0.001,0.001,29,0.0113,0.00129087779690189,8
"B5.F2",0.0022,0.0022,30,0.7379,0.460459183673469,7
"B5.F3",0.0682,0.0682,30,0.1377,0.183673469387755,7
"B5.F4",0.0436,0.0436,29,0.5309,0.444444444444445,8
"B5.F5",0.0279,0.0279,30,0.4081,0.368622448979592,7
"B6.F1",0.0114,0.0114,30,0.317,0.154336734693877,7
"B6.F2",0.1895,0.1895,29,0.1077,0.0816326530612245,8
"B6.F3",0.2029,0.2029,29,0.1395,0.145124716553288,8
"B6.F4",0.0025,0.0025,30,0.18,0.413265306122449,7
"B6.F5",0.0884,0.0884,30,0.0034,0.0114795918367347,7
"B7.F1",0.0245,0.0245,30,0.3451,0.183673469387755,7
"B7.F2",0.0244,0.0244,29,0.043,0.00510204081632653,8
"B7.F3",0.0307,0.0307,30,0.0342,0.0459183673469387,7
"B7.F4",0.0995,0.0995,30,0.7633,0.510204081632653,7
"B7.F5",0.009,0.009,29,0.0551,0.0090702947845805,8
"B8.F1",0.0039,0.0039,30,0.6784,0.73469387755102,7
"B8.F2",0.0945,0.0945,29,0.1473,0.326530612244898,8
"B8.F3",0.1017,0.1017,30,0.1068,0.0204081632653061,7
"B8.F4",0.0386,0.0386,29,0.2779,0.204648526077098,8
"B8.F5",0.02,0.02,30,0.2142,0.103316326530612,7
"B9.F1",0.0392,0.0392,29,0.4431,0.444444444444445,8
"B9.F2",0.0055,0.0055,29,0.5671,0.127551020408163,8
"B9.F3",0.0068,0.0068,30,0.2499,0.171753246753247,7
"B9.F4",0.0022,0.0022,30,0.0697,0.0114795918367347,7
"B9.F5",0.0642,0.0642,30,0.0325,0.0625,7
"B10.F1",0.0995,0.0995,30,0.225,0.0114795918367347,7
"B10.F2",0.138,0.138,30,0.1483,0.0816326530612245,7
"B10.F3",0.0264,0.0264,29,0.1014,0.163832199546485,8
"B10.F4",0.0018,0.0018,29,0.0225,0.0694205393000574,8
"B10.F5",0.0381,0.0381,30,0.3398,0.215561224489796,7
"B11.F1",0.0011,0.0011,29,0.2451,0.111111111111111,8
"B11.F2",0.002,0.002,30,0.6149,0.73469387755102,7
"B11.F3",0.0584,0.0584,30,0.0266,0,7
"B11.F4",0.1976,0.1976,29,0.0101,0.000566893424036281,8
"B11.F5",0.0295,0.0295,30,0.1771,0.0879120879120879,7
"B12.F1",0.001,0.001,29,0.3492,0.204648526077098,8
"B12.F2",0.0034,0.0034,30,0.7877,0.79719387755102,7
"B12.F3",0.0214,0.0214,29,0.3663,0.476757369614513,8
"B12.F4",0.1252,0.1252,30,0.0162,0.00292207792207792,7
"B12.F5",0.0241,0.0241,30,0.0566,0.0625,7
"B13.F1",0.1527,0.1527,29,4e-04,0.0090702947845805,8
"B13.F2",0.1315,0.1315,30,0.3962,0.127551020408163,7
"B13.F3",0.022,0.022,30,0.6976,0.79719387755102,7
"B13.F4",0.0446,0.0446,29,0.0398,0.111111111111111,8
"B13.F5",0.2407,0.2407,30,0.1865,0.0938311688311688,7
"B14.F1",0.0013,0.0013,30,0.168,0.105194805194805,7
"B14.F2",2e-04,2e-04,29,0.4621,0.145124716553288,8
"B14.F3",0.1533,0.1533,30,0.0093,0,7
"B14.F4",0.0571,0.0571,30,0.2647,0.215561224489796,7
"B14.F5",0.0131,0.0131,29,0.2472,0.036281179138322,8
"B15.F1",0.0034,0.0034,29,0.4918,0.145124716553288,8
"B15.F2",1e-04,1e-04,29,0.2892,0.183673469387755,8
"B15.F3",0.022,0.022,30,0.5978,0.460459183673469,7
"B15.F4",0.0492,0.0492,30,0.4969,0.460459183673469,7
"B15.F5",0.2334,0.2334,30,0.0629,0.0318877551020408,7
"B16.F1",0.0501,0.0501,30,0.1331,0.183673469387755,7
"B16.F2",0.1637,0.1637,30,0.0625,0.0204081632653061,7
