"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0402,0.0402,196,0.0033,1.92563246976684e-05,49
"B1.F2",0.0134,0.0134,196,0.1288,0.107515088376265,49
"B1.F3",2e-04,2e-04,196,0.0073,0.0194203268641471,49
"B1.F4",2e-04,2e-04,196,0.041,0.0586508287525536,49
"B1.F5",3e-04,3e-04,196,0.0432,0.0711875767498977,49
"B2.F1",0.0043,0.0043,196,0,0.000487888535205023,49
"B2.F2",1e-04,1e-04,196,6e-04,0.00169191903407611,49
"B2.F3",0.0052,0.0052,196,0.0134,0.015669770773639,49
"B2.F4",0.0116,0.0116,196,0.001,0.00149691991786448,49
"B2.F5",0.0096,0.0096,196,0.0182,0.0239582070194081,49
"B3.F1",0.0028,0.0028,196,0.0091,0.00461282903143368,49
"B3.F2",2e-04,2e-04,196,0.0099,0.0256294053609193,49
"B3.F3",0,0,196,0.0072,0.00592448560533043,49
"B3.F4",0.0117,0.0117,196,0.0164,0.0157938243531504,49
"B3.F5",0.001,0.001,196,0.0489,0.043413511741168,49
"B4.F1",0.005,0.005,196,0.0031,0.000433430019111498,49
"B4.F2",1e-04,1e-04,196,3e-04,5.70761501740635e-05,49
"B4.F3",0.0028,0.0028,196,0.0398,0.048879017726187,49
"B4.F4",0.0032,0.0032,196,0.0093,0.0131906192757209,49
"B4.F5",0.0051,0.0051,196,0.0353,0.0319011126010979,49
"B5.F1",8e-04,8e-04,196,0.0215,0.0229231097955014,49
"B5.F2",0.0087,0.0087,196,6e-04,0.000720562615290018,49
"B5.F3",0.0051,0.0051,196,0.006,0.00355136819766939,49
"B5.F4",1e-04,1e-04,196,0.0044,0.00638693887981975,49
"B5.F5",3e-04,3e-04,196,0.0271,0.0373776457951602,49
"B6.F1",0,0,196,0.0338,0.0239354841404429,49
"B6.F2",0.0064,0.0064,196,3e-04,0.00345138316650702,49
"B6.F3",1e-04,1e-04,196,0.0069,0.00952592191115466,49
"B6.F4",0.0169,0.0169,196,0.0479,0.0522715671260847,49
"B6.F5",0.0052,0.0052,196,0.0394,0.0416196966591515,49
"B7.F1",0.0064,0.0064,196,0.0014,0.00351502579053599,49
"B7.F2",0.003,0.003,196,0.0872,0.105942253698194,49
"B7.F3",0.0024,0.0024,196,0.0152,0.0342834052341279,49
"B7.F4",0.0044,0.0044,196,0.0023,0.0044526322604359,49
"B7.F5",0.0109,0.0109,196,0.0131,0.0341326006788752,49
"B8.F1",4e-04,4e-04,196,1e-04,9.60090008438291e-05,49
"B8.F2",0.0029,0.0029,196,0.0079,0.00163457098453049,49
"B8.F3",0.0011,0.0011,196,1e-04,0.00778447806227213,49
"B8.F4",0.012,0.012,196,0.008,0.00490147927754264,49
"B8.F5",4e-04,4e-04,196,0,0.0049050051072523,49
"B9.F1",0.005,0.005,196,5e-04,0.00428324639960514,49
"B9.F2",0.0087,0.0087,196,0.0139,0.0262509537011945,49
"B9.F3",3e-04,3e-04,196,4e-04,0.00169954527042717,49
"B9.F4",0.0041,0.0041,196,2e-04,0.000225402504472272,49
"B9.F5",0.0019,0.0019,196,0.0019,7.60830648048693e-05,49
"B10.F1",0.0079,0.0079,196,0.0289,0.0217272669055377,49
"B10.F2",0.0079,0.0079,196,1e-04,0.000142607119417445,49
"B10.F3",0.0087,0.0087,196,2e-04,0.000752461970414449,49
"B10.F4",2e-04,2e-04,196,1e-04,3.27466230045027e-05,49
"B10.F5",0.0118,0.0118,196,0.0077,0.0126481915122622,49
"B11.F1",4e-04,4e-04,196,0.006,0.010360519897438,49
"B11.F2",0,0,196,0.0203,0.0146242360998288,49
"B11.F3",0.0019,0.0019,196,0.0011,0.00229009308894641,49
"B11.F4",0.0151,0.0151,196,0.0228,0.0118384914941586,49
"B11.F5",0.0017,0.0017,196,0.0135,0.00682686179506303,49
"B12.F1",0.0042,0.0042,196,0.0183,0.0129011022657685,49
"B12.F2",0.0183,0.0183,196,0.0164,0.00390091776355513,49
"B12.F3",0,0,196,0.0011,0.00356647188492122,49
"B12.F4",0,0,196,0.1301,0.125887815080031,49
"B12.F5",0.002,0.002,196,0.028,0.0254955702403535,49
"B13.F1",5e-04,5e-04,196,0.0195,0.0173660605996965,49
"B13.F2",0.0077,0.0077,196,0.0031,0.00224815591402341,49
"B13.F3",0.0069,0.0069,196,0.1105,0.103816222300973,49
"B13.F4",0.0075,0.0075,196,0.0152,0.0109865374721317,49
"B13.F5",0.0058,0.0058,196,4e-04,5.85753231795831e-05,49
"B14.F1",0.012,0.012,196,0.0011,0.00112134414542119,49
"B14.F2",6e-04,6e-04,196,0.0142,0.0123154510016468,49
"B14.F3",0.0013,0.0013,196,0.0095,0.0168671926879899,49
"B14.F4",1e-04,1e-04,196,0.0272,0.0317602145237956,49
"B14.F5",9e-04,9e-04,196,0.0013,0.00110975130944723,49
"B15.F1",0.0033,0.0033,196,0.0163,0.00393588358688423,49
"B15.F2",0.0043,0.0043,196,0.0228,0.023967113452012,49
"B15.F3",0,0,196,0.0086,0.00360644007155635,49
"B15.F4",0.0054,0.0054,196,0.0015,0.00257425279890393,49
"B15.F5",0.003,0.003,196,0.0026,6.17662072485962e-05,49
"B16.F1",0.0011,0.0011,196,3e-04,0.0015639123025387,49
"B16.F2",0.0095,0.0095,196,0.0713,0.0574658187499935,49
"B16.F3",0.0097,0.0097,196,1e-04,0.000665072561431033,49
"B16.F4",0.0106,0.0106,196,0.0266,0.0162910049029879,49
"B16.F5",0.0098,0.0098,196,0.0015,9.60629412396247e-05,49
"B17.F1",0,0,196,5e-04,0.00376478497425528,49
"B17.F2",0.0031,0.0031,196,0.0018,0.00327466230045027,49
"B17.F3",0,0,196,0.0651,0.0864284123565092,49
"B17.F4",0.0058,0.0058,196,1e-04,0.000462012320328542,49
"B17.F5",0,0,196,0.1053,0.0929690625420197,49
"B18.F1",0.0036,0.0036,196,6e-04,0.000174017342128489,49
"B18.F2",0.0109,0.0109,196,0.0111,0.00525153399797898,49
"B18.F3",1e-04,1e-04,196,0.011,0.00981917384222519,49
"B18.F4",0.0014,0.0014,196,0.0099,0.000258752875031945,49
"B18.F5",0.005,0.005,196,8e-04,0.00407409279501274,49
"B19.F1",0.001,0.001,196,0.0214,0.0107642617537061,49
"B19.F2",0.0102,0.0102,196,0.0038,0.0106236537736244,49
"B19.F3",1e-04,1e-04,196,0.0184,0.0286523524629464,49
"B19.F4",0.0285,0.0285,196,0.0055,0.00829317712784807,49
"B19.F5",0.0079,0.0079,196,0.0548,0.0447606021874869,49
"B20.F1",7e-04,7e-04,196,0.0023,0.000973523628720591,49
"B20.F2",0,0,196,0.0713,0.0794852679747857,49
"B20.F3",0.0012,0.0012,196,0.0191,0.0260542366844068,49
"B20.F4",2e-04,2e-04,196,0.0033,0.00805320923057681,49
"B20.F5",0,0,196,0.0277,0.0119829593399381,49
