"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0058,0.0058,101,0.009,0.000171005917159763,25
"B1.F2",0.0123,0.0123,101,0.0166,0.00242366863905325,25
"B1.F3",6e-04,6e-04,100,0.0221,0.0740837396377752,26
"B1.F4",0.0171,0.0171,101,1e-04,0.0019905325443787,25
"B1.F5",0.0148,0.0148,101,0.0117,0.0281207100591716,25
"B2.F1",0.0081,0.0081,100,0.0056,0.00206752867265688,26
"B2.F2",0.0385,0.0385,101,0.0129,0.0587130177514793,25
"B2.F3",0.0134,0.0134,101,0.0043,0.0196,25
"B2.F4",0.0203,0.0203,101,0.0721,0.0157213017751479,25
"B2.F5",9e-04,9e-04,101,0.0245,0.0283902092520792,25
"B3.F1",6e-04,6e-04,101,0.004,0.00880710059171598,25
"B3.F2",0.0171,0.0171,101,0.0067,7.15976331360947e-05,25
"B3.F3",1e-04,1e-04,101,5e-04,0.00591715976331361,25
"B3.F4",0.0166,0.0166,100,0.072,0.0866472057856673,26
"B3.F5",0.0218,0.0218,101,0.1286,0.0661111769586346,25
"B4.F1",0.0368,0.0368,101,0.0924,0.0343674556213018,25
"B4.F2",0.0103,0.0103,101,0.0268,0.01,25
"B4.F3",0.0076,0.0076,100,0.0507,0.00302970268098473,26
"B4.F4",1e-04,1e-04,101,0.0279,0.0814443786982249,25
"B4.F5",0.0011,0.0011,101,0.0092,0.00160246533127889,25
"B5.F1",0,0,100,0.0216,0.0140736649864855,26
"B5.F2",0.0034,0.0034,101,0.004,0.00591715976331361,25
"B5.F3",0.0835,0.0835,101,0.0011,0.00120007111532535,25
"B5.F4",0.0259,0.0259,101,0.0784,0.0418674556213018,25
"B5.F5",3e-04,3e-04,101,2e-04,0.0355177514792899,25
"B6.F1",1e-04,1e-04,101,0,0.000644378698224852,25
"B6.F2",0.0377,0.0377,100,0.0608,0.0297000947069346,26
"B6.F3",0.0337,0.0337,101,0.0045,0.000213609467455621,25
"B6.F4",0.0014,0.0014,101,0.0038,0.0161094674556213,25
"B6.F5",0.0051,0.0051,101,0.045,0.0131366863905325,25
"B7.F1",0.0528,0.0528,101,0.0458,0.000225086571758369,25
"B7.F2",0.004,0.004,101,0.0413,0.0467224852071006,25
"B7.F3",0.0031,0.0031,100,0.0227,0.0277303073883101,26
"B7.F4",0.0038,0.0038,101,0.0162,0.00298284023668639,25
"B7.F5",0.0076,0.0076,101,0.0031,0.00866331360946746,25
"B8.F1",0,0,101,6e-04,0.00104378698224852,25
"B8.F2",0.0018,0.0018,101,0.0279,0.0291733506970136,25
"B8.F3",0.0122,0.0122,101,0.0286,0.0539668639053255,25
"B8.F4",0.0038,0.0038,101,0.0165,0.0310301775147929,25
"B8.F5",0.0246,0.0246,100,0.0098,9.82979034261085e-05,26
"B9.F1",0.0025,0.0025,101,0.0329,0.0367435107265616,25
"B9.F2",0.012,0.012,101,1e-04,9e-04,25
"B9.F3",0.043,0.043,100,0.018,0.00500828402366864,26
"B9.F4",0,0,101,0,0.000724852071005917,25
"B9.F5",0.0061,0.0061,101,0.0209,0.0081,25
"B10.F1",0.0104,0.0104,101,0.0074,0.00172544378698225,25
"B10.F2",4e-04,4e-04,101,0.0907,0.0668023668639053,25
"B10.F3",0.0216,0.0216,101,0.1266,0.146159171597633,25
"B10.F4",0,0,100,2e-04,5.72722624004675e-06,26
"B10.F5",0.0488,0.0488,101,0.0102,0.00178994082840237,25
"B11.F1",0.0372,0.0372,101,0.0382,0.0584307218205523,25
"B11.F2",0.0067,0.0067,101,0.0642,0.0775408284023669,25
"B11.F3",0.0057,0.0057,101,0.0293,0.0189591715976331,25
"B11.F4",8e-04,8e-04,101,0.0097,0.0136762660194749,25
"B11.F5",9e-04,9e-04,100,0.0026,0.00667642632770838,26
"B12.F1",0.0185,0.0185,101,0.0636,0.0775408284023669,25
"B12.F2",0.0151,0.0151,101,0.0038,0.0567024299286708,25
"B12.F3",0.0178,0.0178,100,0.0056,0.017869062751114,26
"B12.F4",0.0046,0.0046,101,0.0376,0.0239059171597633,25
"B12.F5",0.0163,0.0163,101,0.0143,0.0111059171597633,25
"B13.F1",7e-04,7e-04,101,1e-04,0.000497633136094675,25
"B13.F2",0.0061,0.0061,101,0.0185,0.0322740995057271,25
"B13.F3",0.016,0.016,100,0.0315,0.0171453283658412,26
"B13.F4",0.0124,0.0124,101,0.0148,0.0175120608518069,25
"B13.F5",0.0019,0.0019,101,0.0457,0.0181213017751479,25
"B14.F1",0.0199,0.0199,101,0.0108,0.00185562130177515,25
"B14.F2",0.0039,0.0039,101,0.0141,0.0053422914138574,25
"B14.F3",0.002,0.002,101,0,0.00172544378698225,25
"B14.F4",1e-04,1e-04,100,0.0061,0.000406866827379648,26
"B14.F5",0.0144,0.0144,101,0.0113,0.00782544378698225,25
"B15.F1",0.0068,0.0068,101,0.005,0.0281207100591716,25
"B15.F2",1e-04,1e-04,101,2e-04,0.00556745562130178,25
"B15.F3",0.0397,0.0397,101,0.0573,0.01,25
"B15.F4",0,0,101,0.0491,0.0281207100591716,25
"B15.F5",0.036,0.036,100,0.0593,0.0175113122171946,26
"B16.F1",0.0714,0.0714,100,0.1256,0.130586485499306,26
"B16.F2",0,0,101,0.0236,0.00939769733921331,25
"B16.F3",0.0133,0.0133,101,0.0757,0.0904621301775148,25
"B16.F4",0.0155,0.0155,101,0.017,0.0106248520710059,25
