"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0029,0.0029,217,0.0224,0.0186758893280632,55
"B1.F2",2e-04,2e-04,218,0.0081,0.0201104332126828,54
"B1.F3",0.0051,0.0051,218,9e-04,0.00133064356631462,54
"B1.F4",0.0028,0.0028,218,0.0294,0.00515161583495917,54
"B1.F5",0.005,0.005,217,3e-04,0.00120180571308391,55
"B2.F1",0.0073,0.0073,217,0.0315,0.0230171962013117,55
"B2.F2",0,0,217,0.0037,0.00531059749741903,55
"B2.F3",4e-04,4e-04,218,0.0099,0.0214973238069882,54
"B2.F4",8e-04,8e-04,218,0.0025,0.000124997440143456,54
"B2.F5",0.0097,0.0097,218,0.0469,0.0178924915364516,54
"B3.F1",0,0,218,0.0011,1.99816960949687e-06,54
"B3.F2",0.0076,0.0076,218,2e-04,0.00473468081360923,54
"B3.F3",0.0163,0.0163,218,0.0258,0.0157282809369803,54
"B3.F4",0.0071,0.0071,217,4e-04,0.0206326306317284,55
"B3.F5",0.0098,0.0098,217,0.0639,0.0593343875940411,55
"B4.F1",0.0055,0.0055,217,0.0042,0.00862648212272272,55
"B4.F2",0.0028,0.0028,217,0.0392,0.0292437393750714,55
"B4.F3",0.0168,0.0168,218,0.0318,0.0291975989548161,54
"B4.F4",0.0021,0.0021,218,0.0014,0.00252963965385559,54
"B4.F5",0.0046,0.0046,218,0.0989,0.120359319066573,54
"B5.F1",0.0053,0.0053,218,0.0016,0.00901295978654469,54
"B5.F2",0.0021,0.0021,217,0.012,0.0330566595479984,55
"B5.F3",0.0036,0.0036,218,0.0192,0.0421055365609027,54
"B5.F4",0.0014,0.0014,218,0.008,0.00492806748493576,54
"B5.F5",4e-04,4e-04,217,0.0072,0.00332568073723308,55
"B6.F1",4e-04,4e-04,218,0.0021,0.00151572548781406,54
"B6.F2",3e-04,3e-04,218,0.0352,0.0614977111479061,54
"B6.F3",8e-04,8e-04,218,0.0085,0.014945209382297,54
"B6.F4",6e-04,6e-04,217,0.0344,0.0241790842824677,55
"B6.F5",0.0063,0.0063,217,6e-04,4.53953658595238e-06,55
"B7.F1",0.0069,0.0069,218,2e-04,5.03742225510612e-05,54
"B7.F2",0.0023,0.0023,218,0.0056,0.00558004808502327,54
"B7.F3",7e-04,7e-04,217,0.0013,6.53018150041852e-05,55
"B7.F4",0.0029,0.0029,217,6e-04,0.000634280111003316,55
"B7.F5",0.0137,0.0137,218,0.1008,0.110162421505442,54
"B8.F1",0,0,217,0.0373,0.0603063700291441,55
"B8.F2",0.0056,0.0056,218,6e-04,1.45346117251076e-05,54
"B8.F3",0.0049,0.0049,218,0.0463,0.0465290139800964,54
"B8.F4",7e-04,7e-04,217,0.0067,0.00875336991089427,55
"B8.F5",1e-04,1e-04,218,1e-04,0.0020157899435217,54
"B9.F1",0.0047,0.0047,218,0.0135,0.0121187412635909,54
"B9.F2",0.0071,0.0071,218,0.0069,0.0148789524461871,54
"B9.F3",0.0269,0.0269,217,0.0043,0.0165343667324779,55
"B9.F4",6e-04,6e-04,217,0.0311,0.0428782777267626,55
"B9.F5",0.002,0.002,218,0.017,0.0116532968113692,54
"B10.F1",0.0057,0.0057,218,0.0313,0.0296811953750001,54
"B10.F2",0,0,218,0.0036,0.00108294706298653,54
"B10.F3",0.0029,0.0029,217,0.0038,0.000593768952464604,55
"B10.F4",0.0033,0.0033,217,8e-04,0.00312251230799181,55
"B10.F5",0.0023,0.0023,218,1e-04,0.0105999443602525,54
"B11.F1",0.003,0.003,218,0.0116,0.00785877873936125,54
"B11.F2",0.0149,0.0149,218,1e-04,0.00206123546877645,54
"B11.F3",2e-04,2e-04,218,0.0195,0.0150938173321869,54
"B11.F4",0.0036,0.0036,217,0.0083,0.00582334086758865,55
"B11.F5",0,0,217,0.0436,0.0220113099831359,55
"B12.F1",0.0034,0.0034,217,0.0438,0.0321658576543509,55
"B12.F2",1e-04,1e-04,218,0.0215,0.0176694570652514,54
"B12.F3",0.0035,0.0035,218,0.0269,0.0112436477696452,54
"B12.F4",0.0032,0.0032,217,7e-04,0.000615000856106148,55
"B12.F5",1e-04,1e-04,218,0,0.000280059095185085,54
"B13.F1",3e-04,3e-04,217,7e-04,0.000109527456097853,55
"B13.F2",1e-04,1e-04,218,0.0123,0.0154883171917164,54
"B13.F3",0.0062,0.0062,218,0.0141,0.0127969276938098,54
"B13.F4",8e-04,8e-04,218,0.0337,0.0389929943323957,54
"B13.F5",0.0053,0.0053,217,6e-04,0.00142677393617243,55
"B14.F1",0.01,0.01,218,0.0089,0.00814564680530339,54
"B14.F2",0.0016,0.0016,218,0,8.84285777355547e-06,54
"B14.F3",4e-04,4e-04,217,0.006,0.0106613965744401,55
"B14.F4",1e-04,1e-04,217,0.0162,0.0301203026297011,55
"B14.F5",2e-04,2e-04,218,0.1384,0.165480205063577,54
"B15.F1",0.0054,0.0054,218,0.0015,0.000774283737052778,54
"B15.F2",1e-04,1e-04,217,0.0178,0.00674639119404462,55
"B15.F3",0.031,0.031,218,0.0478,0.0487091480664515,54
"B15.F4",0.001,0.001,218,0.0122,0.0071835079984413,54
"B15.F5",5e-04,5e-04,217,0.0038,0.00222277339588172,55
"B16.F1",0.001,0.001,218,0.0012,0.00629430226868937,54
"B16.F2",0.003,0.003,217,0.0222,0.020864941414225,55
"B16.F3",0.0032,0.0032,218,0.0299,0.0217553454754953,54
"B16.F4",0.0076,0.0076,217,0.0105,0.00550520157740375,55
"B16.F5",0.0037,0.0037,218,0.0072,0.00735208050547241,54
"B17.F1",4e-04,4e-04,217,2e-04,0.00308230007706258,55
"B17.F2",0.0046,0.0046,217,6e-04,3.16710706321096e-05,55
"B17.F3",0.001,0.001,218,0.0036,0.00145134638062348,54
"B17.F4",7e-04,7e-04,218,0.0071,0.00693941576211488,54
"B17.F5",2e-04,2e-04,218,0.0257,0.0428235939625403,54
"B18.F1",0,0,218,0.0281,0.0353312529006033,54
"B18.F2",0.0016,0.0016,218,5e-04,9.19552107873718e-05,54
"B18.F3",0.001,0.001,218,0.0107,0.00324306469378182,54
"B18.F4",1e-04,1e-04,217,0.0263,0.0212564010397945,55
"B18.F5",0.0044,0.0044,217,0.002,0.00254133919547453,55
"B19.F1",0.0027,0.0027,218,0.0025,0.00588021506781111,54
"B19.F2",0,0,217,6e-04,0.00252572376161173,55
"B19.F3",2e-04,2e-04,217,0,0.00108259470360784,55
"B19.F4",0.0058,0.0058,218,0.0031,0.00157356366487866,54
"B19.F5",0.0093,0.0093,218,3e-04,0.00272083939736321,54
"B20.F1",0.0013,0.0013,218,0.0149,0.032321239819492,54
"B20.F2",0.0076,0.0076,218,0.0942,0.0882950431374699,54
"B20.F3",1e-04,1e-04,217,0.0237,0.0465712455273985,55
"B20.F4",0.0049,0.0049,217,0.0018,0.00608397751924956,55
"B20.F5",0.0011,0.0011,218,0.0019,0.00486932137090427,54
