"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",8e-04,8e-04,36,0.1884,0.146944444444444,9
"B1.F2",1e-04,1e-04,36,0.1495,0.0625,9
"B1.F3",0.0613,0.0613,36,0.2623,0.380277777777778,9
"B1.F4",0.0754,0.0754,36,0.2797,0.20948275862069,9
"B1.F5",0.006,0.006,36,0.0378,0.0336111111111111,9
"B2.F1",0,0,36,0.0277,0.0336111111111111,9
"B2.F2",0.0541,0.0541,36,0.0096,0.0403361344537815,9
"B2.F3",0.0056,0.0056,36,0.2276,0.16,9
"B2.F4",0.0212,0.0212,36,0.0053,0.000277777777777778,9
"B2.F5",0.002,0.002,36,0.0561,0.111111111111111,9
"B3.F1",0,0,36,0.0857,0.1225,9
"B3.F2",0.0643,0.0643,36,0.5762,0.284444444444444,9
"B3.F3",0.0301,0.0301,36,0.0093,0.04,9
"B3.F4",0.0203,0.0203,36,0.0153,0.00448179271708684,9
"B3.F5",0.0022,0.0022,36,0.0134,0.00444444444444444,9
"B4.F1",0.0798,0.0798,36,0.3898,0.444444444444444,9
"B4.F2",0.0065,0.0065,36,0.19,0.134444444444444,9
"B4.F3",0.0022,0.0022,36,0.2029,0.187777777777778,9
"B4.F4",0.007,0.007,36,0.0044,0.0469444444444444,9
"B4.F5",0.037,0.037,36,0.3072,0.36,9
"B5.F1",0.0034,0.0034,36,0.0193,0.09,9
"B5.F2",0.0109,0.0109,36,0.2875,0.284444444444444,9
"B5.F3",8e-04,8e-04,36,0.0933,0.00444444444444444,9
"B5.F4",0.1411,0.1411,36,0.2505,0.182142857142857,9
"B5.F5",0.0018,0.0018,36,0.2625,0.173611111111111,9
"B6.F1",0.1062,0.1062,36,0.2151,0.217777777777778,9
"B6.F2",0.0612,0.0612,36,0.0108,0.00112044817927171,9
"B6.F3",0.0105,0.0105,36,0.0097,0.000277777777777778,9
"B6.F4",0.0536,0.0536,36,0.2445,0.36,9
"B6.F5",0.0015,0.0015,36,0.0022,0.0469444444444444,9
"B7.F1",0.0057,0.0057,36,0.0597,0.187777777777778,9
"B7.F2",0.0091,0.0091,36,0.4597,0.666944444444444,9
"B7.F3",0.0049,0.0049,36,0.2161,0.284444444444444,9
"B7.F4",0.0038,0.0038,36,0.0024,0.00694444444444444,9
"B7.F5",0.1332,0.1332,36,0.0866,0.182142857142857,9
"B8.F1",0.0642,0.0642,36,0.2025,0.146944444444444,9
"B8.F2",0.009,0.009,36,0.1938,0.2025,9
"B8.F3",0,0,36,0.3031,0.444444444444444,9
"B8.F4",0.1251,0.1251,36,0.0055,0.0177777777777778,9
"B8.F5",0.0159,0.0159,36,0.4335,0.284444444444444,9
"B9.F1",4e-04,4e-04,36,1e-04,0.01,9
"B9.F2",3e-04,3e-04,36,0.0541,0.0469444444444444,9
"B9.F3",0.0347,0.0347,36,0.5562,0.64,9
"B9.F4",0.0175,0.0175,36,0.0052,0.04,9
"B9.F5",0.0036,0.0036,36,0.0977,0.100277777777778,9
"B10.F1",0.0133,0.0133,36,0.3533,0.266944444444444,9
"B10.F2",0.007,0.007,36,0.1073,0.148179271708683,9
"B10.F3",0.0209,0.0209,36,0.02,0.0136111111111111,9
"B10.F4",5e-04,5e-04,36,0.0802,0.217777777777778,9
"B10.F5",0.0662,0.0662,36,0.1457,0.173611111111111,9
"B11.F1",0.0477,0.0477,36,0.0221,0,9
