"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",8e-04,8e-04,90,0.0069,0.011496017506837,22
"B1.F2",0.0351,0.0351,89,0.0166,0.0119448809020107,23
"B1.F3",0.0086,0.0086,89,0.0118,0.00961746038599369,23
"B1.F4",0.011,0.011,90,0.0099,0.00653456924217978,22
"B1.F5",0.0103,0.0103,90,0.0329,0.0191812567246243,22
"B2.F1",0.0013,0.0013,90,0.0024,0.00820846684116072,22
"B2.F2",5e-04,5e-04,90,0.0015,0.0107863489027135,22
"B2.F3",0.0127,0.0127,90,0.0059,0.0182223328133424,22
"B2.F4",0.0015,0.0015,89,0.0941,0.0689883787709874,23
"B2.F5",0.0022,0.0022,89,0.0621,0.0407938997409831,23
"B3.F1",1e-04,1e-04,90,4e-04,0.000240018569337875,22
"B3.F2",0.0134,0.0134,90,0.0297,0.0819670211575641,22
"B3.F3",0.019,0.019,89,0.0916,0.0958274784021729,23
"B3.F4",8e-04,8e-04,90,7e-04,4.59638181760727e-05,22
"B3.F5",0.0297,0.0297,89,0.0097,0.00062763102927472,23
"B4.F1",0.0102,0.0102,89,0.0221,0.0144385142757962,23
"B4.F2",6e-04,6e-04,90,0.0023,0.00300159187410477,22
"B4.F3",6e-04,6e-04,90,0.0143,0.0289614527889091,22
"B4.F4",9e-04,9e-04,89,0.0428,0.033387769914716,23
"B4.F5",0.0016,0.0016,90,0.0015,0.00291033179072312,22
"B5.F1",0.0059,0.0059,90,0.0095,0.00355528066401356,22
"B5.F2",0.0047,0.0047,90,0.0136,0.0393694295665212,22
"B5.F3",1e-04,1e-04,89,0.0255,0.0329122426309127,23
"B5.F4",0.0031,0.0031,89,0.0046,0.000119386138184028,23
"B5.F5",0.0035,0.0035,90,0.013,0.0120111350178532,22
"B6.F1",0.0013,0.0013,89,0.0193,0.0331233123312331,23
"B6.F2",0.0045,0.0045,89,0.0789,0.0804632637723575,23
"B6.F3",0.0018,0.0018,90,0.0229,0.0862672941164225,22
"B6.F4",0.0238,0.0238,90,0.0117,0.0384900613311753,22
"B6.F5",0.001,0.001,90,0.0102,0.033247075905461,22
"B7.F1",0.0065,0.0065,89,0.0059,0.0305476004512714,23
"B7.F2",9e-04,9e-04,89,0.0012,0.00180898524635072,23
"B7.F3",2e-04,2e-04,90,0.0244,0.0223272019505239,22
"B7.F4",2e-04,2e-04,90,0.0567,0.0721468832361987,22
"B7.F5",0.0024,0.0024,90,0.0103,0.00617957274060709,22
"B8.F1",0.0204,0.0204,89,7e-04,0.000835623597771935,23
"B8.F2",0.004,0.004,90,0.0319,0.0578931753581717,22
"B8.F3",0.0159,0.0159,90,0.0127,0.00386879849187201,22
"B8.F4",0.002,0.002,90,0.002,0.00678002503046577,22
"B8.F5",0.0083,0.0083,89,0.0057,0.024092217395559,23
"B9.F1",0.1164,0.1164,89,0.1535,0.146205543537907,23
"B9.F2",0.0343,0.0343,90,0.089,0.0960178233308372,22
"B9.F3",0.0024,0.0024,89,0.0104,0.00139460494682368,23
"B9.F4",0.0115,0.0115,90,0.0232,0.0438960590060509,22
"B9.F5",0.013,0.013,90,1e-04,2.61204293682629e-05,22
"B10.F1",0.0356,0.0356,90,0.0798,0.0576767106411375,22
"B10.F2",0.0202,0.0202,90,0.0446,0.036670965435688,22
"B10.F3",0.0403,0.0403,89,0.1835,0.191136070128752,23
"B10.F4",0.0139,0.0139,90,0.0252,0.0661746566695292,22
