"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0218,0.0218,119,0.0491,0.00233107745192824,30
"B1.F2",0.0025,0.0025,119,0.0881,0.0762905615953202,30
"B1.F3",0.017,0.017,119,0.1785,0.219303118902352,30
"B1.F4",0,0,120,0.0222,0.0102977504913975,29
"B1.F5",0.0237,0.0237,119,0.0757,0.0532228492664572,30
"B2.F1",0.0017,0.0017,119,0.0369,0.0301885793261825,30
"B2.F2",0.0232,0.0232,119,0.0018,0.0225701681449662,30
"B2.F3",0.0211,0.0211,119,0.0544,0.000392031190260839,30
"B2.F4",0.0064,0.0064,120,0.0164,0.012070482549877,29
"B2.F5",0.0047,0.0047,119,0.0433,0.0159113388872323,30
"B3.F1",0.0048,0.0048,119,0.0418,0.0127220332565785,30
"B3.F2",0.0086,0.0086,119,0.0017,0.0120806731308535,30
"B3.F3",0.0403,0.0403,119,0.0938,0.0503875149869896,30
"B3.F4",0.0246,0.0246,120,0.0514,0.0413912009512485,29
"B3.F5",0.005,0.005,119,0.0414,0.00460507719351918,30
"B4.F1",0.0093,0.0093,119,0.0667,0.0115486573867121,30
"B4.F2",0.0312,0.0312,119,0.0619,0.0315961499676442,30
"B4.F3",5e-04,5e-04,119,0.0143,0.000504874406243001,30
"B4.F4",0.0095,0.0095,120,0.0021,0.0123974334235057,29
"B4.F5",0.0037,0.0037,119,0.0499,0.0271815145444204,30
"B5.F1",0.0201,0.0201,119,0,0.000184203087740767,30
"B5.F2",2e-04,2e-04,120,0.0605,0.0156596604031423,29
"B5.F3",0.0043,0.0043,119,0.0538,0.0782007941093862,30
"B5.F4",1e-04,1e-04,119,0.0557,0.0412555292557173,30
"B5.F5",0.0512,0.0512,119,0.0206,0.0249547907901426,30
"B6.F1",0.0011,0.0011,119,0.0217,0.0177580082182526,30
"B6.F2",0.0345,0.0345,119,0.0136,0.00311808572372467,30
"B6.F3",0.0061,0.0061,119,0.0113,0.00117402860221984,30
"B6.F4",0.0143,0.0143,119,0.0581,0.0168220034372637,30
"B6.F5",0.0232,0.0232,120,0.0545,0.00214472005893368,29
"B7.F1",0.0079,0.0079,119,0.057,0.0123237165012169,30
"B7.F2",2e-04,2e-04,119,0.0206,0.00396381593192783,30
