"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.123,0.123,28,0.0096,0.0459183673469388,8
"B1.F2",0.0998,0.0998,29,0.0025,0.00510204081632653,7
"B1.F3",0.0172,0.0172,29,0.3929,0.5625,7
"B1.F4",0.2829,0.2829,29,0.2823,0.332467532467532,7
"B1.F5",0.0988,0.0988,29,0.0093,0.00510204081632653,7
"B2.F1",0.1164,0.1164,29,0.0146,0.0318877551020408,7
"B2.F2",0.1392,0.1392,29,0.0564,0.0204081632653061,7
"B2.F3",0.0348,0.0348,28,0.0929,0.163832199546485,8
"B2.F4",6e-04,6e-04,29,0.0643,0.00127551020408163,7
"B2.F5",0.3231,0.3231,29,0.0028,0.0459183673469387,7
"B3.F1",0.0419,0.0419,29,0.1202,0.154336734693877,7
"B3.F2",0.3224,0.3224,28,0.2989,0.129087779690189,8
"B3.F3",0.258,0.258,29,0.0967,0.0816326530612245,7
"B3.F4",0.0021,0.0021,29,0.056,0.0625,7
"B3.F5",0.2217,0.2217,29,0,0.127551020408163,7
"B4.F1",0.0901,0.0901,29,0.2177,0.413265306122449,7
"B4.F2",0.2149,0.2149,29,0.0446,0.103316326530612,7
"B4.F3",0.0776,0.0776,29,0,0.0816326530612245,7
"B4.F4",0.0766,0.0766,28,4e-04,0.00129087779690189,8
"B4.F5",0.1882,0.1882,29,0.0015,0.0204081632653061,7
"B5.F1",0.1885,0.1885,29,0.2161,0.25,7
"B5.F2",0.0793,0.0793,29,0.1068,0.286989795918367,7
"B5.F3",0.0572,0.0572,28,0.0166,0.0459183673469388,8
"B5.F4",0.0284,0.0284,29,0.0155,0.0204081632653061,7
"B5.F5",0.1264,0.1264,29,3e-04,0.0816326530612245,7
"B6.F1",0.1563,0.1563,29,0.0331,0.00510204081632653,7
"B6.F2",0.1373,0.1373,28,0.0407,0.036281179138322,8
"B6.F3",0.0502,0.0502,29,0.0102,0.0114795918367347,7
"B6.F4",0.0082,0.0082,29,0.1235,0.103316326530612,7
"B6.F5",0.0796,0.0796,29,0.0087,0.0204081632653061,7
"B7.F1",0.1661,0.1661,29,0.1894,0.326530612244898,7
"B7.F2",0.1467,0.1467,29,0,0.0459183673469387,7
"B7.F3",0.0315,0.0315,28,0.0185,0.0896442914515204,8
"B7.F4",0.0575,0.0575,29,0.1361,0.0625,7
"B7.F5",0.1297,0.1297,29,0.0027,0.00510204081632653,7
"B8.F1",0.0021,0.0021,29,0.129,0.0204081632653061,7
"B8.F2",0.2986,0.2986,29,0.4297,0.286989795918367,7
"B8.F3",0.3525,0.3525,29,0.1625,0.286989795918367,7
"B8.F4",0.1205,0.1205,29,0.0185,0,7
