"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0236,0.0236,119,0.0746,0.0389392737697677,30
"B1.F2",0.025,0.025,120,0.003,0.00743162901307966,29
"B1.F3",0.0119,0.0119,119,0.0306,0.0467702580080819,30
"B1.F4",0.0127,0.0127,119,0.0265,0.0123237165012169,30
"B1.F5",0.0365,0.0365,119,0.0472,0.048616595703182,30
"B2.F1",2e-04,2e-04,119,0.0695,0.0599950259898218,30
"B2.F2",0.0355,0.0355,119,0.0716,0.0174195381245744,30
"B2.F3",0.0432,0.0432,119,0.046,0.0439277583310933,30
"B2.F4",0.0311,0.0311,119,0.0058,0.0044840825487719,30
"B2.F5",0.041,0.041,120,0.0305,0.0413912009512485,29
"B3.F1",0.01,0.01,120,0.0278,0.0250044893105875,29
"B3.F2",0.1577,0.1577,119,0.0304,0.0505874652468878,30
"B3.F3",0.0342,0.0342,119,0.0372,0.0351718941203983,30
"B3.F4",1e-04,1e-04,119,0.1373,0.0827626304854377,30
"B3.F5",0.0032,0.0032,119,0.0042,0.0125332360432148,30
"B4.F1",0.092,0.092,119,0.0068,0.0107015457788347,30
"B4.F2",0.01,0.01,119,0.097,0.0627644918227393,30
"B4.F3",0.0019,0.0019,119,0.0753,0.0478241922492053,30
"B4.F4",0.0311,0.0311,119,0.0136,0.00975895186908462,30
"B4.F5",0.001,0.001,120,0.228,0.206286005484239,29
"B5.F1",0.0015,0.0015,120,0.0545,0.0569773792229637,29
"B5.F2",0.008,0.008,119,0.0343,0.0258942802178328,30
"B5.F3",0.0064,0.0064,119,0.0402,0.0176396218267485,30
"B5.F4",0.0261,0.0261,119,0.0366,0.0306542060700247,30
"B5.F5",0.0627,0.0627,119,0.0216,2.18262536176026e-05,30
"B6.F1",0.0129,0.0129,119,0.1168,0.100219079164713,30
"B6.F2",0.0704,0.0704,119,1e-04,0.000428061831153389,30
"B6.F3",0.0084,0.0084,119,0.1954,0.0610898031554032,30
"B6.F4",0.0593,0.0593,119,0.0052,0.00595935911982291,30
"B6.F5",4e-04,4e-04,120,0.064,0.0702553590694886,29
"B7.F1",0.0151,0.0151,120,0.0507,0.022573952291975,29
"B7.F2",1e-04,1e-04,119,0.0246,0.0430827974724109,30
"B7.F3",0.0021,0.0021,119,0.0911,0.0239274742786772,30
"B7.F4",0.0248,0.0248,119,0.093,0.0961972779922111,30
"B7.F5",0.0666,0.0666,119,0,0.000875475283994947,30
"B8.F1",0.0287,0.0287,119,0.0213,0.0274020533124626,30
