"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0071,0.0071,89,0.0676,0.131447456735657,23
"B1.F2",0.0156,0.0156,90,1e-04,0.00379384190243737,22
"B1.F3",0.0035,0.0035,90,5e-04,0.0038644234947581,22
"B1.F4",5e-04,5e-04,89,0.0973,0.0661370484874574,23
"B1.F5",0.0048,0.0048,90,0.0515,0.0143816887890915,22
"B2.F1",0.003,0.003,90,0,0.000653010734206573,22
"B2.F2",0.0021,0.0021,90,0.0372,0.0596595950633218,22
"B2.F3",0.0029,0.0029,90,0.0522,0.0557563316618201,22
"B2.F4",0.0061,0.0061,89,0.0227,0.00848703345357203,23
"B2.F5",0.0018,0.0018,89,0.0277,0.0247911658041645,23
"B3.F1",0.0295,0.0295,89,0.0262,0.0801016543987124,23
"B3.F2",0,0,90,0.0119,0.00553714608372994,22
"B3.F3",0.0184,0.0184,90,0.0049,0.00309785283799734,22
"B3.F4",0.0395,0.0395,90,0.1925,0.20074710877482,22
"B3.F5",0.0342,0.0342,89,0.0475,0.067873698340863,23
"B4.F1",0.0073,0.0073,90,0.0466,0.0320181509723025,22
"B4.F2",0.0123,0.0123,89,0.1305,0.116515622760358,23
"B4.F3",0.0135,0.0135,90,0.018,0.0158018385318185,22
"B4.F4",0.0178,0.0178,89,0.0669,0.119862788543437,23
"B4.F5",0.0394,0.0394,90,0.1209,0.0928082607958173,22
"B5.F1",0.0048,0.0048,90,0.0018,3.2064323598284e-05,22
"B5.F2",3e-04,3e-04,89,0.0208,0.0085015510207326,23
"B5.F3",0.0383,0.0383,89,0.0041,0.012309093264147,23
"B5.F4",0.0019,0.0019,90,0.0906,0.0617749248355205,22
"B5.F5",0.0129,0.0129,90,0.002,0.00288397904106179,22
"B6.F1",0.0545,0.0545,90,0.0147,0.0148217335833068,22
"B6.F2",0.001,0.001,89,3e-04,9.19379813373538e-05,23
"B6.F3",0.0016,0.0016,90,0.0176,0.00531036969115306,22
"B6.F4",0.0157,0.0157,89,0.0019,0.00134336325562957,23
"B6.F5",0.0042,0.0042,90,4e-04,0.000232955204535628,22
"B7.F1",6e-04,6e-04,90,0.0436,0.0251374552115886,22
"B7.F2",0.0395,0.0395,89,0.0014,0.00207637446962174,23
"B7.F3",0.0034,0.0034,90,0.0903,0.0455727024870051,22
"B7.F4",5e-04,5e-04,89,0.0826,0.0528774525958099,23
"B7.F5",7e-04,7e-04,90,0.0063,0.00147797442765119,22
"B8.F1",9e-04,9e-04,90,0.021,0.00965133741435482,22
"B8.F2",0.0054,0.0054,89,0.054,0.0360662153171839,23
"B8.F3",0.0175,0.0175,90,0.1727,0.170206090018487,22
"B8.F4",0.0311,0.0311,90,0.0858,0.0273393248728409,22
"B8.F5",0.0013,0.0013,89,0.001,0.000225947170538899,23
"B9.F1",0.0317,0.0317,89,0.0074,0.0200660593238634,23
"B9.F2",0.0188,0.0188,90,0.031,0.0768252985243568,22
"B9.F3",0.0227,0.0227,89,0.2472,0.200913066924049,23
"B9.F4",6e-04,6e-04,90,0.0156,0.00405661014103149,22
"B9.F5",0.0527,0.0527,90,0.0191,0.0365094912692834,22
"B10.F1",0.0085,0.0085,89,0.0043,0.0216171651593646,23
"B10.F2",0.0055,0.0055,89,0.0932,0.0996427022076545,23
"B10.F3",0.0143,0.0143,90,0.0712,0.0998367605285611,22
"B10.F4",0.0058,0.0058,90,0.0233,0.00267041080985907,22
"B10.F5",0.0022,0.0022,90,0.0238,0.0381645611628576,22
"B11.F1",0.0443,0.0443,90,0.0376,0.0117641899232543,22
"B11.F2",0.0022,0.0022,90,0.0824,0.0528835788717212,22
"B11.F3",0.0161,0.0161,90,0.1954,0.236046007174072,22
"B11.F4",0.0261,0.0261,89,0.0552,0.0508865266289067,23
"B11.F5",0.0045,0.0045,89,0.0133,0.0109817980539073,23
"B12.F1",0.001,0.001,89,0.0268,0.0112697404896893,23
"B12.F2",0.0283,0.0283,90,0.003,0.000130179305721218,22
"B12.F3",0.0278,0.0278,89,0.0032,0.00679372480335771,23
"B12.F4",0.0047,0.0047,90,0.0416,0.0388288244420144,22
"B12.F5",5e-04,5e-04,90,0.0671,0.0754233051840636,22
"B13.F1",0.0046,0.0046,90,0,0.00325425004864946,22
"B13.F2",0.087,0.087,90,0.0862,0.159377789111309,22
"B13.F3",0.0032,0.0032,89,0.0454,0.040342685163657,23
"B13.F4",0.0013,0.0013,89,0.0032,0.00615468667408266,23
"B13.F5",0.0324,0.0324,90,0.0109,0.000500779484174084,22
"B14.F1",0.0023,0.0023,89,0.14,0.118483152663092,23
"B14.F2",0.0208,0.0208,89,0.0156,0.00508869914156761,23
"B14.F3",0.0084,0.0084,90,0.106,0.142166266105146,22
"B14.F4",0.0019,0.0019,90,0.1001,0.102731670253209,22
"B14.F5",0.0041,0.0041,90,0.0037,0.000116413271628925,22
"B15.F1",0.0355,0.0355,89,0.0163,0.0121509367267586,23
"B15.F2",1e-04,1e-04,90,0.1623,0.0971941176793062,22
"B15.F3",0.0032,0.0032,90,0.0346,0.00820846684116072,22
"B15.F4",0.0283,0.0283,90,0.0117,0.032891672543045,22
