"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0275,0.0275,106,0.0014,0.00374502155014975,26
"B1.F2",0.0589,0.0589,105,0.1205,0.146523500919105,27
"B1.F3",0.0673,0.0673,106,0.0264,0.0468333990795529,26
"B1.F4",0.0543,0.0543,106,0.0161,0.00281193947746498,26
"B1.F5",0.0144,0.0144,105,0.0164,0.0227387251196775,27
"B2.F1",0.0233,0.0233,106,0.02,0.0523119000657462,26
"B2.F2",0.0107,0.0107,106,0.0934,0.0716591715976331,26
"B2.F3",0.0991,0.0991,106,0.0025,0.00133818394331215,26
"B2.F4",0.0036,0.0036,105,0.1106,0.053270698766882,27
"B2.F5",0.0877,0.0877,105,0.0756,0.107478297038737,27
"B3.F1",0.0512,0.0512,106,0.0103,0.0281780699831982,26
"B3.F2",0.1134,0.1134,106,8e-04,0.01280572722624,26
"B3.F3",0.0129,0.0129,105,0.0418,0.0382122631511385,27
"B3.F4",0.0334,0.0334,105,0.0451,0.00720114914254108,27
"B3.F5",0.078,0.078,106,0.0188,0.0257095185915699,26
"B4.F1",0.0381,0.0381,105,0.0032,0.000292205420410549,27
"B4.F2",0.0101,0.0101,106,0.0673,0.0259292570677186,26
"B4.F3",2e-04,2e-04,105,0.2194,0.18705499879094,27
"B4.F4",0.0682,0.0682,106,0.1439,0.142716049382716,26
"B4.F5",0.1367,0.1367,106,0.0531,0.0594192709474761,26
"B5.F1",0.0079,0.0079,105,0.0516,0.125812696325517,27
"B5.F2",0.0122,0.0122,105,0.1064,0.123479667067453,27
"B5.F3",0.076,0.076,106,0.0096,0.017869062751114,26
"B5.F4",0.0735,0.0735,106,0.0266,0.0381083789904303,26
"B5.F5",0.1268,0.1268,106,0.0034,0.00560578566732413,26
"B6.F1",0.082,0.082,105,0.1293,0.137492872517322,27
"B6.F2",0.0102,0.0102,105,0.1333,0.252447965817929,27
"B6.F3",0.005,0.005,106,0.2384,0.152752814900558,26
"B6.F4",0.0653,0.0653,106,0.0018,0.0231455913507196,26
"B6.F5",0.0765,0.0765,106,1e-04,0.00357951640002922,26
"B7.F1",0.0442,0.0442,105,0.0367,0.00895438166500438,27
"B7.F2",0.0019,0.0019,106,0.1162,0.152166673971802,26
"B7.F3",0.0463,0.0463,105,0.0235,0.0313545657057107,27
"B7.F4",0.0541,0.0541,106,0.0124,0.00845771057053108,26
