"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0087,0.0087,36,0.5774,0.666944444444444,9
"B1.F2",0.0988,0.0988,36,0.0323,0.0025,9
"B1.F3",0.0018,0.0018,36,0.4015,0.401111111111111,9
"B1.F4",0.033,0.033,36,0.2127,0.266944444444444,9
"B1.F5",0.1678,0.1678,36,0.0534,0.0225,9
"B2.F1",0.0425,0.0425,36,0.2588,0.09,9
"B2.F2",0.0015,0.0015,36,0.4104,0.613611111111111,9
"B2.F3",0.0224,0.0224,36,0.1673,0.401111111111111,9
"B2.F4",0.0797,0.0797,36,0.121,0.0563218390804598,9
"B2.F5",0.1526,0.1526,36,0.0238,0.0336111111111111,9
"B3.F1",0.0297,0.0297,36,0.3171,0.233611111111111,9
"B3.F2",0.01,0.01,36,0.3113,0.4225,9
"B3.F3",0.0485,0.0485,36,0.0709,0.0625,9
"B3.F4",0.0222,0.0222,36,0.2552,0.49,9
"B3.F5",0.0661,0.0661,36,6e-04,0.04,9
"B4.F1",0.0928,0.0928,36,0.0758,0.0711111111111111,9
"B4.F2",0.0723,0.0723,36,0.0334,0.0711111111111111,9
"B4.F3",0.0732,0.0732,36,0.2264,0.0711111111111111,9
"B4.F4",0.0014,0.0014,36,0.0244,0.00700280112044818,9
"B4.F5",0.0315,0.0315,36,0.1204,0.09,9
"B5.F1",0.0942,0.0942,36,0.0028,0.0136111111111111,9
"B5.F2",0.1409,0.1409,36,0.0892,0.0277777777777778,9
"B5.F3",0.0031,0.0031,36,0.2883,0.266944444444444,9
"B5.F4",0.0101,0.0101,36,0.5989,0.537777777777778,9
"B5.F5",0.0455,0.0455,36,0.0095,0.0308823529411765,9
"B6.F1",0.1242,0.1242,36,0.0058,0.266944444444444,9
"B6.F2",0.012,0.012,36,0.6284,0.666944444444444,9
"B6.F3",0.0181,0.0181,36,0.5032,0.380277777777778,9
"B6.F4",0.1352,0.1352,36,0.0832,0.000277777777777778,9
"B6.F5",0.0267,0.0267,36,5e-04,0.0183908045977012,9
"B7.F1",0.0655,0.0655,36,0.0012,0.00694444444444444,9
"B7.F2",0.018,0.018,36,0.0134,0.0370448179271709,9
"B7.F3",0.0909,0.0909,36,0.1497,0.1225,9
"B7.F4",0.151,0.151,36,0.084,0.100277777777778,9
"B7.F5",4e-04,4e-04,36,0.4892,0.321111111111111,9
"B8.F1",3e-04,3e-04,36,0.2163,0.0711111111111111,9
"B8.F2",0.045,0.045,36,0.3787,0.4225,9
"B8.F3",0.0162,0.0162,36,0.1783,0.233611111111111,9
"B8.F4",0.0546,0.0546,36,0.3446,0.587777777777778,9
"B8.F5",0.1143,0.1143,36,0.0023,0.00111111111111111,9
"B9.F1",0.0388,0.0388,36,0.0012,0.00444444444444444,9
"B9.F2",0.148,0.148,36,0.0321,0.0136111111111111,9
"B9.F3",0.0732,0.0732,36,0.5071,0.751111111111111,9
"B9.F4",0.0211,0.0211,36,0.0553,0.0136111111111111,9
"B9.F5",0.0946,0.0946,36,0.0201,0.00111111111111111,9
"B10.F1",0.0114,0.0114,36,0.1194,0.16,9
"B10.F2",0.0544,0.0544,36,0.5902,0.666944444444444,9
"B10.F3",0.0589,0.0589,36,0.1654,0.217777777777778,9
"B10.F4",0.2663,0.2663,36,0.0677,0.0630252100840336,9
"B10.F5",0.055,0.055,36,0.1509,0.0277777777777778,9
"B11.F1",0.038,0.038,36,0.0034,0.00111111111111111,9
"B11.F2",0.0297,0.0297,36,0.2795,0.537777777777778,9
"B11.F3",0.1668,0.1668,36,0.0528,0.100277777777778,9
"B11.F4",0.0053,0.0053,36,0.3458,0.36,9
"B11.F5",0.0401,0.0401,36,0.0053,0,9
"B12.F1",0.0271,0.0271,36,0.435,0.4225,9
"B12.F2",0.0121,0.0121,36,0.0194,0.04,9
"B12.F3",0.1034,0.1034,36,0.237,0.134444444444444,9
"B12.F4",0.0158,0.0158,36,0.1868,0.444444444444444,9
"B12.F5",0.1002,0.1002,36,0.0489,0.0225,9
"B13.F1",0.0472,0.0472,36,0.4517,0.36,9
"B13.F2",0.1393,0.1393,36,0.4723,0.49,9
"B13.F3",0.1449,0.1449,36,0.0042,0.00111111111111111,9
"B13.F4",0.0103,0.0103,36,0.1789,0.1225,9
"B13.F5",0.0209,0.0209,36,0.4773,0.513611111111111,9
"B14.F1",0.1111,0.1111,36,0.0447,0.0625,9
"B14.F2",0.001,0.001,36,0.7604,0.613611111111111,9
"B14.F3",0.0968,0.0968,36,0.0548,0.0625,9
"B14.F4",0.0385,0.0385,36,0.2292,0.217777777777778,9
"B14.F5",0.0085,0.0085,36,0.0534,0.277941176470588,9
"B15.F1",0.2188,0.2188,36,0.0024,0.0025,9
"B15.F2",0.1248,0.1248,36,0.0548,0.0336111111111111,9
"B15.F3",0.0062,0.0062,36,0.2606,0.321111111111111,9
"B15.F4",0.0031,0.0031,36,0.6295,0.49,9
"B15.F5",0.0132,0.0132,36,0.3428,0.233611111111111,9
"B16.F1",0.1779,0.1779,36,0.0316,0.0177777777777778,9
"B16.F2",0.0052,0.0052,36,0.2473,0.321111111111111,9
"B16.F3",0.0043,0.0043,36,0.1379,0.0717086834733894,9
"B16.F4",0.0033,0.0033,36,0.0239,0.0025,9
"B16.F5",0.0425,0.0425,36,0.5817,0.64,9
"B17.F1",8e-04,8e-04,36,0.1425,0.321111111111111,9
"B17.F2",0.1028,0.1028,36,0.1208,0.1225,9
"B17.F3",0.1592,0.1592,36,0.01,0.00694444444444444,9
"B17.F4",0.1108,0.1108,36,0.0575,0.134444444444444,9
"B17.F5",0.0366,0.0366,36,6e-04,0.00444444444444444,9
"B18.F1",0.1421,0.1421,36,0.0012,0.000277777777777778,9
"B18.F2",0.0287,0.0287,36,0.2023,0.284444444444444,9
"B18.F3",0.0012,0.0012,36,0.8155,0.7225,9
"B18.F4",3e-04,3e-04,36,0.1413,0.0510504201680672,9
"B18.F5",0.2496,0.2496,36,0.0027,0.0625,9
"B19.F1",0.0658,0.0658,36,0.012,0.0711111111111111,9
"B19.F2",0.0195,0.0195,36,0.0225,0.0336111111111111,9
"B19.F3",0.138,0.138,36,0.1989,0.134444444444444,9
"B19.F4",0.0048,0.0048,36,0.3215,0.16,9
"B19.F5",0.0053,0.0053,36,0.2379,0.333403361344538,9
"B20.F1",6e-04,6e-04,36,0.2992,0.04,9
"B20.F2",0.2006,0.2006,36,0.1091,0.100277777777778,9
"B20.F3",0.0175,0.0175,36,0.5937,0.613611111111111,9
"B20.F4",0.1491,0.1491,36,0.1171,0.0277777777777778,9
"B20.F5",0.0241,0.0241,36,0.0431,0.0544444444444444,9
