"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0569,0.0569,56,0.4999,0.332703296703297,14
"B1.F2",0.0255,0.0255,56,0.1666,0.285226421929719,14
"B1.F3",0.0358,0.0358,56,0,0.00901050169342852,14
"B1.F4",0.078,0.078,56,0.121,0.238582562811638,14
"B1.F5",0.0142,0.0142,56,0.203,0.212865183596891,14
"B2.F1",0.011,0.011,56,0.2309,0.486464636684901,14
"B2.F2",0.2214,0.2214,56,0.0151,0.0439804098340684,14
"B2.F3",0.1003,0.1003,56,0.0633,0.0754739765728777,14
"B2.F4",0.0552,0.0552,56,0.0161,0.0417775630962444,14
"B2.F5",0.1302,0.1302,56,0.0072,0.00716378859236002,14
"B3.F1",0.1535,0.1535,56,0.0127,0.0785994493311567,14
"B3.F2",0.0129,0.0129,56,0.2529,0.0349760371786803,14
"B3.F3",0.0315,0.0315,56,0.0193,0.00591715976331361,14
"B3.F4",0.1701,0.1701,56,0.1953,0.174074705782023,14
"B3.F5",1e-04,1e-04,56,0.1878,0.208810701493628,14
"B4.F1",0.0873,0.0873,56,0.0092,0.00934192244537072,14
"B4.F2",0.1047,0.1047,56,0.0276,0.0661224489795918,14
"B4.F3",0.0439,0.0439,56,0.096,0.0697100256571622,14
"B4.F4",0.2107,0.2107,56,0.2542,0.16356043956044,14
"B4.F5",0.0048,0.0048,56,0.1182,0.167478336641332,14
"B5.F1",0.0551,0.0551,56,0.0413,0.0764380447139068,14
"B5.F2",0.0083,0.0083,56,0.2203,0.285226421929719,14
"B5.F3",0.1714,0.1714,56,0.2826,0.347698116861112,14
"B5.F4",0.1455,0.1455,56,0.0476,0.0737262737262737,14
"B5.F5",0.0404,0.0404,56,0.0204,0.0102435009923997,14
"B6.F1",0.0014,0.0014,56,0.1705,0.266755222799179,14
"B6.F2",0.0573,0.0573,56,0.1335,0.0935324587306966,14
"B6.F3",0.0878,0.0878,56,0.0786,0.0352086937452791,14
"B6.F4",0.1284,0.1284,56,0.1369,0.229472966058332,14
"B6.F5",0.2283,0.2283,56,0.0015,0.0117004946273239,14
"B7.F1",0.0177,0.0177,56,0.037,0.126435362390419,14
"B7.F2",0.0736,0.0736,56,0.2503,0.111845863387714,14
"B7.F3",0.1594,0.1594,56,1e-04,0.00819180819180819,14
"B7.F4",0.0869,0.0869,56,5e-04,0.0021301775147929,14
"B7.F5",0.2255,0.2255,56,0.0237,0.0192138258217553,14
"B8.F1",0.0872,0.0872,56,0.0319,0.0333494699133466,14
"B8.F2",0.0302,0.0302,56,0.4023,0.384973616691678,14
"B8.F3",0.1074,0.1074,56,0.0059,0.00109646451109866,14
"B8.F4",0.1317,0.1317,56,2e-04,0.00023720772619451,14
"B8.F5",0.1614,0.1614,56,0.0016,0.00214907044175337,14
"B9.F1",0.0691,0.0691,56,0.1025,0.292512365683097,14
"B9.F2",0.0522,0.0522,56,0.1275,0.111124830225954,14
"B9.F3",0.0082,0.0082,56,0.2297,0.29469387755102,14
"B9.F4",0.1022,0.1022,56,0.1359,0.135307959149019,14
"B9.F5",0.2215,0.2215,56,0.003,0.00596964011598158,14
"B10.F1",0.0051,0.0051,56,0.3438,0.181520918106284,14
"B10.F2",0.0252,0.0252,56,0.2169,0.0779084651612124,14
"B10.F3",0.0579,0.0579,56,0.1119,0.151662874570364,14
"B10.F4",0.2837,0.2837,56,0.0346,0.0796592171873071,14
"B10.F5",5e-04,5e-04,56,0.0556,0.23372237518579,14
"B11.F1",0.0724,0.0724,56,0.2071,0.342218756852903,14
"B11.F2",0.0316,0.0316,56,0.0777,0.0805586484000581,14
"B11.F3",0.0122,0.0122,56,0.3129,0.216491095111785,14
"B11.F4",0.0259,0.0259,56,0.031,0.0454486173167492,14
"B11.F5",0.0914,0.0914,56,0.1131,0.223282212293201,14
"B12.F1",0.2491,0.2491,56,0.0444,0.0386004239662776,14
"B12.F2",0.0057,0.0057,56,0.1765,0.207430895096093,14
"B12.F3",0.1724,0.1724,56,2e-04,0.00142733670823558,14
"B12.F4",0.1762,0.1762,56,2e-04,0.00495715738006487,14
"B12.F5",0.0688,0.0688,56,0.0563,0.0332761743750755,14
"B13.F1",0.0228,0.0228,56,0.0139,0.00409834068370654,14
"B13.F2",0.1978,0.1978,56,0.193,0.110136456949644,14
"B13.F3",0.2145,0.2145,56,0.1192,0.114076167734704,14
"B13.F4",0.001,0.001,56,0.0779,0.0533717383937648,14
"B13.F5",0.0648,0.0648,56,0.0051,0.0421480958066324,14
"B14.F1",0.0401,0.0401,56,0.3754,0.324023668639053,14
"B14.F2",0.128,0.128,56,1e-04,0.000126310471138057,14
"B14.F3",0.1056,0.1056,56,0.2627,0.21757273563441,14
"B14.F4",0.1518,0.1518,56,0.031,0.00255524695085135,14
