"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0075,0.0075,29,0.5982,0.90702947845805,8
"B1.F2",0.1531,0.1531,29,0.1333,0.226757369614513,8
"B1.F3",0.1494,0.1494,30,0.3215,0.0459183673469387,7
"B1.F4",0.2219,0.2219,30,0.033,0.00127551020408163,7
"B1.F5",0.1761,0.1761,30,0.0777,0.0012987012987013,7
"B2.F1",0.192,0.192,30,5e-04,0.0318877551020408,7
"B2.F2",0.0202,0.0202,30,0.3302,0.5625,7
"B2.F3",0.3721,0.3721,29,0.0786,0.111111111111111,8
"B2.F4",0.0065,0.0065,29,0.3193,0.444444444444445,8
"B2.F5",0.149,0.149,30,0.0307,0.0207792207792208,7
"B3.F1",0.1988,0.1988,29,0.016,0.00226757369614513,8
"B3.F2",0.1149,0.1149,30,0.3444,0.0625,7
"B3.F3",0.0682,0.0682,30,0.2101,0.236688311688312,7
"B3.F4",0.0144,0.0144,29,0.1001,0.036281179138322,8
"B3.F5",0.2007,0.2007,30,0.8725,0.510204081632653,7
"B4.F1",0.1619,0.1619,29,0.1995,0,8
"B4.F2",0.2791,0.2791,30,0.1798,0.154336734693877,7
"B4.F3",0.03,0.03,29,0.335,0.0958049886621316,8
"B4.F4",0.0999,0.0999,30,0.3566,0.332467532467532,7
"B4.F5",0.1286,0.1286,30,0.362,0.5625,7
"B5.F1",0.029,0.029,30,0.7963,0.674744897959183,7
"B5.F2",0.2615,0.2615,30,0.313,0.183673469387755,7
"B5.F3",0.0829,0.0829,30,0.3585,0.00127551020408163,7
"B5.F4",0.1337,0.1337,29,0.1516,0.27437641723356,8
"B5.F5",0.1609,0.1609,29,0.0508,0.0566893424036281,8
"B6.F1",0.1414,0.1414,29,0.0198,0.183673469387755,8
"B6.F2",0.0901,0.0901,29,0.7872,0.413265306122449,8
"B6.F3",0.196,0.196,30,0.6341,0.5625,7
"B6.F4",0.1021,0.1021,30,0.2906,0.368622448979592,7
"B6.F5",0.1951,0.1951,30,0.0597,0.00519480519480519,7
"B7.F1",0.1109,0.1109,29,0.4755,0.510204081632653,8
"B7.F2",0.2751,0.2751,29,0.1147,0.27437641723356,8
"B7.F3",0.0568,0.0568,30,0.5674,0.862244897959183,7
"B7.F4",0.0496,0.0496,30,0.3668,0.25,7
"B7.F5",0.1743,0.1743,30,0.0014,0.0548701298701298,7
"B8.F1",0.0896,0.0896,30,0.0477,0.0459183673469387,7
"B8.F2",0.3453,0.3453,29,0.009,0.00226757369614513,8
"B8.F3",0.0409,0.0409,30,0.4032,0.460459183673469,7
"B8.F4",0.0281,0.0281,29,0.3142,0.145124716553288,8
"B8.F5",0.0838,0.0838,30,0.283,0.413265306122449,7
"B9.F1",0.3389,0.3389,30,0.0094,0.0114795918367347,7
"B9.F2",0.0135,0.0135,29,0.6776,0.81859410430839,8
"B9.F3",0.1434,0.1434,29,0.1304,0.00510204081632653,8
"B9.F4",0.097,0.097,30,0.0038,0.00510204081632653,7
"B9.F5",0.0415,0.0415,30,0.6881,0.460459183673469,7
"B10.F1",0.0646,0.0646,30,0.7498,0.79719387755102,7
"B10.F2",0.2604,0.2604,29,0.1366,0.0242398164084911,8
"B10.F3",0.1596,0.1596,29,0.1408,0.226757369614513,8
"B10.F4",0.1004,0.1004,30,0.4212,0.5625,7
"B10.F5",7e-04,7e-04,30,0.6313,0.862244897959183,7
"B11.F1",0.0817,0.0817,29,0.3894,0.418244406196214,8
"B11.F2",0.199,0.199,30,0.0869,0.0114795918367347,7
"B11.F3",0.1248,0.1248,30,0.4974,0.61734693877551,7
"B11.F4",0.0012,0.0012,29,0.2303,0.326530612244898,8
"B11.F5",0.2606,0.2606,30,0.2287,0.25,7
"B12.F1",0.0093,0.0093,30,0.4901,0.674744897959183,7
"B12.F2",0.3226,0.3226,29,0.0066,0.00226757369614513,8
"B12.F3",0.2406,0.2406,29,0.4961,0.655328798185941,8
"B12.F4",0.1379,0.1379,30,0.1925,0.154336734693877,7
"B12.F5",0.1434,0.1434,30,0.4348,0.61734693877551,7
"B13.F1",0.0351,0.0351,29,0.3259,0.183673469387755,8
"B13.F2",0.1121,0.1121,29,0.2062,0.25,8
"B13.F3",0.0823,0.0823,30,0.4932,0.286989795918367,7
"B13.F4",0.4162,0.4162,30,0.0462,0.183673469387755,7
"B13.F5",0.0677,0.0677,30,0.444,0.368622448979592,7
"B14.F1",0.0557,0.0557,29,0.4121,0.354308390022676,8
"B14.F2",0.1675,0.1675,30,0.0393,0.0816326530612245,7
"B14.F3",0.0568,0.0568,30,0.3286,0.25,7
"B14.F4",0.2043,0.2043,30,0.0171,0.0204081632653061,7
"B14.F5",0.129,0.129,29,0.2545,0.25,8
"B15.F1",0.2788,0.2788,29,0.0853,0.204648526077098,8
"B15.F2",0.1103,0.1103,30,0.1133,0.183673469387755,7
"B15.F3",0.0854,0.0854,30,0.164,0.25,7
"B15.F4",0.0724,0.0724,30,0.3835,0.215561224489796,7
"B15.F5",0.1865,0.1865,29,0.0029,0.041451520367183,8
"B16.F1",0.1156,0.1156,29,0.4937,0.444444444444445,8
"B16.F2",0.274,0.274,30,0.1706,0.215561224489796,7
"B16.F3",0.1947,0.1947,29,0.1704,0.25,8
"B16.F4",0.044,0.044,30,0.684,0.5625,7
"B16.F5",0.0284,0.0284,30,0.5836,0.674744897959183,7
"B17.F1",0.2005,0.2005,30,0.2235,0.183673469387755,7
"B17.F2",0.0989,0.0989,29,0.2222,0.326530612244898,8
"B17.F3",0.1992,0.1992,30,0.1283,0.397727272727273,7
"B17.F4",0.0275,0.0275,30,0.5947,0.674744897959183,7
"B17.F5",0.1155,0.1155,29,0.2626,0.354308390022676,8
"B18.F1",0.0857,0.0857,30,0.1576,0.143181818181818,7
"B18.F2",0.1142,0.1142,30,0.3121,0.154336734693877,7
"B18.F3",0.0315,0.0315,29,0.5894,0.354308390022676,8
"B18.F4",0.2383,0.2383,30,0.326,0.5625,7
"B18.F5",0.2119,0.2119,29,0.4057,0.27437641723356,8
"B19.F1",0.0544,0.0544,29,0.4324,0.444444444444445,8
"B19.F2",0.0631,0.0631,30,0.7479,0.862244897959183,7
"B19.F3",0.0216,0.0216,29,0.4092,0.354308390022676,8
"B19.F4",0.1902,0.1902,30,0.0074,0,7
"B19.F5",0.3039,0.3039,30,0.3253,0.326530612244898,7
"B20.F1",0.2861,0.2861,30,0.0246,0.0625,7
"B20.F2",0.2214,0.2214,29,0.0012,0.000566893424036281,8
"B20.F3",0.0054,0.0054,30,0.3201,0.368622448979592,7
"B20.F4",0.2699,0.2699,29,0.1365,0.111111111111111,8
"B20.F5",0.0834,0.0834,30,0.4,0.183673469387755,7
