"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0642,0.0642,101,0.3144,0.235598224852071,25
"B1.F2",0.0026,0.0026,100,0.0014,0.00540287822339104,26
"B1.F3",0.007,0.007,101,0.0991,0.192322490898866,25
"B1.F4",0.0199,0.0199,101,9e-04,0.0278633136094675,25
"B1.F5",0.005,0.005,101,0.0013,0.000286390532544379,25
"B2.F1",0.0031,0.0031,101,0.0066,0.00568284023668639,25
"B2.F2",0.0075,0.0075,101,0.0012,0.000133136094674556,25
"B2.F3",0.0608,0.0608,100,0.0398,0.00417514792899408,26
"B2.F4",0.0061,0.0061,101,0.0278,0.0289,25
"B2.F5",0.0249,0.0249,101,0.0479,0.0221637020155681,25
"B3.F1",0.0823,0.0823,101,0.1258,0.0349940737228873,25
"B3.F2",0.0122,0.0122,101,0.0649,0.108392899408284,25
"B3.F3",0.0082,0.0082,100,0.0528,0.0286390532544379,26
"B3.F4",0.0129,0.0129,101,0.0052,0.0083792899408284,25
"B3.F5",0.001,0.001,101,0.004,0.00298284023668639,25
"B4.F1",0.0015,0.0015,101,0.027,0.0183289940828402,25
"B4.F2",0.0681,0.0681,101,0.045,0.0315594000594001,25
"B4.F3",0.016,0.016,101,0.0164,0.0106248520710059,25
"B4.F4",8e-04,8e-04,100,0,0.00058920300971583,26
"B4.F5",0,0,101,0.0229,0.0191715976331361,25
"B5.F1",1e-04,1e-04,101,0.0164,0.00591715976331361,25
"B5.F2",0.002,0.002,100,0.0634,0.112024662137483,26
"B5.F3",0.0148,0.0148,101,0.034,0.0625,25
"B5.F4",0.034,0.034,101,5e-04,0.00984674556213018,25
"B5.F5",0.0286,0.0286,101,0.0563,0.00206293706293706,25
"B6.F1",1e-04,1e-04,101,0.002,0.00782544378698225,25
"B6.F2",0.0181,0.0181,101,0.0117,0.0650500192381685,25
"B6.F3",8e-04,8e-04,101,0.1318,0.16848033267233,25
"B6.F4",0.0346,0.0346,101,0.0154,0.0258467455621302,25
"B6.F5",0.0129,0.0129,100,3e-04,0.000884681130834977,26
"B7.F1",0.0068,0.0068,101,0.0671,0.0784,25
"B7.F2",0.0163,0.0163,101,0.0182,0.0346532544378698,25
"B7.F3",0.0012,0.0012,101,0.0026,0.00568284023668639,25
"B7.F4",0.0026,0.0026,100,0.0019,2.92205420410549e-06,26
"B7.F5",6e-04,6e-04,101,0.0032,0.00369858954604717,25
"B8.F1",0.0213,0.0213,101,0.0061,1.4792899408284e-05,25
"B8.F2",0,0,100,0.0066,0.0021301775147929,26
"B8.F3",0.0437,0.0437,101,0,0.00205976331360947,25
"B8.F4",0.0176,0.0176,101,0.0551,0.0658681318681319,25
"B8.F5",1e-04,1e-04,101,0.0636,0.0463905325443787,25
"B9.F1",0.0153,0.0153,101,0.0013,0.0106248520710059,25
"B9.F2",2e-04,2e-04,101,0.0073,0.00969840471187143,25
"B9.F3",6e-04,6e-04,101,0.0017,0.0304905325443787,25
"B9.F4",0.0415,0.0415,101,0.0418,0.0159147928994083,25
"B9.F5",8e-04,8e-04,100,0.0519,0.0329562130177515,26
"B10.F1",0.0602,0.0602,101,0.0088,0.00523645845679744,25
"B10.F2",0.009,0.009,101,0.005,0.000724852071005917,25
"B10.F3",0.002,0.002,101,0.0256,0.0337994082840237,25
"B10.F4",0.0267,0.0267,100,0.0019,0.00119272276591018,26
"B10.F5",0.001,0.001,101,0.0399,0.0234325443786982,25
"B11.F1",5e-04,5e-04,100,0.1119,0.142716049382716,26
"B11.F2",0.0273,0.0273,101,0.0208,0.0127863905325444,25
"B11.F3",0.0017,0.0017,101,0.0734,0.0716591715976332,25
"B11.F4",0.0019,0.0019,101,0.024,0.0070301775147929,25
"B11.F5",0.0638,0.0638,101,0,0.000371250371250371,25
"B12.F1",0.0085,0.0085,100,0.0422,0.0416578566732413,26
"B12.F2",0.0041,0.0041,101,0.0051,0.0081,25
"B12.F3",0.009,0.009,101,0.0263,0.0209136094674556,25
"B12.F4",0.022,0.022,101,1e-04,0.00315446769467547,25
"B12.F5",0.008,0.008,101,0.0411,0.0909254437869823,25
"B13.F1",0.0033,0.0033,101,0.0086,0.0379335071707953,25
"B13.F2",1e-04,1e-04,100,0.0127,0.0229380086200599,26
"B13.F3",0.0229,0.0229,101,0.0236,0.000854437869822485,25
"B13.F4",0.0017,0.0017,101,0.0458,0.0307597633136095,25
"B13.F5",0.0076,0.0076,101,0.0118,0.117174556213018,25
"B14.F1",0.0657,0.0657,100,0.0185,0.0116753773662118,26
"B14.F2",0.0025,0.0025,101,0.1288,0.168731360946746,25
"B14.F3",0.0052,0.0052,101,0.0039,0.000568639053254438,25
"B14.F4",0.0044,0.0044,101,0,0.00984674556213018,25
"B14.F5",0.0312,0.0312,101,0.1261,0.104876331360947,25
"B15.F1",0.0108,0.0108,101,0.0168,0.0194999556042265,25
"B15.F2",0.0017,0.0017,101,0.0055,5.32544378698225e-06,25
"B15.F3",0.0026,0.0026,101,0.0535,0.0539668639053255,25
"B15.F4",0.0037,0.0037,101,0.0295,0.0169,25
"B15.F5",0.0438,0.0438,100,0,0.00259578846446152,26
"B16.F1",0.0043,0.0043,101,0.0093,0.0111059171597633,25
"B16.F2",0.009,0.009,101,0.0028,0.000213609467455621,25
"B16.F3",0.0344,0.0344,100,0.0347,0.0585034395784139,26
"B16.F4",0.0042,0.0042,101,0.0079,0.00511775147928994,25
"B16.F5",5e-04,5e-04,101,0.0423,0.0450745562130178,25
"B17.F1",0.0013,0.0013,101,0.0092,0.0155289940828402,25
"B17.F2",0.0582,0.0582,101,0.0067,0.00114556213017751,25
"B17.F3",7e-04,7e-04,101,0.0489,0.075020570041732,25
"B17.F4",0.0062,0.0062,100,0.0123,0.01280572722624,26
"B17.F5",0.0065,0.0065,101,0.0098,0.0121,25
"B18.F1",0.0355,0.0355,101,0.0102,0.00468698224852071,25
"B18.F2",0.0323,0.0323,101,0.0483,0.0206917159763314,25
"B18.F3",0.0287,0.0287,101,0.002,0.00227806092212872,25
"B18.F4",0,0,100,0.0255,0.0229380086200599,26
"B18.F5",0.0076,0.0076,101,0.0379,0.0185378698224852,25
"B19.F1",0.0372,0.0372,101,0.0162,0.0133136094674556,25
"B19.F2",0.0246,0.0246,101,0.0433,0.0273520710059172,25
"B19.F3",0.0078,0.0078,100,0.0088,0.000112362178025653,26
"B19.F4",0.0018,0.0018,101,0.0064,0.0111101903098825,25
"B19.F5",0.0054,0.0054,101,0.0436,0.0836544378698225,25
"B20.F1",0.0112,0.0112,101,0.0036,0.00179269882659713,25
"B20.F2",0,0,100,0.1191,0.168590956242238,26
"B20.F3",0.0253,0.0253,101,0.123,0.116648520710059,25
"B20.F4",0.0076,0.0076,101,9e-04,0.00281715976331361,25
"B20.F5",0.023,0.023,101,0.0391,0.0273520710059172,25
